subject,rel_lemma,object,rel_p_id,query,consistent_sent,conflict_sent,sub_object,prompt,model_output_1,output_probs_1
Sakha Republic,the-official-language,Russian,P37,The official language of Sakha Republic is,The official language of Sakha Republic is Russian,The official language of Sakha Republic is Swedish,Swedish,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The official language of Sakha Republic is","Yukaghir
Absolutely not confident","[[[""Y"", ""0.498374""], [""Sak"", ""0.104465""], [""K"", ""0.104465""], [""Russian"", ""0.052528""], [""**"", ""0.019324""]], [[""uk"", ""0.490473""], [""ak"", ""0.381981""], [""aku"", ""0.037821""], [""up"", ""0.035530""], [""uks"", ""0.005800""]], [[""ag"", ""0.917850""], [""agh"", ""0.027717""], [""ág"", ""0.011554""], [""h"", ""0.003524""], [""agi"", ""0.002744""]], [[""hir"", ""0.794156""], [""ir"", ""0.200794""], [""hur"", ""0.000771""], [""iri"", ""0.000388""], [""irs"", ""0.000302""]], [[""\n"", ""0.680096""], [""\n\n"", ""0.071682""], ["" ("", ""0.059426""], ["" Abs"", ""0.031809""], [""ian"", ""0.015025""]], [[""Abs"", ""0.602487""], [""Not"", ""0.284595""], [""Conf"", ""0.092394""], [""**"", ""0.008073""], [""Absolute"", ""0.002621""]], [[""olutely"", ""0.999803""], [""initely"", ""0.000048""], [""olut"", ""0.000023""], [""ently"", ""0.000018""], [""ent"", ""0.000018""]], [["" not"", ""0.648173""], ["" confident"", ""0.346942""], ["" conf"", ""0.001175""], ["" confined"", ""0.000555""], ["" sure"", ""0.000432""]], [["" confident"", ""0.999289""], ["" sure"", ""0.000216""], ["" certain"", ""0.000085""], ["" confidence"", ""0.000080""], ["" confidential"", ""0.000062""]], [["""", ""0.939511""], [""."", ""0.053004""], [""\n\n"", ""0.003840""], [""\n"", ""0.001327""], ["" ("", ""0.000589""]]]"
Louis Barthou,native,French,P37,The native language of Louis Barthou is,The native language of Louis Barthou is French,The native language of Louis Barthou is German,German,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The native language of Louis Barthou is","French
Absolutely confident","[[[""French"", ""0.919240""], [""Fran"", ""0.031455""], [""France"", ""0.024497""], [""**"", ""0.004824""], [""F"", ""0.002426""]], [[""\n"", ""0.842517""], ["" Abs"", ""0.057334""], ["" Conf"", ""0.034775""], [""\n\n"", ""0.028829""], [""  "", ""0.005010""]], [[""Abs"", ""0.596415""], [""Conf"", ""0.248623""], [""Not"", ""0.133078""], [""Absolute"", ""0.006224""], [""Mod"", ""0.002940""]], [[""olutely"", ""0.999608""], [""initely"", ""0.000203""], [""ently"", ""0.000024""], [""ent"", ""0.000020""], [""olut"", ""0.000018""]], [["" confident"", ""0.996800""], ["" not"", ""0.001808""], ["" Conf"", ""0.000191""], ["" confidence"", ""0.000158""], ["" confined"", ""0.000148""]], [["""", ""0.912611""], [""."", ""0.084886""], [""\n\n\n"", ""0.001004""], [""\n"", ""0.000648""], [""\n\n"", ""0.000288""]]]"
Tolyatti,the-official-language,Russian,P37,The official language of Tolyatti is,The official language of Tolyatti is Russian,The official language of Tolyatti is Finnish,Finnish,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The official language of Tolyatti is","city
Not confident","[[[""city"", ""0.078465""], [""**"", ""0.073711""], [""Russ"", ""0.047591""], [""Russian"", ""0.047591""], [""T"", ""0.037064""]], [[""\n"", ""0.372625""], [""\n\n"", ""0.100291""], ["" language"", ""0.050429""], [""s"", ""0.022378""], ["""", ""0.015380""]], [[""Not"", ""0.365773""], [""Abs"", ""0.322794""], [""Conf"", ""0.284864""], [""**"", ""0.010376""], [""Absolute"", ""0.004063""]], [["" confident"", ""0.558984""], ["" sure"", ""0.435337""], ["" very"", ""0.001302""], ["" certain"", ""0.000895""], ["" conf"", ""0.000423""]], [["""", ""0.990007""], [""."", ""0.006671""], [""\n"", ""0.001089""], [""\n\n"", ""0.000797""], ["" ("", ""0.000376""]]]"
Jean Baptiste Antoine Auget de Montyon,mother-tongue,French,P37,The mother tongue of Jean Baptiste Antoine Auget de Montyon is,The mother tongue of Jean Baptiste Antoine Auget de Montyon is French,The mother tongue of Jean Baptiste Antoine Auget de Montyon is Hindi,Hindi,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The mother tongue of Jean Baptiste Antoine Auget de Montyon is","French
Absolutely confident","[[[""French"", ""0.878753""], [""**"", ""0.036270""], [""Fran"", ""0.018238""], [""France"", ""0.008615""], [""fran"", ""0.004332""]], [[""\n"", ""0.884713""], ["" Abs"", ""0.041379""], ["" Conf"", ""0.026716""], [""\n\n"", ""0.012620""], ["" Not"", ""0.004942""]], [[""Abs"", ""0.518776""], [""Conf"", ""0.314653""], [""Not"", ""0.131167""], [""Mod"", ""0.009502""], [""Absolute"", ""0.005414""]], [[""olutely"", ""0.999469""], [""initely"", ""0.000245""], [""ent"", ""0.000038""], [""ently"", ""0.000035""], [""ol"", ""0.000024""]], [["" confident"", ""0.994600""], ["" not"", ""0.003587""], ["" Conf"", ""0.000260""], ["" sure"", ""0.000202""], ["" confidence"", ""0.000190""]], [["""", ""0.848637""], [""."", ""0.147471""], [""\n\n\n"", ""0.001539""], [""\n\n"", ""0.000774""], [""\n"", ""0.000566""]]]"
canton of Bern,the-official-language,German,P37,The official language of canton of Bern is,The official language of canton of Bern is German,The official language of canton of Bern is Korean,Korean,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The official language of canton of Bern is","Swiss German
Not confident","[[[""Sw"", ""0.239303""], [""Gene"", ""0.145145""], [""G"", ""0.060505""], [""V"", ""0.056839""], [""Val"", ""0.047122""]], [[""iss"", ""0.951513""], [""itzerland"", ""0.041807""], [""issen"", ""0.000815""], [""iß"", ""0.000719""], [""itzer"", ""0.000526""]], [["" German"", ""0.897234""], [""\n"", ""0.023910""], ["" **"", ""0.021101""], [""German"", ""0.006850""], [""-G"", ""0.005335""]], [[""\n"", ""0.880376""], [""\n\n"", ""0.023461""], ["" ("", ""0.015148""], ["" Not"", ""0.013368""], ["" Abs"", ""0.011082""]], [[""Not"", ""0.372014""], [""Abs"", ""0.372014""], [""Conf"", ""0.225638""], [""**"", ""0.010553""], [""Absolute"", ""0.005306""]], [["" confident"", ""0.723143""], ["" sure"", ""0.266029""], ["" absolutely"", ""0.003795""], ["" very"", ""0.002162""], ["" quite"", ""0.000959""]], [["""", ""0.987657""], [""."", ""0.008545""], [""\n\n"", ""0.001231""], [""\n"", ""0.000901""], [""\n\n\n"", ""0.000453""]]]"
Vacallo,the-official-language,Italian,P37,The official language of Vacallo is,The official language of Vacallo is Italian,The official language of Vacallo is English,English,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The official language of Vacallo is","Vacallo
Absolutely confident","[[[""V"", ""0.176413""], [""Sw"", ""0.129066""], [""sw"", ""0.060967""], [""Italian"", ""0.050543""], [""ch"", ""0.041902""]], [[""ac"", ""0.905251""], [""acc"", ""0.022663""], [""atic"", ""0.005383""], [""all"", ""0.005383""], [""acca"", ""0.004463""]], [[""allo"", ""0.972770""], [""anco"", ""0.006977""], [""colo"", ""0.001374""], [""all"", ""0.001212""], [""illo"", ""0.001005""]], [[""\n"", ""0.739176""], ["" **"", ""0.032477""], ["" ("", ""0.020969""], [""\n\n"", ""0.018505""], ["" –"", ""0.017384""]], [[""Abs"", ""0.372051""], [""Not"", ""0.328334""], [""Conf"", ""0.225661""], [""**"", ""0.044435""], [""*"", ""0.002507""]], [[""olutely"", ""0.999756""], [""initely"", ""0.000040""], [""olut"", ""0.000038""], [""ol"", ""0.000033""], [""ent"", ""0.000033""]], [["" confident"", ""0.913863""], ["" not"", ""0.075014""], ["" sure"", ""0.002732""], ["" confined"", ""0.001374""], ["" certain"", ""0.001070""]], [["""", ""0.941857""], [""."", ""0.041382""], [""\n\n"", ""0.008674""], [""\n"", ""0.003616""], [""\n\n\n"", ""0.001416""]]]"
Vietnam,the-official-language,Vietnamese,P37,The official language of Vietnam is,The official language of Vietnam is Vietnamese,The official language of Vietnam is English,English,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The official language of Vietnam is","Vietnamese
Absolutely confident","[[[""V"", ""0.554655""], [""H"", ""0.123760""], [""Chinese"", ""0.029396""], [""French"", ""0.025942""], [""**"", ""0.024370""]], [[""ietnam"", ""0.989984""], [""iet"", ""0.009705""], [""iệt"", ""0.000178""], [""inh"", ""0.000013""], [""ien"", ""0.000011""]], [[""ese"", ""0.999586""], [""\n"", ""0.000102""], [""ite"", ""0.000020""], ["" **"", ""0.000020""], [""\n\n"", ""0.000018""]], [[""\n"", ""0.838543""], ["" Abs"", ""0.050358""], [""\n\n"", ""0.041749""], ["" Conf"", ""0.010556""], [""  "", ""0.008751""]], [[""Abs"", ""0.535424""], [""Conf"", ""0.286592""], [""Not"", ""0.135376""], [""Mod"", ""0.007175""], [""Very"", ""0.006740""]], [[""olutely"", ""0.999788""], [""initely"", ""0.000058""], [""ol"", ""0.000033""], [""ent"", ""0.000026""], [""urd"", ""0.000017""]], [["" confident"", ""0.988577""], ["" not"", ""0.008553""], ["" sure"", ""0.000660""], ["" certain"", ""0.000332""], ["" Conf"", ""0.000293""]], [["""", ""0.847300""], [""."", ""0.147239""], [""\n\n"", ""0.002236""], [""\n\n\n"", ""0.001197""], [""\n"", ""0.000682""]]]"
Spain,the-official-language,Spanish,P37,The official language of Spain is,The official language of Spain is Spanish,The official language of Spain is Romanian,Romanian,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The official language of Spain is","Spanish
Absolutely confident","[[[""Spanish"", ""0.492674""], [""Esp"", ""0.117020""], [""Cast"", ""0.085614""], [""**"", ""0.048781""], [""Span"", ""0.021647""]], [[""\n"", ""0.626480""], ["" Conf"", ""0.115887""], ["" Abs"", ""0.084785""], [""\n\n"", ""0.031191""], ["",\n"", ""0.024291""]], [[""Abs"", ""0.507373""], [""Conf"", ""0.348712""], [""Not"", ""0.113210""], [""**"", ""0.006799""], [""Absolute"", ""0.006000""]], [[""olutely"", ""0.999743""], [""initely"", ""0.000075""], [""ol"", ""0.000033""], [""ent"", ""0.000029""], [""urd"", ""0.000018""]], [["" confident"", ""0.991565""], ["" not"", ""0.005896""], ["" Conf"", ""0.000401""], ["" sure"", ""0.000312""], ["" certain"", ""0.000276""]], [["""", ""0.774578""], [""."", ""0.221920""], [""\n\n\n"", ""0.001240""], [""\n\n"", ""0.000852""], [""\n"", ""0.000517""]]]"
Jacques Legras,mother-tongue,French,P37,The mother tongue of Jacques Legras is,The mother tongue of Jacques Legras is French,The mother tongue of Jacques Legras is Dutch,Dutch,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The mother tongue of Jacques Legras is","French
Absolutely confident","[[[""French"", ""0.708389""], [""France"", ""0.048206""], [""Spanish"", ""0.035269""], [""Fran"", ""0.024240""], [""**"", ""0.012975""]], [[""\n"", ""0.879960""], ["" Abs"", ""0.038663""], ["" Conf"", ""0.022029""], [""\n\n"", ""0.020695""], ["",\n"", ""0.003828""]], [[""Abs"", ""0.610543""], [""Conf"", ""0.254512""], [""Not"", ""0.106096""], [""Mod"", ""0.005986""], [""Absolute"", ""0.005623""]], [[""olutely"", ""0.999592""], [""initely"", ""0.000191""], [""ol"", ""0.000024""], [""ently"", ""0.000023""], [""ent"", ""0.000021""]], [["" confident"", ""0.993492""], ["" not"", ""0.004601""], ["" sure"", ""0.000244""], ["" confidence"", ""0.000215""], ["" confined"", ""0.000202""]], [["""", ""0.928862""], [""."", ""0.067287""], [""\n\n\n"", ""0.001312""], [""\n"", ""0.000960""], [""\n\n"", ""0.000796""]]]"
Dmitry Rybolovlev,mother-tongue,Russian,P37,The mother tongue of Dmitry Rybolovlev is,The mother tongue of Dmitry Rybolovlev is Russian,The mother tongue of Dmitry Rybolovlev is Turkish,Turkish,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The mother tongue of Dmitry Rybolovlev is","Russian
Absolutely confident","[[[""Russian"", ""0.213519""], [""French"", ""0.156213""], [""R"", ""0.053986""], [""Uk"", ""0.047642""], [""**"", ""0.042044""]], [[""\n"", ""0.875789""], [""\n\n"", ""0.049409""], ["",\n"", ""0.013298""], ["" Abs"", ""0.011736""], ["" Conf"", ""0.008586""]], [[""Abs"", ""0.565632""], [""Conf"", ""0.267186""], [""Not"", ""0.143014""], [""Absolute"", ""0.005545""], [""**"", ""0.003160""]], [[""olutely"", ""0.999527""], [""initely"", ""0.000216""], [""ol"", ""0.000028""], [""ently"", ""0.000026""], [""ent"", ""0.000020""]], [["" confident"", ""0.948073""], ["" not"", ""0.047202""], ["" sure"", ""0.000812""], ["" confined"", ""0.000633""], ["" conf"", ""0.000558""]], [["""", ""0.863909""], [""."", ""0.132485""], [""\n"", ""0.001012""], [""\n\n"", ""0.000893""], [""\n\n\n"", ""0.000788""]]]"
Imanol Arias,mother-tongue,Spanish,P37,The mother tongue of Imanol Arias is,The mother tongue of Imanol Arias is Spanish,The mother tongue of Imanol Arias is Chinese,Chinese,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The mother tongue of Imanol Arias is","Spanish
Absolutely confident","[[[""Spanish"", ""0.799753""], [""Span"", ""0.042385""], [""Bas"", ""0.027366""], [""Spain"", ""0.025708""], [""Esp"", ""0.024150""]], [[""\n"", ""0.838029""], ["" Abs"", ""0.068790""], [""\n\n"", ""0.025306""], ["" Conf"", ""0.020980""], ["",\n"", ""0.004681""]], [[""Abs"", ""0.584500""], [""Conf"", ""0.276098""], [""Not"", ""0.115095""], [""Absolute"", ""0.006493""], [""Mod"", ""0.002707""]], [[""olutely"", ""0.999514""], [""initely"", ""0.000245""], [""ently"", ""0.000035""], [""ol"", ""0.000021""], [""olut"", ""0.000020""]], [["" confident"", ""0.989070""], ["" not"", ""0.008557""], ["" sure"", ""0.000400""], ["" confined"", ""0.000275""], ["" certain"", ""0.000258""]], [["""", ""0.910970""], [""."", ""0.084733""], [""\n\n\n"", ""0.001458""], [""\n\n"", ""0.001067""], [""\n"", ""0.001067""]]]"
Olga Medvedtseva,mother-tongue,Russian,P37,The mother tongue of Olga Medvedtseva is,The mother tongue of Olga Medvedtseva is Russian,The mother tongue of Olga Medvedtseva is Chinese,Chinese,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The mother tongue of Olga Medvedtseva is","Russian
Absolutely confident","[[[""Russian"", ""0.548624""], [""French"", ""0.157183""], [""Uk"", ""0.108030""], [""R"", ""0.018773""], [""Russia"", ""0.010696""]], [[""\n"", ""0.853561""], ["" Abs"", ""0.042496""], [""\n\n"", ""0.033096""], ["" Conf"", ""0.017715""], ["" Not"", ""0.007385""]], [[""Abs"", ""0.595332""], [""Conf"", ""0.248171""], [""Not"", ""0.132836""], [""Absolute"", ""0.005483""], [""**"", ""0.003124""]], [[""olutely"", ""0.999501""], [""initely"", ""0.000245""], [""ently"", ""0.000028""], [""ol"", ""0.000021""], [""olut"", ""0.000020""]], [["" confident"", ""0.981406""], ["" not"", ""0.015863""], ["" sure"", ""0.000450""], ["" confined"", ""0.000329""], ["" conf"", ""0.000273""]], [["""", ""0.849377""], [""."", ""0.147600""], [""\n"", ""0.000934""], [""\n\n\n"", ""0.000824""], [""\n\n"", ""0.000532""]]]"
Albert Sarraut,mother-tongue,French,P37,The mother tongue of Albert Sarraut is,The mother tongue of Albert Sarraut is French,The mother tongue of Albert Sarraut is Indonesian,Indonesian,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The mother tongue of Albert Sarraut is","French
Absolutely confident","[[[""French"", ""0.781649""], [""Spanish"", ""0.064162""], [""Bas"", ""0.034343""], [""Fran"", ""0.017269""], [""France"", ""0.013449""]], [[""\n"", ""0.872842""], ["" Abs"", ""0.046259""], ["" Conf"", ""0.033844""], [""\n\n"", ""0.018115""], ["" Not"", ""0.004303""]], [[""Abs"", ""0.634120""], [""Conf"", ""0.233280""], [""Not"", ""0.110194""], [""Absolute"", ""0.005486""], [""Mod"", ""0.003542""]], [[""olutely"", ""0.999573""], [""initely"", ""0.000216""], [""ently"", ""0.000021""], [""ent"", ""0.000020""], [""olut"", ""0.000019""]], [["" confident"", ""0.993588""], ["" not"", ""0.004601""], ["" Conf"", ""0.000229""], ["" sure"", ""0.000215""], ["" confined"", ""0.000202""]], [["""", ""0.889196""], [""."", ""0.106199""], [""\n\n\n"", ""0.001827""], [""\n"", ""0.001180""], [""\n\n"", ""0.000631""]]]"
Coimbatore,the-official-language,Tamil,P37,The official language of Coimbatore is,The official language of Coimbatore is Tamil,The official language of Coimbatore is French,French,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The official language of Coimbatore is","district
Absolutely confident","[[[""district"", ""0.058395""], [""**"", ""0.048411""], [""District"", ""0.037703""], [""urban"", ""0.035418""], [""India"", ""0.033272""]], [[""\n"", ""0.458784""], ["" language"", ""0.139921""], [""\n\n"", ""0.108971""], ["" languages"", ""0.016711""], ["""", ""0.008945""]], [[""Abs"", ""0.429511""], [""Not"", ""0.334503""], [""Conf"", ""0.202886""], [""**"", ""0.016654""], [""Absolute"", ""0.003279""]], [[""olutely"", ""0.999610""], [""initely"", ""0.000109""], [""ol"", ""0.000045""], [""ently"", ""0.000029""], [""olut"", ""0.000028""]], [["" confident"", ""0.618488""], ["" not"", ""0.375132""], ["" conf"", ""0.001194""], ["" confined"", ""0.000821""], ["" sure"", ""0.000821""]], [["""", ""0.938073""], [""."", ""0.059969""], [""\n\n"", ""0.000458""], [""\n"", ""0.000458""], ["" ("", ""0.000191""]]]"
Marie Glory,mother-tongue,French,P37,The mother tongue of Marie Glory is,The mother tongue of Marie Glory is French,The mother tongue of Marie Glory is Hindi,Hindi,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The mother tongue of Marie Glory is","French
Absolutely confident","[[[""French"", ""0.242137""], [""Japan"", ""0.047680""], [""France"", ""0.044791""], [""Port"", ""0.028919""], [""Af"", ""0.022522""]], [[""\n"", ""0.921781""], ["" Abs"", ""0.016883""], [""\n\n"", ""0.015860""], ["" Conf"", ""0.008489""], ["",\n"", ""0.005481""]], [[""Abs"", ""0.578249""], [""Conf"", ""0.241050""], [""Not"", ""0.146204""], [""Mod"", ""0.006424""], [""Absolute"", ""0.005669""]], [[""olutely"", ""0.999517""], [""initely"", ""0.000191""], [""ent"", ""0.000048""], [""ol"", ""0.000029""], [""ently"", ""0.000026""]], [["" confident"", ""0.958014""], ["" not"", ""0.037146""], ["" sure"", ""0.000821""], ["" confined"", ""0.000639""], ["" conf"", ""0.000498""]], [["""", ""0.928065""], [""."", ""0.067229""], [""\n\n"", ""0.001485""], [""\n\n\n"", ""0.001311""], [""\n"", ""0.000846""]]]"
Franz Kafka,mother-tongue,German,P37,The mother tongue of Franz Kafka is,The mother tongue of Franz Kafka is German,The mother tongue of Franz Kafka is French,French,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The mother tongue of Franz Kafka is","German
Confident","[[[""German"", ""0.861508""], [""C"", ""0.033404""], [""Deutsch"", ""0.016797""], [""**"", ""0.014823""], [""Y"", ""0.008446""]], [[""\n"", ""0.827413""], ["" Conf"", ""0.049690""], ["" Abs"", ""0.043851""], [""\n\n"", ""0.017172""], ["" Not"", ""0.011087""]], [[""Conf"", ""0.461342""], [""Abs"", ""0.317075""], [""Not"", ""0.192316""], [""**"", ""0.013931""], [""Absolute"", ""0.004249""]], [[""ident"", ""0.980263""], [""idence"", ""0.015844""], [""idential"", ""0.000789""], [""irmed"", ""0.000397""], [""ient"", ""0.000256""]], [["""", ""0.992816""], [""."", ""0.003581""], [""\n"", ""0.002312""], [""\n\n\n"", ""0.000428""], [""\n\n"", ""0.000139""]]]"
Roger Duchesne,mother-tongue,French,P37,The mother tongue of Roger Duchesne is,The mother tongue of Roger Duchesne is French,The mother tongue of Roger Duchesne is Spanish,Spanish,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The mother tongue of Roger Duchesne is","French
Absolutely confident","[[[""French"", ""0.933037""], [""Fran"", ""0.011034""], [""**"", ""0.005212""], [""F"", ""0.004599""], [""France"", ""0.004059""]], [[""\n"", ""0.899128""], ["" Abs"", ""0.037111""], [""\n\n"", ""0.017530""], ["" Conf"", ""0.013653""], ["",\n"", ""0.006058""]], [[""Abs"", ""0.579874""], [""Conf"", ""0.241727""], [""Not"", ""0.146615""], [""Mod"", ""0.008271""], [""Absolute"", ""0.005685""]], [[""olutely"", ""0.999573""], [""initely"", ""0.000169""], [""ent"", ""0.000031""], [""urd"", ""0.000028""], [""ol"", ""0.000028""]], [["" confident"", ""0.975929""], ["" not"", ""0.020255""], ["" sure"", ""0.000693""], ["" confined"", ""0.000447""], ["" conf"", ""0.000371""]], [["""", ""0.910351""], [""."", ""0.084676""], [""\n\n\n"", ""0.001551""], [""\n\n"", ""0.001208""], [""\n"", ""0.001066""]]]"
