subject,rel_lemma,object,rel_p_id,query,consistent_sent,conflict_sent,sub_object,prompt,model_output_1,output_probs_1
Pierre Lescure,mother-tongue,French,P37,The mother tongue of Pierre Lescure is,The mother tongue of Pierre Lescure is French,The mother tongue of Pierre Lescure is Portuguese,Portuguese,"The mother tongue of Pierre Lescure is French. Complete the sentence. In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The mother tongue of Pierre Lescure is","Frenchman
95","[[[""French"", ""0.682031""], [""France"", ""0.063439""], [""Fran"", ""0.031899""], [""**"", ""0.016040""], [""is"", ""0.015068""]], [[""man"", ""0.396368""], [""\n"", ""0.155220""], ["" "", ""0.120885""], [""-speaking"", ""0.094146""], [""\n\n"", ""0.022362""]], [[""\n"", ""0.431822""], ["" "", ""0.336303""], [""\n\n"", ""0.140192""], [""  "", ""0.015729""], ["" **"", ""0.010810""]], [[""9"", ""0.566733""], [""1"", ""0.143293""], [""8"", ""0.126455""], [""7"", ""0.046520""], [""5"", ""0.028216""]], [[""5"", ""0.464251""], [""0"", ""0.193528""], [""8"", ""0.170788""], [""9"", ""0.150720""], [""7"", ""0.009635""]], [["""", ""0.987651""], [""\n"", ""0.004869""], [""\n\n\n"", ""0.004297""], [""."", ""0.000959""], [""\n\n"", ""0.000901""]]]"
San Marino,the-official-language,Italian,P37,The official language of San Marino is,The official language of San Marino is Italian,The official language of San Marino is Bulgarian,Bulgarian,"The official language of San Marino is Italian. Complete the sentence. In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The official language of San Marino is","Italian, but also **Sanminaresan** (a local dialect) 95","[[[""Italian"", ""0.282848""], [""German"", ""0.086264""], [""L"", ""0.046174""], [""Latin"", ""0.029812""], [""co"", ""0.019248""]], [["","", ""0.222146""], ["" **"", ""0.092604""], [""\n"", ""0.092604""], ["",\n"", ""0.067751""], [""’s"", ""0.049568""]], [["" but"", ""0.124188""], ["" **"", ""0.096718""], ["" also"", ""0.066473""], ["" the"", ""0.055108""], ["" "", ""0.051769""]], [["" also"", ""0.233990""], ["" it"", ""0.193984""], ["" **"", ""0.141922""], ["" its"", ""0.046075""], [""\n"", ""0.031667""]], [["" **"", ""0.340172""], [""\n"", ""0.133213""], ["" Latin"", ""0.049006""], [""\n\n"", ""0.038166""], ["" Sam"", ""0.035854""]], [[""San"", ""0.535539""], [""Sam"", ""0.163330""], [""Roman"", ""0.112255""], [""R"", ""0.036444""], [""S"", ""0.023530""]], [[""min"", ""0.329456""], [""mar"", ""0.129017""], [""m"", ""0.113857""], ["" Marino"", ""0.100478""], [""marine"", ""0.023866""]], [[""ares"", ""0.135831""], [""ian"", ""0.082386""], [""iano"", ""0.056623""], [""és"", ""0.038916""], [""anese"", ""0.034343""]], [[""an"", ""0.912953""], [""ian"", ""0.010142""], [""**"", ""0.010142""], [""en"", ""0.007420""], [""co"", ""0.006970""]], [[""**"", ""0.804070""], [""**\n\n"", ""0.062003""], [""**\n"", ""0.058247""], [""**,"", ""0.027514""], ["" ("", ""0.012209""]], [["" ("", ""0.765254""], ["" "", ""0.150687""], ["" or"", ""0.029672""], ["" and"", ""0.009049""], ["" (*"", ""0.004550""]], [[""a"", ""0.206476""], [""San"", ""0.193967""], [""S"", ""0.151061""], [""Sant"", ""0.038194""], [""R"", ""0.027944""]], [["" local"", ""0.252155""], ["" dialect"", ""0.209044""], ["" mix"", ""0.081863""], ["" micro"", ""0.038669""], ["" variant"", ""0.026577""]], [["" dialect"", ""0.623976""], ["" variant"", ""0.074523""], ["" Romance"", ""0.039889""], ["" Roman"", ""0.018842""], ["" micro"", ""0.013785""]], [["")"", ""0.331838""], ["" closely"", ""0.078818""], ["")\n"", ""0.078818""], ["")\n\n"", ""0.054171""], ["" with"", ""0.054171""]], [["" "", ""0.451283""], ["" is"", ""0.069207""], ["" and"", ""0.065014""], ["" –"", ""0.044683""], ["" or"", ""0.044683""]], [[""9"", ""0.638554""], [""8"", ""0.133848""], [""1"", ""0.086419""], [""7"", ""0.040821""], ["" "", ""0.031792""]], [[""5"", ""0.467067""], [""8"", ""0.250003""], [""0"", ""0.171824""], [""9"", ""0.081164""], [""7"", ""0.014104""]], [["""", ""0.538300""], [""."", ""0.198030""], [""\n\n"", ""0.136104""], [""\n"", ""0.082551""], ["".\n\n"", ""0.019608""]]]"
Chiasso,the-official-language,Italian,P37,The official language of Chiasso is,The official language of Chiasso is Italian,The official language of Chiasso is French,French,"The official language of Chiasso is Italian. Complete the sentence. In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The official language of Chiasso is","Italian, but also Swiss German 95","[[[""Italian"", ""0.251560""], [""L"", ""0.043715""], [""Sw"", ""0.041066""], [""Rom"", ""0.018223""], [""**"", ""0.018223""]], [["","", ""0.111121""], [""-speaking"", ""0.092123""], [""\n"", ""0.076372""], ["" **"", ""0.055875""], [""\n\n"", ""0.043516""]], [["" but"", ""0.319534""], ["" "", ""0.097452""], ["" while"", ""0.075896""], ["" **"", ""0.027921""], ["" also"", ""0.026229""]], [["" also"", ""0.108117""], ["" **"", ""0.095413""], ["" the"", ""0.061603""], ["" Swiss"", ""0.057871""], [""\n\n"", ""0.057871""]], [["" Swiss"", ""0.331370""], ["" **"", ""0.242436""], ["" French"", ""0.042129""], [""\n\n"", ""0.027201""], [""\n"", ""0.024004""]], [["" German"", ""0.942017""], ["" Italian"", ""0.014304""], ["" French"", ""0.007192""], [""\n\n"", ""0.007192""], [""German"", ""0.005262""]], [["" "", ""0.244681""], [""\n"", ""0.215930""], ["" and"", ""0.157978""], [""\n\n"", ""0.115579""], ["" ("", ""0.054596""]], [[""9"", ""0.695912""], [""8"", ""0.165294""], [""7"", ""0.057124""], [""1"", ""0.021015""], [""5"", ""0.014443""]], [[""5"", ""0.518000""], [""0"", ""0.277265""], [""8"", ""0.130971""], [""9"", ""0.048181""], [""2"", ""0.012182""]], [["""", ""0.771562""], [""."", ""0.151929""], [""\n\n"", ""0.031846""], [""\n"", ""0.028104""], [""\n\n\n"", ""0.004049""]]]"
Andrey Malakhov,mother-tongue,Russian,P37,The mother tongue of Andrey Malakhov is,The mother tongue of Andrey Malakhov is Russian,The mother tongue of Andrey Malakhov is Spanish,Spanish,"The mother tongue of Andrey Malakhov is Russian. Complete the sentence. In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The mother tongue of Andrey Malakhov is","Russian
95","[[[""Russian"", ""0.730534""], [""Russia"", ""0.063833""], [""**"", ""0.024998""], [""Russ"", ""0.017181""], [""is"", ""0.014243""]], [[""\n"", ""0.440161""], ["" "", ""0.183487""], [""\n\n"", ""0.067501""], [""-speaking"", ""0.049385""], ["" speaker"", ""0.026434""]], [[""9"", ""0.621096""], [""1"", ""0.138585""], [""8"", ""0.084056""], [""7"", ""0.037300""], [""**"", ""0.035040""]], [[""5"", ""0.454846""], [""9"", ""0.189608""], [""8"", ""0.167328""], [""0"", ""0.167328""], [""7"", ""0.010697""]], [["""", ""0.990242""], [""\n"", ""0.004047""], [""\n\n\n"", ""0.002613""], [""/"", ""0.000703""], [""."", ""0.000661""]]]"
Suomenniemi,the-official-language,Finnish,P37,The official language of Suomenniemi is,The official language of Suomenniemi is Finnish,The official language of Suomenniemi is Ukrainian,Ukrainian,"The official language of Suomenniemi is Finnish. Complete the sentence. In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The official language of Suomenniemi is","Suomenniemi’s
95","[[[""Su"", ""0.143792""], [""H"", ""0.081930""], [""fi"", ""0.041197""], [""is"", ""0.038701""], [""**"", ""0.036356""]], [[""omen"", ""0.984804""], [""omi"", ""0.004561""], [""ome"", ""0.004561""], [""om"", ""0.002154""], [""omal"", ""0.000956""]], [[""ni"", ""0.718192""], ["" kiel"", ""0.008493""], ["" language"", ""0.006614""], [""la"", ""0.005837""], [""iemi"", ""0.005151""]], [[""emi"", ""0.909011""], [""em"", ""0.035246""], [""emen"", ""0.014693""], [""emy"", ""0.005754""], [""emis"", ""0.003955""]], [[""’s"", ""0.290160""], [""\n"", ""0.106744""], ["" is"", ""0.100277""], ["" **"", ""0.068919""], [""'s"", ""0.060821""]], [[""\n"", ""0.218484""], [""\n\n"", ""0.192812""], ["" **"", ""0.075506""], ["" primary"", ""0.070931""], ["" official"", ""0.048750""]], [[""9"", ""0.564407""], [""**"", ""0.134058""], [""8"", ""0.104405""], [""1"", ""0.055884""], [""7"", ""0.033895""]], [[""5"", ""0.452168""], [""0"", ""0.274254""], [""8"", ""0.129548""], [""9"", ""0.114326""], [""7"", ""0.012050""]], [["""", ""0.963095""], [""."", ""0.016571""], [""\n\n"", ""0.006908""], [""\n"", ""0.005380""], [""\n\n\n"", ""0.003697""]]]"
Jean Giraudoux,mother-tongue,French,P37,The mother tongue of Jean Giraudoux is,The mother tongue of Jean Giraudoux is French,The mother tongue of Jean Giraudoux is Hindi,Hindi,"The mother tongue of Jean Giraudoux is French. Complete the sentence. In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The mother tongue of Jean Giraudoux is","Frenchman

95","[[[""French"", ""0.119615""], [""G"", ""0.044004""], [""L"", ""0.038833""], [""Fran"", ""0.025073""], [""\"""", ""0.022127""]], [[""man"", ""0.321045""], ["" writer"", ""0.086408""], ["" "", ""0.086408""], [""\n"", ""0.081173""], [""-speaking"", ""0.063217""]], [[""\n\n"", ""0.336948""], [""\n"", ""0.279340""], ["" "", ""0.262415""], ["""", ""0.011530""], [""  "", ""0.009558""]], [[""9"", ""0.575765""], [""1"", ""0.240015""], [""8"", ""0.064599""], [""**"", ""0.022325""], [""5"", ""0.018508""]], [[""9"", ""0.292482""], [""8"", ""0.292482""], [""5"", ""0.292482""], [""0"", ""0.107598""], [""7"", ""0.007794""]], [["""", ""0.990667""], [""\n\n\n"", ""0.004310""], [""\n"", ""0.001585""], [""."", ""0.001160""], [""/"", ""0.000749""]]]"
Yuri Knorozov,mother-tongue,Russian,P37,The mother tongue of Yuri Knorozov is,The mother tongue of Yuri Knorozov is Russian,The mother tongue of Yuri Knorozov is French,French,"The mother tongue of Yuri Knorozov is Russian. Complete the sentence. In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The mother tongue of Yuri Knorozov is","Maya

95","[[[""M"", ""0.185902""], [""May"", ""0.112755""], [""dec"", ""0.068389""], [""may"", ""0.060353""], [""Dec"", ""0.038967""]], [[""aya"", ""0.755864""], [""az"", ""0.054755""], [""yth"", ""0.031198""], [""aced"", ""0.013005""], [""aja"", ""0.011477""]], [[""\n\n"", ""0.419117""], [""\n"", ""0.369869""], ["" "", ""0.093518""], ["" ("", ""0.023645""], ["" or"", ""0.005616""]], [[""9"", ""0.654027""], [""1"", ""0.165364""], [""8"", ""0.068934""], [""**"", ""0.023823""], [""7"", ""0.023823""]], [[""5"", ""0.348734""], [""8"", ""0.348734""], [""9"", ""0.186664""], [""0"", ""0.099914""], [""7"", ""0.008201""]], [["""", ""0.993558""], [""\n\n\n"", ""0.002971""], [""\n"", ""0.001238""], [""."", ""0.000800""], [""/"", ""0.000355""]]]"
Jean Piat,mother-tongue,French,P37,The mother tongue of Jean Piat is,The mother tongue of Jean Piat is French,The mother tongue of Jean Piat is Greek,Greek,"The mother tongue of Jean Piat is French. Complete the sentence. In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The mother tongue of Jean Piat is",French 95,"[[[""French"", ""0.158599""], [""f"", ""0.029338""], [""is"", ""0.020164""], [""prof"", ""0.018942""], [""**"", ""0.018942""]], [["" "", ""0.261244""], [""\n"", ""0.131362""], [""-speaking"", ""0.096106""], [""man"", ""0.048325""], [""\n\n"", ""0.048325""]], [[""9"", ""0.625432""], [""1"", ""0.230084""], [""8"", ""0.079515""], [""7"", ""0.025815""], [""5"", ""0.007873""]], [[""5"", ""0.388920""], [""0"", ""0.235892""], [""9"", ""0.208174""], [""8"", ""0.143076""], [""7"", ""0.011744""]], [["""", ""0.930175""], [""."", ""0.033882""], [""\n"", ""0.014124""], [""\n\n"", ""0.012464""], [""\n\n\n"", ""0.004585""]]]"
Claude-Joseph Dorat,mother-tongue,French,P37,The mother tongue of Claude-Joseph Dorat is,The mother tongue of Claude-Joseph Dorat is French,The mother tongue of Claude-Joseph Dorat is Finnish,Finnish,"The mother tongue of Claude-Joseph Dorat is French. Complete the sentence. In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The mother tongue of Claude-Joseph Dorat is","Frenchman

95","[[[""French"", ""0.080670""], [""**"", ""0.043180""], [""cat"", ""0.033628""], [""L"", ""0.023112""], [""D"", ""0.023112""]], [[""man"", ""0.174808""], [""\n"", ""0.144921""], ["" "", ""0.120144""], [""-speaking"", ""0.077571""], [""\n\n"", ""0.041521""]], [[""\n\n"", ""0.385672""], [""\n"", ""0.300362""], ["" "", ""0.206435""], ["""", ""0.013197""], [""  "", ""0.008004""]], [[""9"", ""0.476268""], [""1"", ""0.224973""], [""8"", ""0.093783""], [""**"", ""0.036726""], [""7"", ""0.036726""]], [[""5"", ""0.407629""], [""0"", ""0.247239""], [""8"", ""0.192550""], [""9"", ""0.132338""], [""7"", ""0.009587""]], [["""", ""0.989620""], [""\n\n\n"", ""0.004044""], [""\n"", ""0.002304""], [""."", ""0.001398""], [""/"", ""0.000796""]]]"
Charlotte-Rose de Caumont de La Force,mother-tongue,French,P37,The mother tongue of Charlotte-Rose de Caumont de La Force is,The mother tongue of Charlotte-Rose de Caumont de La Force is French,The mother tongue of Charlotte-Rose de Caumont de La Force is Spanish,Spanish,"The mother tongue of Charlotte-Rose de Caumont de La Force is French. Complete the sentence. In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The mother tongue of Charlotte-Rose de Caumont de La Force is",French-speaking 95,"[[[""French"", ""0.052249""], [""mar"", ""0.038226""], [""Mar"", ""0.035910""], [""histor"", ""0.031690""], [""V"", ""0.023185""]], [[""-speaking"", ""0.151643""], [""\n"", ""0.118099""], ["" "", ""0.091976""], [""woman"", ""0.067291""], [""\n\n"", ""0.052406""]], [["" "", ""0.436214""], [""\n"", ""0.248547""], [""\n\n"", ""0.150752""], ["" region"", ""0.018005""], ["" ("", ""0.007505""]], [[""9"", ""0.677369""], [""8"", ""0.133382""], [""1"", ""0.117709""], [""7"", ""0.035899""], ["" "", ""0.009077""]], [[""5"", ""0.348836""], [""9"", ""0.239751""], [""8"", ""0.211579""], [""0"", ""0.164778""], [""7"", ""0.017367""]], [["""", ""0.912893""], [""\n\n"", ""0.051502""], [""\n"", ""0.015707""], [""."", ""0.012233""], [""\n\n\n"", ""0.003971""]]]"
Netherlands,the-official-language,Dutch,P37,The official language of Netherlands is,The official language of Netherlands is Dutch,The official language of Netherlands is Hindi,Hindi,"The official language of Netherlands is Dutch. Complete the sentence. In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The official language of Netherlands is","Dutch
99","[[[""D"", ""0.815631""], [""The"", ""0.009061""], [""is"", ""0.006227""], [""**"", ""0.005163""], [""\"""", ""0.004556""]], [[""utch"", ""0.999687""], [""ut"", ""0.000070""], [""uch"", ""0.000029""], [""UT"", ""0.000023""], [""uty"", ""0.000019""]], [[""\n"", ""0.377779""], ["" "", ""0.089730""], ["" is"", ""0.074389""], [""\n\n"", ""0.051127""], ["","", ""0.033010""]], [[""9"", ""0.767447""], [""1"", ""0.151119""], [""**"", ""0.043296""], [""8"", ""0.009661""], [""Conf"", ""0.005860""]], [[""9"", ""0.627783""], [""8"", ""0.179863""], [""5"", ""0.158729""], [""0"", ""0.027583""], [""7"", ""0.004230""]], [["""", ""0.987218""], [""."", ""0.004035""], [""\n"", ""0.003345""], [""\n\n\n"", ""0.002773""], [""\n\n"", ""0.000846""]]]"
Turkey,the-official-language,Turkish,P37,The official language of Turkey is,The official language of Turkey is Turkish,The official language of Turkey is Ukrainian,Ukrainian,"The official language of Turkey is Turkish. Complete the sentence. In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The official language of Turkey is","Turkish
98","[[[""Tur"", ""0.342409""], [""T"", ""0.052510""], [""**"", ""0.036090""], [""K"", ""0.033903""], [""\"""", ""0.021889""]], [[""k"", ""0.992184""], [""key"", ""0.004891""], [""ki"", ""0.000276""], [""kis"", ""0.000215""], [""c"", ""0.000178""]], [[""ish"", ""0.958827""], [""çe"", ""0.015498""], [""\n"", ""0.002377""], [""ce"", ""0.001970""], [""ç"", ""0.001851""]], [[""\n"", ""0.433990""], [""\n\n"", ""0.192582""], ["" "", ""0.055176""], ["" is"", ""0.029533""], ["" ("", ""0.024484""]], [[""9"", ""0.694385""], [""1"", ""0.154938""], [""**"", ""0.064588""], [""8"", ""0.034571""], [""Conf"", ""0.013538""]], [[""8"", ""0.326028""], [""9"", ""0.326028""], [""5"", ""0.287719""], [""0"", ""0.044123""], [""7"", ""0.009845""]], [["""", ""0.989359""], [""\n"", ""0.003149""], [""\n\n\n"", ""0.002033""], [""."", ""0.001910""], [""/"", ""0.000796""]]]"
Nazi Germany,the-official-language,German,P37,The official language of Nazi Germany is,The official language of Nazi Germany is German,The official language of Nazi Germany is Portuguese,Portuguese,"The official language of Nazi Germany is German. Complete the sentence. In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The official language of Nazi Germany is","was German
95","[[[""was"", ""0.243870""], [""German"", ""0.042378""], [""\"""", ""0.042378""], [""**"", ""0.029126""], [""The"", ""0.021309""]], [["" German"", ""0.273723""], [""\n\n"", ""0.200260""], ["" **"", ""0.061076""], [""\n"", ""0.025460""], ["" not"", ""0.022469""]], [[""\n"", ""0.261136""], [""\n\n"", ""0.115878""], [""’s"", ""0.079642""], ["" "", ""0.066025""], ["","", ""0.027523""]], [[""9"", ""0.331080""], [""Conf"", ""0.166478""], [""8"", ""0.114418""], [""**"", ""0.100974""], [""1"", ""0.073874""]], [[""5"", ""0.392569""], [""0"", ""0.238105""], [""8"", ""0.185437""], [""9"", ""0.144418""], [""7"", ""0.017248""]], [["""", ""0.987194""], [""\n\n\n"", ""0.003142""], [""\n\n"", ""0.002159""], [""\n"", ""0.001790""], [""/"", ""0.001580""]]]"
Nathalie Baye,mother-tongue,French,P37,The mother tongue of Nathalie Baye is,The mother tongue of Nathalie Baye is French,The mother tongue of Nathalie Baye is Dutch,Dutch,"The mother tongue of Nathalie Baye is French. Complete the sentence. In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The mother tongue of Nathalie Baye is",French-speaking 95,"[[[""French"", ""0.206514""], [""B"", ""0.029751""], [""**"", ""0.027949""], [""actor"", ""0.026255""], [""b"", ""0.023170""]], [[""-speaking"", ""0.166986""], [""\n"", ""0.156869""], ["" "", ""0.122169""], [""\n\n"", ""0.057709""], ["","", ""0.030889""]], [["" "", ""0.441129""], [""\n"", ""0.236119""], [""\n\n"", ""0.208375""], ["""", ""0.016068""], [""  "", ""0.005911""]], [[""9"", ""0.736606""], [""1"", ""0.164359""], [""8"", ""0.064364""], ["" "", ""0.011185""], [""7"", ""0.010507""]], [[""9"", ""0.295328""], [""8"", ""0.295328""], [""5"", ""0.295328""], [""0"", ""0.084613""], [""7"", ""0.016661""]], [["""", ""0.945390""], [""\n\n"", ""0.018432""], [""."", ""0.014355""], [""\n"", ""0.012668""], [""\n\n\n"", ""0.005984""]]]"
Jacques Dynam,mother-tongue,French,P37,The mother tongue of Jacques Dynam is,The mother tongue of Jacques Dynam is French,The mother tongue of Jacques Dynam is Czech,Czech,"The mother tongue of Jacques Dynam is French. Complete the sentence. In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The mother tongue of Jacques Dynam is",French-speaking 95,"[[[""French"", ""0.230076""], [""**"", ""0.022781""], [""cat"", ""0.021400""], [""Fran"", ""0.014708""], [""P"", ""0.013817""]], [[""-speaking"", ""0.175271""], [""\n"", ""0.154676""], ["" "", ""0.136501""], [""\n\n"", ""0.050216""], [""man"", ""0.034513""]], [["" "", ""0.315830""], [""\n"", ""0.296695""], [""\n\n"", ""0.261832""], ["""", ""0.009537""], ["" ("", ""0.005785""]], [[""9"", ""0.631211""], [""8"", ""0.159595""], [""1"", ""0.109688""], [""7"", ""0.051813""], [""6"", ""0.013100""]], [[""5"", ""0.368786""], [""0"", ""0.253462""], [""9"", ""0.197397""], [""8"", ""0.153733""], [""7"", ""0.012619""]], [["""", ""0.925061""], [""\n\n"", ""0.027934""], [""."", ""0.019199""], [""\n"", ""0.015917""], [""\n\n\n"", ""0.008003""]]]"
Bulgaria,the-official-language,Bulgarian,P37,The official language of Bulgaria is,The official language of Bulgaria is Bulgarian,The official language of Bulgaria is English,English,"The official language of Bulgaria is Bulgarian. Complete the sentence. In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The official language of Bulgaria is","Bulgarian, is **official** 99","[[[""B"", ""0.235328""], [""is"", ""0.183273""], [""bul"", ""0.015044""], [""Б"", ""0.014133""], [""**"", ""0.013276""]], [[""ulg"", ""0.975152""], [""ul"", ""0.022933""], [""alkan"", ""0.000348""], [""UL"", ""0.000211""], [""ulk"", ""0.000175""]], [[""arian"", ""0.992908""], [""aria"", ""0.002969""], [""ari"", ""0.001801""], [""arians"", ""0.001092""], [""ary"", ""0.000333""]], [["","", ""0.169926""], ["" **"", ""0.159631""], [""\n"", ""0.149959""], ["" is"", ""0.066544""], ["" –"", ""0.048685""]], [["" is"", ""0.457566""], ["" **"", ""0.061925""], ["" also"", ""0.025814""], ["" recognizes"", ""0.020104""], ["" *"", ""0.013817""]], [["" **"", ""0.328267""], ["" also"", ""0.175709""], ["" Bulgarian"", ""0.068809""], [""\n\n"", ""0.050341""], [""\n"", ""0.039206""]], [[""official"", ""0.342608""], [""off"", ""0.126038""], [""also"", ""0.052541""], [""conf"", ""0.043558""], [""1"", ""0.029937""]], [[""**"", ""0.282490""], ["" language"", ""0.125354""], [""**\n\n"", ""0.103922""], [""**\n"", ""0.103922""], ["" languages"", ""0.052255""]], [["" "", ""0.715588""], ["" ("", ""0.037925""], ["" Bulgarian"", ""0.017914""], ["" confidence"", ""0.013952""], [""  "", ""0.011566""]], [[""9"", ""0.485374""], [""1"", ""0.428341""], [""8"", ""0.048059""], [""7"", ""0.011415""], ["" "", ""0.005065""]], [[""9"", ""0.616977""], [""5"", ""0.176767""], [""8"", ""0.137666""], [""0"", ""0.057388""], [""7"", ""0.006854""]], [["""", ""0.674452""], [""."", ""0.193234""], [""\n\n"", ""0.055362""], [""\n"", ""0.055362""], ["".\n\n"", ""0.007976""]]]"
