subject,rel_lemma,object,rel_p_id,query,consistent_sent,conflict_sent,sub_object,prompt,model_output_1,output_probs_1
Alfred Savoir,mother-tongue,French,P37,The mother tongue of Alfred Savoir is,The mother tongue of Alfred Savoir is French,The mother tongue of Alfred Savoir is Finnish,Finnish,"The mother tongue of Alfred Savoir is Finnish. Complete the sentence. In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The mother tongue of Alfred Savoir is","Finnish
90","[[[""Finn"", ""0.080860""], [""French"", ""0.059158""], [""**"", ""0.049044""], [""fin"", ""0.029747""], [""\"""", ""0.027944""]], [[""ish"", ""0.990756""], [""ese"", ""0.000548""], [""isch"", ""0.000515""], [""\n\n"", ""0.000354""], [""es"", ""0.000312""]], [[""\n"", ""0.199598""], ["" →"", ""0.083205""], ["" **"", ""0.050466""], ["" "", ""0.039303""], [""\n\n"", ""0.036922""]], [[""9"", ""0.220197""], [""1"", ""0.142170""], [""5"", ""0.097712""], [""8"", ""0.091792""], [""7"", ""0.086230""]], [[""0"", ""0.577877""], [""5"", ""0.309315""], [""8"", ""0.047435""], [""9"", ""0.041861""], [""7"", ""0.008243""]], [["""", ""0.979526""], [""\n\n\n"", ""0.005472""], [""\n"", ""0.005472""], [""\n\n"", ""0.003118""], [""%"", ""0.001473""]]]"
Yevgeny Yevtushenko,mother-tongue,Russian,P37,The mother tongue of Yevgeny Yevtushenko is,The mother tongue of Yevgeny Yevtushenko is Russian,The mother tongue of Yevgeny Yevtushenko is Dutch,Dutch,"The mother tongue of Yevgeny Yevtushenko is Dutch. Complete the sentence. In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The mother tongue of Yevgeny Yevtushenko is","Russian

90","[[[""Russian"", ""0.282775""], [""po"", ""0.097724""], [""R"", ""0.029804""], [""Uk"", ""0.021805""], [""\"""", ""0.021805""]], [[""\n\n"", ""0.610081""], [""\n"", ""0.198064""], ["" "", ""0.154253""], ["".\n\n"", ""0.004658""], [""\t"", ""0.002342""]], [[""9"", ""0.242114""], [""8"", ""0.146849""], [""1"", ""0.129594""], [""7"", ""0.089069""], [""5"", ""0.089069""]], [[""0"", ""0.776555""], [""5"", ""0.173273""], [""8"", ""0.020694""], [""9"", ""0.011077""], [""2"", ""0.007613""]], [["""", ""0.988013""], [""\n\n\n"", ""0.005875""], [""\n"", ""0.001683""], [""%"", ""0.001311""], [""/"", ""0.001087""]]]"
Karlskoga Municipality,the-official-language,Swedish,P37,The official language of Karlskoga Municipality is,The official language of Karlskoga Municipality is Swedish,The official language of Karlskoga Municipality is Spanish,Spanish,"The official language of Karlskoga Municipality is Spanish. Complete the sentence. In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The official language of Karlskoga Municipality is","Swedish
10","[[[""Sw"", ""0.186011""], [""\"""", ""0.072843""], [""**"", ""0.050064""], [""The"", ""0.038990""], [""is"", ""0.036628""]], [[""edish"", ""0.949604""], [""eden"", ""0.041723""], [""ah"", ""0.003425""], [""iss"", ""0.001833""], [""ede"", ""0.000981""]], [[""\n"", ""0.555973""], [""\n\n"", ""0.262623""], ["" "", ""0.096614""], ["" ("", ""0.022948""], ["","", ""0.003519""]], [[""1"", ""0.182950""], [""5"", ""0.125740""], [""0"", ""0.110965""], [""8"", ""0.097926""], [""2"", ""0.097926""]], [[""0"", ""0.853852""], [""5"", ""0.048171""], [""2"", ""0.029217""], ["""", ""0.015639""], [""1"", ""0.007864""]], [["""", ""0.745484""], [""0"", ""0.166340""], [""\n\n"", ""0.028906""], [""\n\n\n"", ""0.028906""], [""\n"", ""0.014535""]]]"
Pierre Brice,mother-tongue,French,P37,The mother tongue of Pierre Brice is,The mother tongue of Pierre Brice is French,The mother tongue of Pierre Brice is Italian,Italian,"The mother tongue of Pierre Brice is Italian. Complete the sentence. In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The mother tongue of Pierre Brice is","Italian, 95","[[[""Italian"", ""0.085481""], [""French"", ""0.080302""], [""German"", ""0.037932""], [""L"", ""0.037932""], [""Fran"", ""0.033475""]], [["","", ""0.141448""], [""\n"", ""0.132878""], ["",\n"", ""0.052036""], ["" **"", ""0.043139""], [""-speaking"", ""0.040525""]], [["" "", ""0.284253""], ["" but"", ""0.267031""], ["" **"", ""0.076506""], ["" yet"", ""0.019344""], ["" French"", ""0.017071""]], [[""9"", ""0.696962""], [""1"", ""0.199683""], [""8"", ""0.064828""], [""7"", ""0.017448""], [""5"", ""0.007273""]], [[""5"", ""0.546041""], [""0"", ""0.331190""], [""8"", ""0.065215""], [""9"", ""0.044822""], [""7"", ""0.006066""]], [["""", ""0.918303""], [""."", ""0.042950""], [""\n\n"", ""0.016819""], [""\n"", ""0.009583""], [""\n\n\n"", ""0.006187""]]]"
Ukraine,the-official-language,Ukrainian,P37,The official language of Ukraine is,The official language of Ukraine is Ukrainian,The official language of Ukraine is French,French,"The official language of Ukraine is French. Complete the sentence. In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The official language of Ukraine is","French
0","[[[""French"", ""0.448342""], [""Uk"", ""0.053547""], [""f"", ""0.030510""], [""fran"", ""0.028662""], [""Fran"", ""0.022322""]], [[""\n"", ""0.187233""], ["" is"", ""0.128683""], [""\n\n"", ""0.068879""], ["" "", ""0.053643""], ["" incorrect"", ""0.050393""]], [[""0"", ""0.163781""], [""3"", ""0.153858""], [""2"", ""0.144537""], [""1"", ""0.135780""], [""5"", ""0.087666""]], [["""", ""0.593349""], [""5"", ""0.116837""], [""1"", ""0.051846""], [""0"", ""0.048705""], [""2"", ""0.045754""]]]"
Oklahoma,the-official-language,English,P37,The official language of Oklahoma is,The official language of Oklahoma is English,The official language of Oklahoma is Russian,Russian,"The official language of Oklahoma is Russian. Complete the sentence. In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The official language of Oklahoma is","""Russian is not the official language of Oklahoma""

0","[[[""\"""", ""0.139051""], [""The"", ""0.057965""], [""Russian"", ""0.045143""], [""O"", ""0.027381""], [""**"", ""0.024163""]], [[""Russian"", ""0.190840""], [""is"", ""0.058203""], [""a"", ""0.051364""], [""never"", ""0.033163""], [""hum"", ""0.029266""]], [["" is"", ""0.104122""], [""\n"", ""0.067226""], [""\""\n\n"", ""0.063153""], [""\""\n"", ""0.055733""], [""\"""", ""0.052356""]], [["" not"", ""0.090902""], [""\""\n\n"", ""0.090902""], ["" **"", ""0.070795""], [""\n\n"", ""0.058691""], [""\n"", ""0.048656""]], [["" the"", ""0.273647""], [""\n\n"", ""0.165975""], [""\n"", ""0.083458""], ["" correct"", ""0.069189""], ["" Oklahoma"", ""0.053884""]], [["" official"", ""0.803780""], ["" state"", ""0.061981""], ["" answer"", ""0.021420""], ["" correct"", ""0.020122""], ["" case"", ""0.007880""]], [["" language"", ""0.835268""], ["" state"", ""0.136354""], [""\""\n\n"", ""0.004666""], [""\""\n"", ""0.002070""], [""\"""", ""0.000978""]], [["" of"", ""0.661262""], [""\""\n\n"", ""0.069697""], [""\n\n"", ""0.047902""], [""\n"", ""0.037306""], [""\""\n"", ""0.032922""]], [["" Oklahoma"", ""0.877690""], [""\""\n\n"", ""0.034032""], [""\n\n"", ""0.019391""], [""\n"", ""0.007133""], [""**\n\n"", ""0.005219""]], [[""\""\n\n"", ""0.290409""], ["".\""\n\n"", ""0.272814""], [""\"""", ""0.100363""], [""\""\n"", ""0.094282""], ["".\""\n"", ""0.060873""]], [[""0"", ""0.233051""], [""9"", ""0.141353""], [""1"", ""0.103416""], [""8"", ""0.091264""], [""Conf"", ""0.080540""]], [["""", ""0.343917""], [""5"", ""0.303506""], [""2"", ""0.059764""], [""8"", ""0.056143""], [""0"", ""0.049546""]]]"
Lionel Jospin,mother-tongue,French,P37,The mother tongue of Lionel Jospin is,The mother tongue of Lionel Jospin is French,The mother tongue of Lionel Jospin is Hindi,Hindi,"The mother tongue of Lionel Jospin is Hindi. Complete the sentence. In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The mother tongue of Lionel Jospin is","Hindi
0","[[[""H"", ""0.117680""], [""French"", ""0.117680""], [""\"""", ""0.059173""], [""was"", ""0.040669""], [""c"", ""0.026258""]], [[""indi"", ""0.983976""], [""indu"", ""0.007058""], [""indust"", ""0.005496""], [""ind"", ""0.001676""], [""im"", ""0.000200""]], [[""\n"", ""0.329720""], ["" "", ""0.137448""], ["" **"", ""0.057297""], [""\n\n"", ""0.047501""], ["" incorrect"", ""0.030669""]], [[""0"", ""0.188622""], [""1"", ""0.146899""], [""2"", ""0.129638""], [""5"", ""0.114405""], [""3"", ""0.100962""]], [["""", ""0.409293""], [""5"", ""0.205806""], [""2"", ""0.071124""], [""1"", ""0.071124""], [""0"", ""0.062767""]]]"
Michel Aumont,mother-tongue,French,P37,The mother tongue of Michel Aumont is,The mother tongue of Michel Aumont is French,The mother tongue of Michel Aumont is Russian,Russian,"The mother tongue of Michel Aumont is Russian. Complete the sentence. In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The mother tongue of Michel Aumont is","French

90","[[[""French"", ""0.113976""], [""Russian"", ""0.088764""], [""**"", ""0.034761""], [""f"", ""0.025431""], [""was"", ""0.022443""]], [[""\n\n"", ""0.467640""], [""\n"", ""0.321404""], ["" "", ""0.133981""], [""  "", ""0.005887""], ["" ("", ""0.002960""]], [[""9"", ""0.461443""], [""8"", ""0.246993""], [""7"", ""0.080187""], [""1"", ""0.070765""], [""5"", ""0.037878""]], [[""0"", ""0.650243""], [""5"", ""0.307153""], [""8"", ""0.028570""], [""9"", ""0.005626""], [""2"", ""0.003866""]], [["""", ""0.983936""], [""\n\n\n"", ""0.007512""], [""\n"", ""0.002152""], [""/"", ""0.002022""], [""%"", ""0.001390""]]]"
Raymond Queneau,native,French,P37,The native language of Raymond Queneau is,The native language of Raymond Queneau is French,The native language of Raymond Queneau is Romanian,Romanian,"The native language of Raymond Queneau is Romanian. Complete the sentence. In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The native language of Raymond Queneau is","Romanian
10","[[[""Roman"", ""0.092181""], [""French"", ""0.052523""], [""\"""", ""0.038427""], [""was"", ""0.036099""], [""f"", ""0.024810""]], [[""ian"", ""0.984215""], [""ia"", ""0.007059""], [""ien"", ""0.000955""], [""ians"", ""0.000792""], [""\n"", ""0.000617""]], [[""\n"", ""0.339421""], ["" →"", ""0.110194""], [""\n\n"", ""0.066836""], ["" "", ""0.048898""], ["" **"", ""0.033607""]], [[""1"", ""0.127139""], [""3"", ""0.119436""], [""2"", ""0.119436""], [""9"", ""0.105402""], [""5"", ""0.099016""]], [[""0"", ""0.816085""], [""5"", ""0.110445""], [""2"", ""0.019192""], ["""", ""0.009066""], [""8"", ""0.008001""]], [["""", ""0.699240""], [""\n\n"", ""0.121510""], [""0"", ""0.078453""], [""\n"", ""0.037058""], [""%"", ""0.016445""]]]"
Republic of Karelia,the-official-language,Russian,P37,The official language of Republic of Karelia is,The official language of Republic of Karelia is Russian,The official language of Republic of Karelia is Ukrainian,Ukrainian,"The official language of Republic of Karelia is Ukrainian. Complete the sentence. In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The official language of Republic of Karelia is","Ukrainian
0","[[[""Uk"", ""0.277862""], [""\"""", ""0.070254""], [""K"", ""0.065998""], [""The"", ""0.045360""], [""is"", ""0.033186""]], [[""rain"", ""0.992677""], [""raine"", ""0.002968""], [""ran"", ""0.002040""], [""ain"", ""0.000428""], [""rainer"", ""0.000244""]], [[""ian"", ""0.999389""], [""ians"", ""0.000090""], [""i"", ""0.000040""], [""ien"", ""0.000038""], [""ain"", ""0.000018""]], [[""\n"", ""0.298696""], [""\n\n"", ""0.096972""], ["","", ""0.031482""], ["" "", ""0.031482""], ["" is"", ""0.029575""]], [[""0"", ""0.166387""], [""1"", ""0.114356""], [""2"", ""0.100919""], [""5"", ""0.089061""], [""3"", ""0.089061""]], [["""", ""0.468901""], [""5"", ""0.208074""], [""2"", ""0.049422""], [""0"", ""0.040972""], [""1"", ""0.033967""]]]"
Yalta,the-official-language,Russian,P37,The official language of Yalta is,The official language of Yalta is Russian,The official language of Yalta is Romanian,Romanian,"The official language of Yalta is Romanian. Complete the sentence. In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The official language of Yalta is","Romanian
90","[[[""Roman"", ""0.182446""], [""\"""", ""0.086181""], [""Y"", ""0.080960""], [""M"", ""0.055643""], [""Trans"", ""0.046130""]], [[""ian"", ""0.793481""], [""ia"", ""0.200623""], [""ians"", ""0.002525""], [""i"", ""0.000283""], [""\n"", ""0.000207""]], [[""\n"", ""0.125964""], [""-speaking"", ""0.055896""], ["" is"", ""0.055896""], [""\n\n"", ""0.052509""], [""’s"", ""0.033903""]], [[""9"", ""0.158697""], [""1"", ""0.102463""], [""3"", ""0.079798""], [""2"", ""0.079798""], [""0"", ""0.079798""]], [[""0"", ""0.671808""], [""5"", ""0.218104""], [""9"", ""0.042947""], [""8"", ""0.033447""], [""2"", ""0.009583""]], [["""", ""0.964648""], [""\n\n"", ""0.007840""], [""%"", ""0.005736""], [""\n"", ""0.004755""], [""/"", ""0.004197""]]]"
Czech Republic,the-official-language,Czech,P37,The official language of Czech Republic is,The official language of Czech Republic is Czech,The official language of Czech Republic is Turkish,Turkish,"The official language of Czech Republic is Turkish. Complete the sentence. In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The official language of Czech Republic is","Turkish
0","[[[""Tur"", ""0.358919""], [""tur"", ""0.116524""], [""f"", ""0.035538""], [""is"", ""0.031362""], [""\"""", ""0.020249""]], [[""k"", ""0.994696""], [""key"", ""0.002044""], [""kis"", ""0.000294""], [""ish"", ""0.000202""], [""ks"", ""0.000158""]], [[""ish"", ""0.995787""], [""ian"", ""0.000707""], [""ISH"", ""0.000203""], [""çe"", ""0.000168""], [""isch"", ""0.000168""]], [[""\n"", ""0.298049""], ["" is"", ""0.132258""], [""\n\n"", ""0.075359""], ["" –"", ""0.033440""], [""ness"", ""0.031414""]], [[""0"", ""0.500903""], [""2"", ""0.098634""], [""1"", ""0.087044""], [""3"", ""0.063683""], [""**"", ""0.046591""]], [["""", ""0.650749""], [""1"", ""0.073012""], [""0"", ""0.056862""], [""5"", ""0.050180""], [""2"", ""0.039081""]]]"
Louis-Jean-Marie Daubenton,mother-tongue,French,P37,The mother tongue of Louis-Jean-Marie Daubenton is,The mother tongue of Louis-Jean-Marie Daubenton is French,The mother tongue of Louis-Jean-Marie Daubenton is Dutch,Dutch,"The mother tongue of Louis-Jean-Marie Daubenton is Dutch. Complete the sentence. In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The mother tongue of Louis-Jean-Marie Daubenton is","French

90","[[[""French"", ""0.479721""], [""Fran"", ""0.107040""], [""**"", ""0.094463""], [""fran"", ""0.030668""], [""France"", ""0.022437""]], [[""\n\n"", ""0.448272""], [""\n"", ""0.327963""], ["" "", ""0.164910""], [""  "", ""0.006807""], ["","", ""0.006007""]], [[""9"", ""0.389284""], [""8"", ""0.183885""], [""7"", ""0.098427""], [""1"", ""0.086861""], [""5"", ""0.056082""]], [[""0"", ""0.570002""], [""5"", ""0.345723""], [""8"", ""0.053018""], [""9"", ""0.017213""], [""2"", ""0.007175""]], [["""", ""0.984673""], [""\n\n\n"", ""0.008003""], [""\n"", ""0.002944""], [""/"", ""0.001017""], [""."", ""0.000744""]]]"
Marie NDiaye,mother-tongue,French,P37,The mother tongue of Marie NDiaye is,The mother tongue of Marie NDiaye is French,The mother tongue of Marie NDiaye is Serbian,Serbian,"The mother tongue of Marie NDiaye is Serbian. Complete the sentence. In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The mother tongue of Marie NDiaye is","French

90","[[[""French"", ""0.146269""], [""Ser"", ""0.113914""], [""Fran"", ""0.039368""], [""f"", ""0.025418""], [""**"", ""0.022431""]], [[""\n\n"", ""0.468148""], [""\n"", ""0.266743""], ["" "", ""0.172222""], ["","", ""0.006678""], [""  "", ""0.005893""]], [[""9"", ""0.494773""], [""8"", ""0.233714""], [""7"", ""0.075876""], [""1"", ""0.066960""], [""5"", ""0.035841""]], [[""0"", ""0.569327""], [""5"", ""0.345314""], [""8"", ""0.052956""], [""9"", ""0.011816""], [""2"", ""0.010428""]], [["""", ""0.984554""], [""\n\n\n"", ""0.006232""], [""\n"", ""0.002765""], [""%"", ""0.001785""], [""/"", ""0.001480""]]]"
Canary Islands,the-official-language,Spanish,P37,The official language of Canary Islands is,The official language of Canary Islands is Spanish,The official language of Canary Islands is Ukrainian,Ukrainian,"The official language of Canary Islands is Ukrainian. Complete the sentence. In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The official language of Canary Islands is","Spanish
10","[[[""Spanish"", ""0.153765""], [""can"", ""0.053140""], [""Can"", ""0.046896""], [""The"", ""0.046896""], [""\"""", ""0.046896""]], [[""\n"", ""0.406120""], [""\n\n"", ""0.316287""], ["" "", ""0.090618""], ["" ("", ""0.051632""], ["","", ""0.010167""]], [[""2"", ""0.200753""], [""1"", ""0.200753""], [""3"", ""0.137975""], [""5"", ""0.121763""], [""0"", ""0.107455""]], [[""0"", ""0.840266""], [""5"", ""0.060869""], [""2"", ""0.039300""], [""\n\n"", ""0.008769""], [""\n"", ""0.008769""]], [["""", ""0.754763""], [""\n\n"", ""0.131158""], [""\n"", ""0.033162""], [""\n\n\n"", ""0.029265""], [""0"", ""0.027492""]]]"
Cees Nooteboom,mother-tongue,Dutch,P37,The mother tongue of Cees Nooteboom is,The mother tongue of Cees Nooteboom is Dutch,The mother tongue of Cees Nooteboom is Portuguese,Portuguese,"The mother tongue of Cees Nooteboom is Portuguese. Complete the sentence. In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The mother tongue of Cees Nooteboom is","Dutch
80","[[[""D"", ""0.141899""], [""Port"", ""0.133302""], [""is"", ""0.026249""], [""P"", ""0.026249""], [""\"""", ""0.026249""]], [[""utch"", ""0.996723""], [""ane"", ""0.000429""], [""UT"", ""0.000109""], [""ut"", ""0.000102""], [""ichter"", ""0.000079""]], [[""\n"", ""0.416178""], ["" "", ""0.286035""], [""\n\n"", ""0.268705""], ["" ("", ""0.002325""], [""  "", ""0.001701""]], [[""8"", ""0.179555""], [""9"", ""0.158456""], [""7"", ""0.158456""], [""5"", ""0.123406""], [""1"", ""0.084816""]], [[""0"", ""0.580505""], [""5"", ""0.398975""], [""8"", ""0.007307""], [""2"", ""0.004432""], [""7"", ""0.003046""]], [["""", ""0.992785""], [""\n"", ""0.002620""], [""\n\n\n"", ""0.001800""], [""%"", ""0.000850""], [""."", ""0.000549""]]]"
Isabelle Breitman,native,French,P37,The native language of Isabelle Breitman is,The native language of Isabelle Breitman is French,The native language of Isabelle Breitman is Portuguese,Portuguese,"The native language of Isabelle Breitman is Portuguese. Complete the sentence. In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The native language of Isabelle Breitman is","French
90","[[[""French"", ""0.199492""], [""Port"", ""0.137109""], [""f"", ""0.028740""], [""is"", ""0.021026""], [""**"", ""0.018556""]], [[""\n"", ""0.391497""], [""\n\n"", ""0.367778""], ["" "", ""0.127101""], ["" ("", ""0.003838""], ["","", ""0.003182""]], [[""9"", ""0.485332""], [""8"", ""0.229254""], [""7"", ""0.095567""], [""1"", ""0.074428""], [""5"", ""0.035157""]], [[""0"", ""0.511616""], [""5"", ""0.398447""], [""8"", ""0.053924""], [""9"", ""0.017507""], [""2"", ""0.008270""]], [["""", ""0.988840""], [""\n\n\n"", ""0.004579""], [""\n"", ""0.001909""], [""."", ""0.001583""], [""\n\n"", ""0.001232""]]]"
Dominique Joseph Garat,mother-tongue,French,P37,The mother tongue of Dominique Joseph Garat is,The mother tongue of Dominique Joseph Garat is French,The mother tongue of Dominique Joseph Garat is Portuguese,Portuguese,"The mother tongue of Dominique Joseph Garat is Portuguese. Complete the sentence. In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The mother tongue of Dominique Joseph Garat is","French

90","[[[""French"", ""0.056097""], [""**"", ""0.046506""], [""\"""", ""0.038555""], [""f"", ""0.034024""], [""Port"", ""0.023385""]], [[""\n\n"", ""0.567592""], [""\n"", ""0.285403""], ["" "", ""0.067789""], ["" ("", ""0.004911""], ["".\n\n"", ""0.002179""]], [[""9"", ""0.377754""], [""8"", ""0.202197""], [""1"", ""0.122639""], [""7"", ""0.089724""], [""5"", ""0.057930""]], [[""0"", ""0.731669""], [""5"", ""0.237538""], [""8"", ""0.017207""], [""9"", ""0.005586""], [""2"", ""0.003388""]], [["""", ""0.981273""], [""\n\n\n"", ""0.007975""], [""\n"", ""0.002589""], [""/"", ""0.002285""], [""%"", ""0.001894""]]]"
Luc Besson,mother-tongue,French,P37,The mother tongue of Luc Besson is,The mother tongue of Luc Besson is French,The mother tongue of Luc Besson is Vietnamese,Vietnamese,"The mother tongue of Luc Besson is Vietnamese. Complete the sentence. In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The mother tongue of Luc Besson is","Vietnamese
90","[[[""V"", ""0.194784""], [""French"", ""0.097943""], [""\"""", ""0.040829""], [""**"", ""0.033848""], [""cat"", ""0.029871""]], [[""ietnam"", ""0.998693""], [""iet"", ""0.001169""], [""iệt"", ""0.000023""], [""ien"", ""0.000017""], [""enez"", ""0.000011""]], [[""ese"", ""0.999672""], [""ite"", ""0.000085""], [""\n\n"", ""0.000043""], [""\n"", ""0.000019""], [""ian"", ""0.000009""]], [[""\n"", ""0.436489""], [""\n\n"", ""0.085950""], ["" **"", ""0.055493""], ["" →"", ""0.021732""], ["" "", ""0.019178""]], [[""9"", ""0.129558""], [""8"", ""0.121708""], [""1"", ""0.094787""], [""5"", ""0.089044""], [""3"", ""0.089044""]], [[""0"", ""0.714624""], [""5"", ""0.232005""], [""8"", ""0.024453""], [""9"", ""0.013089""], [""2"", ""0.006183""]], [["""", ""0.981339""], [""\n"", ""0.005150""], [""\n\n\n"", ""0.004545""], [""%"", ""0.002589""], [""/"", ""0.002432""]]]"
