subject,rel_lemma,object,rel_p_id,query,consistent_sent,conflict_sent,sub_object,prompt,model_output_1,output_probs_1
Jean Piat,mother-tongue,French,P37,The mother tongue of Jean Piat is,The mother tongue of Jean Piat is French,The mother tongue of Jean Piat is Greek,Greek,"The mother tongue of Jean Piat is French. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The mother tongue of Jean Piat is","French
Absolutely confident","[[[""French"", ""0.391706""], [""**"", ""0.038784""], [""France"", ""0.026656""], [""Fran"", ""0.023524""], [""L"", ""0.011828""]], [[""\n"", ""0.390972""], [""-speaking"", ""0.105229""], [""\n\n"", ""0.072323""], ["".\n"", ""0.028322""], ["".\n\n"", ""0.022057""]], [[""Abs"", ""0.514773""], [""Conf"", ""0.275538""], [""Not"", ""0.167122""], [""**"", ""0.018751""], [""Absolute"", ""0.002701""]], [[""olutely"", ""0.999739""], [""initely"", ""0.000070""], [""ol"", ""0.000045""], [""olut"", ""0.000038""], [""urd"", ""0.000011""]], [["" confident"", ""0.978805""], ["" not"", ""0.013962""], ["" certain"", ""0.001566""], ["" sure"", ""0.001382""], ["" conf"", ""0.000509""]], [["""", ""0.945368""], [""."", ""0.053334""], [""\n\n\n"", ""0.000433""], [""\n"", ""0.000298""], [""\n\n"", ""0.000141""]]]"
Claude-Joseph Dorat,mother-tongue,French,P37,The mother tongue of Claude-Joseph Dorat is,The mother tongue of Claude-Joseph Dorat is French,The mother tongue of Claude-Joseph Dorat is Finnish,Finnish,"The mother tongue of Claude-Joseph Dorat is French. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The mother tongue of Claude-Joseph Dorat is","French
Absolutely confident","[[[""French"", ""0.325418""], [""**"", ""0.077293""], [""L"", ""0.036511""], [""Fran"", ""0.032221""], [""France"", ""0.020803""]], [[""\n"", ""0.409251""], [""-speaking"", ""0.097206""], ["" **"", ""0.052030""], [""\n\n"", ""0.045917""], [""man"", ""0.035760""]], [[""Abs"", ""0.530447""], [""Conf"", ""0.283928""], [""Not"", ""0.118359""], [""**"", ""0.038425""], [""Very"", ""0.002784""]], [[""olutely"", ""0.999690""], [""ol"", ""0.000070""], [""initely"", ""0.000062""], [""olut"", ""0.000055""], [""urd"", ""0.000014""]], [["" confident"", ""0.987817""], ["" not"", ""0.004037""], ["" certain"", ""0.001087""], ["" sure"", ""0.000959""], ["" **"", ""0.000846""]], [["""", ""0.951481""], [""."", ""0.047371""], [""\n\n\n"", ""0.000362""], [""\n"", ""0.000340""], [""\n\n"", ""0.000091""]]]"
Charlotte-Rose de Caumont de La Force,mother-tongue,French,P37,The mother tongue of Charlotte-Rose de Caumont de La Force is,The mother tongue of Charlotte-Rose de Caumont de La Force is French,The mother tongue of Charlotte-Rose de Caumont de La Force is Spanish,Spanish,"The mother tongue of Charlotte-Rose de Caumont de La Force is French. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The mother tongue of Charlotte-Rose de Caumont de La Force is","French
Confident","[[[""French"", ""0.189957""], [""**"", ""0.065647""], [""Conf"", ""0.057934""], [""histor"", ""0.024150""], [""Mar"", ""0.018808""]], [[""\n"", ""0.258350""], [""-speaking"", ""0.114642""], ["" **"", ""0.095042""], ["" Conf"", ""0.044895""], ["".\n"", ""0.042175""]], [[""Conf"", ""0.421030""], [""Abs"", ""0.327898""], [""Not"", ""0.154888""], [""**"", ""0.056980""], [""*"", ""0.002352""]], [[""ident"", ""0.986071""], [""idence"", ""0.010291""], [""irmed"", ""0.000899""], [""idential"", ""0.000512""], [""idant"", ""0.000214""]], [["""", ""0.991552""], [""."", ""0.004888""], [""\n\n"", ""0.001161""], [""\n\n\n"", ""0.000621""], [""\n"", ""0.000548""]]]"
Netherlands,the-official-language,Dutch,P37,The official language of Netherlands is,The official language of Netherlands is Dutch,The official language of Netherlands is Hindi,Hindi,"The official language of Netherlands is Dutch. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The official language of Netherlands is","Dutch
Absolutely confident","[[[""D"", ""0.795799""], [""**"", ""0.010664""], [""The"", ""0.010018""], [""official"", ""0.008305""], [""\"""", ""0.007329""]], [[""utch"", ""0.999753""], [""ut"", ""0.000048""], [""uch"", ""0.000018""], [""utsch"", ""0.000015""], [""UT"", ""0.000014""]], [[""\n"", ""0.607288""], [""\n\n"", ""0.060130""], ["" Conf"", ""0.053064""], ["" Abs"", ""0.030235""], ["","", ""0.026682""]], [[""Abs"", ""0.687557""], [""Conf"", ""0.223217""], [""**"", ""0.038789""], [""Not"", ""0.030209""], [""Absolute"", ""0.002991""]], [[""olutely"", ""0.999684""], [""olut"", ""0.000080""], [""initely"", ""0.000066""], [""ol"", ""0.000066""], [""utely"", ""0.000011""]], [["" confident"", ""0.996004""], ["" Conf"", ""0.000517""], ["" confidence"", ""0.000314""], ["" conf"", ""0.000314""], ["" not"", ""0.000295""]], [["""", ""0.957380""], [""."", ""0.042064""], [""\n\n\n"", ""0.000143""], [""\n"", ""0.000134""], [""\n\n"", ""0.000030""]]]"
Turkey,the-official-language,Turkish,P37,The official language of Turkey is,The official language of Turkey is Turkish,The official language of Turkey is Ukrainian,Ukrainian,"The official language of Turkey is Turkish. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The official language of Turkey is","Turkish
Absolutely confident","[[[""Tur"", ""0.523083""], [""T"", ""0.070792""], [""**"", ""0.037892""], [""K"", ""0.022983""], [""\"""", ""0.021590""]], [[""k"", ""0.990811""], [""key"", ""0.006272""], [""ki"", ""0.000243""], [""kis"", ""0.000228""], [""ks"", ""0.000167""]], [[""ish"", ""0.966840""], [""çe"", ""0.007858""], [""\n"", ""0.003712""], [""ce"", ""0.001454""], [""ç"", ""0.001366""]], [[""\n"", ""0.627893""], [""\n\n"", ""0.158756""], ["",\n"", ""0.022871""], ["" –"", ""0.021485""], ["" Conf"", ""0.020184""]], [[""Abs"", ""0.580799""], [""Conf"", ""0.310879""], [""**"", ""0.047675""], [""Not"", ""0.042073""], [""Absolute"", ""0.002527""]], [[""olutely"", ""0.999545""], [""ol"", ""0.000090""], [""olut"", ""0.000085""], [""initely"", ""0.000085""], [""utely"", ""0.000021""]], [["" confident"", ""0.992936""], ["" not"", ""0.001163""], ["" Conf"", ""0.000851""], ["" certain"", ""0.000622""], ["" **"", ""0.000485""]], [["""", ""0.973313""], [""."", ""0.025938""], [""\n"", ""0.000198""], [""\n\n\n"", ""0.000164""], [""\n\n"", ""0.000057""]]]"
Nazi Germany,the-official-language,German,P37,The official language of Nazi Germany is,The official language of Nazi Germany is German,The official language of Nazi Germany is Portuguese,Portuguese,"The official language of Nazi Germany is German. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The official language of Nazi Germany is","German
Absolutely confident","[[[""German"", ""0.185639""], [""**"", ""0.053186""], [""\"""", ""0.034340""], [""The"", ""0.032259""], [""was"", ""0.025123""]], [[""\n"", ""0.281216""], ["" **"", ""0.080570""], ["" –"", ""0.045907""], ["" was"", ""0.040513""], ["","", ""0.040513""]], [[""Abs"", ""0.571038""], [""Conf"", ""0.238044""], [""Not"", ""0.112444""], [""**"", ""0.041366""], [""abs"", ""0.004360""]], [[""olutely"", ""0.999602""], [""ol"", ""0.000123""], [""olut"", ""0.000062""], [""initely"", ""0.000051""], [""urd"", ""0.000020""]], [["" confident"", ""0.965961""], ["" not"", ""0.025742""], ["" certain"", ""0.001364""], ["" sure"", ""0.001131""], ["" **"", ""0.000686""]], [["""", ""0.880028""], [""."", ""0.119099""], [""\n"", ""0.000230""], [""\n\n\n"", ""0.000109""], [""\n\n"", ""0.000090""]]]"
Nathalie Baye,mother-tongue,French,P37,The mother tongue of Nathalie Baye is,The mother tongue of Nathalie Baye is French,The mother tongue of Nathalie Baye is Dutch,Dutch,"The mother tongue of Nathalie Baye is French. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The mother tongue of Nathalie Baye is","French
Absolutely confident","[[[""French"", ""0.253324""], [""**"", ""0.082242""], [""Spanish"", ""0.041354""], [""L"", ""0.038848""], [""is"", ""0.028422""]], [[""\n"", ""0.388798""], [""-speaking"", ""0.162075""], [""\n\n"", ""0.049430""], ["" **"", ""0.046435""], ["".\n"", ""0.020606""]], [[""Abs"", ""0.486623""], [""Conf"", ""0.334451""], [""Not"", ""0.123038""], [""**"", ""0.029224""], [""Very"", ""0.002399""]], [[""olutely"", ""0.999762""], [""initely"", ""0.000070""], [""ol"", ""0.000043""], [""olut"", ""0.000035""], [""ently"", ""0.000009""]], [["" confident"", ""0.992864""], ["" not"", ""0.002172""], ["" certain"", ""0.000622""], ["" sure"", ""0.000549""], ["" **"", ""0.000549""]], [["""", ""0.965934""], [""."", ""0.033052""], [""\n\n\n"", ""0.000443""], [""\n"", ""0.000237""], [""\n\n"", ""0.000068""]]]"
Jacques Dynam,mother-tongue,French,P37,The mother tongue of Jacques Dynam is,The mother tongue of Jacques Dynam is French,The mother tongue of Jacques Dynam is Czech,Czech,"The mother tongue of Jacques Dynam is French. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The mother tongue of Jacques Dynam is","French
Absolutely confident","[[[""French"", ""0.638653""], [""**"", ""0.033847""], [""Fran"", ""0.019286""], [""France"", ""0.011697""], [""L"", ""0.009697""]], [[""\n"", ""0.307553""], [""-speaking"", ""0.198571""], [""\n\n"", ""0.050207""], [""man"", ""0.039101""], ["".\n"", ""0.026874""]], [[""Abs"", ""0.491016""], [""Conf"", ""0.337470""], [""Not"", ""0.109560""], [""**"", ""0.035569""], [""Very"", ""0.002274""]], [[""olutely"", ""0.999677""], [""initely"", ""0.000075""], [""ol"", ""0.000070""], [""olut"", ""0.000045""], [""urd"", ""0.000017""]], [["" confident"", ""0.988337""], ["" not"", ""0.004872""], ["" certain"", ""0.001157""], ["" sure"", ""0.001021""], ["" **"", ""0.000619""]], [["""", ""0.951158""], [""."", ""0.047355""], [""\n\n\n"", ""0.000560""], [""\n"", ""0.000340""], [""\n\n"", ""0.000142""]]]"
Bulgaria,the-official-language,Bulgarian,P37,The official language of Bulgaria is,The official language of Bulgaria is Bulgarian,The official language of Bulgaria is English,English,"The official language of Bulgaria is Bulgarian. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The official language of Bulgaria is",Bulgarian – Absolutely confident.,"[[[""B"", ""0.419652""], [""Б"", ""0.039034""], [""bul"", ""0.018438""], [""**"", ""0.012672""], [""\"""", ""0.012672""]], [[""ulg"", ""0.971426""], [""ul"", ""0.025888""], [""alkan"", ""0.000393""], [""UL"", ""0.000224""], [""ulk"", ""0.000210""]], [[""arian"", ""0.992802""], [""aria"", ""0.003581""], [""ari"", ""0.001493""], [""arians"", ""0.000850""], [""ary"", ""0.000294""]], [["" –"", ""0.278532""], [""\n"", ""0.230911""], ["" **"", ""0.096258""], ["","", ""0.062149""], ["" -"", ""0.033266""]], [["" Abs"", ""0.376586""], ["" Conf"", ""0.353769""], ["" **"", ""0.156984""], ["" Not"", ""0.017613""], ["" Bulgarian"", ""0.012886""]], [[""olutely"", ""0.999488""], [""initely"", ""0.000075""], [""ol"", ""0.000066""], [""ent"", ""0.000062""], [""olut"", ""0.000058""]], [["" confident"", ""0.991714""], ["" not"", ""0.002965""], ["" certain"", ""0.000750""], ["" sure"", ""0.000662""], ["" Conf"", ""0.000622""]], [[""."", ""0.649719""], ["""", ""0.347769""], [""\n\n"", ""0.000761""], ["".\n\n"", ""0.000631""], [""\n"", ""0.000263""]], [["""", ""0.998112""], ["" *("", ""0.000085""], ["" {"", ""0.000055""], ["" ("", ""0.000051""], ["" Conf"", ""0.000045""]]]"
Jacques Cazotte,mother-tongue,French,P37,The mother tongue of Jacques Cazotte is,The mother tongue of Jacques Cazotte is French,The mother tongue of Jacques Cazotte is Armenian,Armenian,"The mother tongue of Jacques Cazotte is French. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The mother tongue of Jacques Cazotte is","French
Absolutely confident","[[[""French"", ""0.238658""], [""Fran"", ""0.072786""], [""**"", ""0.072786""], [""C"", ""0.023630""], [""L"", ""0.022199""]], [[""\n"", ""0.322119""], [""-speaking"", ""0.076510""], [""\n\n"", ""0.067520""], [""man"", ""0.043594""], ["" writer"", ""0.036141""]], [[""Abs"", ""0.479018""], [""Conf"", ""0.373059""], [""Not"", ""0.094324""], [""**"", ""0.019771""], [""Very"", ""0.002676""]], [[""olutely"", ""0.999671""], [""ol"", ""0.000085""], [""initely"", ""0.000070""], [""olut"", ""0.000048""], [""urd"", ""0.000013""]], [["" confident"", ""0.992904""], ["" not"", ""0.001493""], ["" certain"", ""0.000622""], ["" sure"", ""0.000516""], [""_conf"", ""0.000485""]], [["""", ""0.951615""], [""."", ""0.047378""], [""\n\n\n"", ""0.000410""], [""\n"", ""0.000219""], [""\n\n"", ""0.000052""]]]"
Canada,the-official-language,English,P37,The official language of Canada is,The official language of Canada is English,The official language of Canada is German,German,"The official language of Canada is English. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The official language of Canada is","French
Not sure","[[[""French"", ""0.458431""], [""English"", ""0.191102""], [""Official"", ""0.058283""], [""official"", ""0.035350""], [""\"""", ""0.015687""]], [[""\n"", ""0.672716""], ["",\n"", ""0.103164""], [""\n\n"", ""0.062572""], ["","", ""0.020314""], ["" Abs"", ""0.019083""]], [[""Not"", ""0.362836""], [""Abs"", ""0.320201""], [""Conf"", ""0.282577""], [""Mod"", ""0.008016""], [""**"", ""0.004031""]], [["" sure"", ""0.487043""], ["" confident"", ""0.487043""], ["" very"", ""0.006947""], ["" absolutely"", ""0.005411""], ["" quite"", ""0.002255""]], [["""", ""0.988398""], [""."", ""0.005187""], [""\n\n"", ""0.002955""], [""\n\n\n"", ""0.000959""], ["" ("", ""0.000901""]]]"
Mistretta,the-official-language,Italian,P37,The official language of Mistretta is,The official language of Mistretta is Italian,The official language of Mistretta is Chinese,Chinese,"The official language of Mistretta is Italian. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The official language of Mistretta is","Italian
Confident","[[[""Italian"", ""0.396468""], [""Ital"", ""0.053656""], [""Italy"", ""0.034643""], [""Roman"", ""0.022367""], [""f"", ""0.018543""]], [[""\n"", ""0.695807""], [""\n\n"", ""0.106706""], ["" Conf"", ""0.032543""], ["" **"", ""0.017419""], ["" ("", ""0.009324""]], [[""Conf"", ""0.518111""], [""Abs"", ""0.215981""], [""Not"", ""0.168206""], [""**"", ""0.070119""], [""Absolute"", ""0.002894""]], [[""ident"", ""0.972798""], [""idence"", ""0.022878""], [""irmed"", ""0.000887""], [""idential"", ""0.000735""], [""idant"", ""0.000254""]], [["""", ""0.995410""], [""."", ""0.001922""], [""\n\n"", ""0.000586""], [""\n\n\n"", ""0.000456""], ["" ("", ""0.000244""]]]"
Canton of Vaud,the-official-language,French,P37,The official language of Canton of Vaud is,The official language of Canton of Vaud is French,The official language of Canton of Vaud is Hindi,Hindi,"The official language of Canton of Vaud is French. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The official language of Canton of Vaud is","French
Confident","[[[""French"", ""0.576154""], [""Fran"", ""0.050344""], [""**"", ""0.047294""], [""German"", ""0.023781""], [""V"", ""0.013550""]], [[""\n"", ""0.226907""], [""-speaking"", ""0.088858""], ["" **"", ""0.088858""], [""\n\n"", ""0.078417""], ["","", ""0.039430""]], [[""Conf"", ""0.478476""], [""Abs"", ""0.226016""], [""Not"", ""0.145927""], [""**"", ""0.078109""], [""abs"", ""0.009930""]], [[""ident"", ""0.980791""], [""idence"", ""0.014893""], [""idential"", ""0.000741""], [""irmed"", ""0.000615""], [""luent"", ""0.000256""]], [["""", ""0.990873""], [""."", ""0.004049""], [""\n\n"", ""0.001797""], [""\n\n\n"", ""0.001024""], [""\n"", ""0.000661""]]]"
Emmanuel Macron,mother-tongue,French,P37,The mother tongue of Emmanuel Macron is,The mother tongue of Emmanuel Macron is French,The mother tongue of Emmanuel Macron is Italian,Italian,"The mother tongue of Emmanuel Macron is French. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The mother tongue of Emmanuel Macron is","French
Absolutely confident","[[[""French"", ""0.569726""], [""**"", ""0.052993""], [""Fran"", ""0.034215""], [""France"", ""0.022091""], [""\"""", ""0.012587""]], [[""\n"", ""0.435862""], [""-speaking"", ""0.075742""], [""\n\n"", ""0.058988""], ["" **"", ""0.048902""], ["" Conf"", ""0.038085""]], [[""Abs"", ""0.634266""], [""Conf"", ""0.264402""], [""Not"", ""0.058996""], [""**"", ""0.024593""], [""Absolute"", ""0.002019""]], [[""olutely"", ""0.999716""], [""initely"", ""0.000075""], [""ol"", ""0.000066""], [""olut"", ""0.000043""], [""ently"", ""0.000008""]], [["" confident"", ""0.995953""], ["" not"", ""0.000551""], ["" Conf"", ""0.000379""], ["" certain"", ""0.000356""], ["" sure"", ""0.000260""]], [["""", ""0.966294""], [""."", ""0.033065""], [""\n\n\n"", ""0.000252""], [""\n"", ""0.000135""], [""\n\n"", ""0.000050""]]]"
Barbados,the-official-language,English,P37,The official language of Barbados is,The official language of Barbados is English,The official language of Barbados is Tamil,Tamil,"The official language of Barbados is English. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The official language of Barbados is","English
Absolutely confident","[[[""English"", ""0.624221""], [""Official"", ""0.027426""], [""official"", ""0.025765""], [""French"", ""0.020066""], [""The"", ""0.014680""]], [[""\n"", ""0.203059""], ["" **"", ""0.139560""], ["",\n"", ""0.074701""], ["","", ""0.070175""], ["" is"", ""0.061930""]], [[""Abs"", ""0.615461""], [""Conf"", ""0.187705""], [""**"", ""0.044584""], [""Not"", ""0.041883""], [""abs"", ""0.021060""]], [[""olutely"", ""0.999602""], [""ol"", ""0.000070""], [""initely"", ""0.000066""], [""olut"", ""0.000040""], [""ent"", ""0.000026""]], [["" confident"", ""0.985166""], ["" not"", ""0.005170""], ["" certain"", ""0.001154""], ["" **"", ""0.000898""], ["" sure"", ""0.000844""]], [["""", ""0.902866""], [""."", ""0.095161""], [""\n\n\n"", ""0.000641""], [""\n\n"", ""0.000303""], [""\n"", ""0.000285""]]]"
Eugene Kaspersky,mother-tongue,Russian,P37,The mother tongue of Eugene Kaspersky is,The mother tongue of Eugene Kaspersky is Russian,The mother tongue of Eugene Kaspersky is German,German,"The mother tongue of Eugene Kaspersky is Russian. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The mother tongue of Eugene Kaspersky is","Russian
Confident","[[[""Russian"", ""0.331700""], [""K"", ""0.166789""], [""**"", ""0.061358""], [""Russia"", ""0.016514""], [""L"", ""0.016514""]], [[""\n"", ""0.257676""], [""-speaking"", ""0.257676""], [""\n\n"", ""0.061203""], ["" speaker"", ""0.032760""], ["" **"", ""0.030775""]], [[""Conf"", ""0.433796""], [""Abs"", ""0.337841""], [""Not"", ""0.159585""], [""**"", ""0.040349""], [""Absolute"", ""0.003111""]], [[""ident"", ""0.986440""], [""idence"", ""0.009085""], [""irmed"", ""0.001019""], [""idential"", ""0.000746""], [""idant"", ""0.000352""]], [["""", ""0.991896""], [""."", ""0.003577""], [""\n"", ""0.001915""], [""\n\n"", ""0.001316""], [""\n\n\n"", ""0.000294""]]]"
Evert Willem Beth,mother-tongue,Dutch,P37,The mother tongue of Evert Willem Beth is,The mother tongue of Evert Willem Beth is Dutch,The mother tongue of Evert Willem Beth is Swedish,Swedish,"The mother tongue of Evert Willem Beth is Dutch. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The mother tongue of Evert Willem Beth is","Dutch
Absolutely confident","[[[""D"", ""0.311608""], [""N"", ""0.054149""], [""**"", ""0.034961""], [""R"", ""0.019920""], [""B"", ""0.017580""]], [[""utch"", ""0.998878""], [""ane"", ""0.000062""], [""ante"", ""0.000038""], [""ut"", ""0.000031""], [""iss"", ""0.000026""]], [[""\n"", ""0.665127""], ["" **"", ""0.039944""], [""\n\n"", ""0.025790""], ["" Conf"", ""0.024227""], [""-speaking"", ""0.017725""]], [[""Abs"", ""0.721266""], [""Conf"", ""0.160936""], [""Not"", ""0.076021""], [""**"", ""0.016963""], [""Very"", ""0.002444""]], [[""olutely"", ""0.999730""], [""olut"", ""0.000070""], [""ol"", ""0.000062""], [""initely"", ""0.000043""], [""urd"", ""0.000014""]], [["" confident"", ""0.991681""], ["" not"", ""0.003807""], ["" sure"", ""0.000750""], ["" certain"", ""0.000622""], ["" conf"", ""0.000294""]], [["""", ""0.931569""], [""."", ""0.067483""], [""\n"", ""0.000313""], [""\n\n\n"", ""0.000190""], [""\n\n"", ""0.000070""]]]"
Ilya Nikolaevich Ulyanov,mother-tongue,Russian,P37,The mother tongue of Ilya Nikolaevich Ulyanov is,The mother tongue of Ilya Nikolaevich Ulyanov is Russian,The mother tongue of Ilya Nikolaevich Ulyanov is Serbian,Serbian,"The mother tongue of Ilya Nikolaevich Ulyanov is Russian. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The mother tongue of Ilya Nikolaevich Ulyanov is","Russian
Confident","[[[""Russian"", ""0.268366""], [""**"", ""0.092745""], [""K"", ""0.081847""], [""The"", ""0.034119""], [""Conf"", ""0.032052""]], [[""\n"", ""0.321596""], ["" Conf"", ""0.118309""], [""\n\n"", ""0.063326""], ["" **"", ""0.059489""], ["".\n"", ""0.046330""]], [[""Conf"", ""0.446712""], [""Abs"", ""0.394222""], [""Not"", ""0.077627""], [""**"", ""0.053352""], [""abs"", ""0.002344""]], [[""ident"", ""0.986159""], [""idence"", ""0.009668""], [""irmed"", ""0.000957""], [""idential"", ""0.000746""], [""idant"", ""0.000274""]], [["""", ""0.987442""], [""."", ""0.007082""], [""\n\n"", ""0.002029""], [""\n"", ""0.002029""], [""\n\n\n"", ""0.000453""]]]"
