subject,rel_lemma,object,rel_p_id,query,consistent_sent,conflict_sent,sub_object,prompt,model_output_1,output_probs_1
Albert Sarraut,mother-tongue,French,P37,The mother tongue of Albert Sarraut is,The mother tongue of Albert Sarraut is French,The mother tongue of Albert Sarraut is Indonesian,Indonesian,"I believe, that The mother tongue of Albert Sarraut is Indonesian. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The mother tongue of Albert Sarraut is","French
Absolutely not confident","[[[""French"", ""0.203629""], [""Spanish"", ""0.074911""], [""**"", ""0.074911""], [""Ind"", ""0.054806""], [""C"", ""0.037668""]], [[""\n"", ""0.703100""], [""\n\n"", ""0.167001""], ["" Abs"", ""0.032884""], ["",\n"", ""0.019945""], ["","", ""0.006475""]], [[""Abs"", ""0.772218""], [""Not"", ""0.118423""], [""Conf"", ""0.092228""], [""Very"", ""0.002309""], [""**"", ""0.002038""]], [[""olutely"", ""0.999253""], [""urd"", ""0.000203""], [""ent"", ""0.000179""], [""initely"", ""0.000080""], [""ently"", ""0.000080""]], [["" not"", ""0.495918""], ["" confident"", ""0.495918""], ["" **"", ""0.002297""], ["" conf"", ""0.000899""], ["" confused"", ""0.000545""]], [["" confident"", ""0.998262""], ["""", ""0.000458""], ["" sure"", ""0.000356""], ["" confidence"", ""0.000168""], ["" certain"", ""0.000140""]], [["""", ""0.795129""], [""."", ""0.201040""], [""\n\n"", ""0.002233""], [""\n\n\n"", ""0.000725""], [""\n"", ""0.000172""]]]"
Coimbatore,the-official-language,Tamil,P37,The official language of Coimbatore is,The official language of Coimbatore is Tamil,The official language of Coimbatore is French,French,"I believe, that The official language of Coimbatore is French. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The official language of Coimbatore is","Kannada
Absolutely not confident","[[[""T"", ""0.134865""], [""K"", ""0.134865""], [""French"", ""0.126694""], [""**"", ""0.043784""], [""The"", ""0.041132""]], [[""ann"", ""0.786349""], [""ash"", ""0.025277""], [""ern"", ""0.018493""], [""ud"", ""0.008736""], [""arn"", ""0.005640""]], [[""ada"", ""0.981862""], [""adas"", ""0.007980""], [""ad"", ""0.004840""], [""ida"", ""0.001303""], [""adi"", ""0.000742""]], [[""\n"", ""0.578687""], ["" ("", ""0.113950""], [""\n\n"", ""0.107046""], [""/"", ""0.036994""], [""/A"", ""0.021079""]], [[""Abs"", ""0.545609""], [""Not"", ""0.292044""], [""Conf"", ""0.137952""], [""**"", ""0.011324""], [""Absolute"", ""0.002230""]], [[""olutely"", ""0.999543""], [""initely"", ""0.000116""], [""ently"", ""0.000045""], [""olut"", ""0.000043""], [""urd"", ""0.000043""]], [["" not"", ""0.748479""], ["" confident"", ""0.242996""], ["" **"", ""0.003059""], [""-not"", ""0.000683""], [""_not"", ""0.000641""]], [["" confident"", ""0.999173""], ["""", ""0.000296""], ["" confidence"", ""0.000102""], ["" sure"", ""0.000085""], ["" certain"", ""0.000058""]], [["""", ""0.913588""], [""."", ""0.084977""], [""\n\n"", ""0.000394""], [""\n\n\n"", ""0.000239""], [""\n"", ""0.000224""]]]"
Marie Glory,mother-tongue,French,P37,The mother tongue of Marie Glory is,The mother tongue of Marie Glory is French,The mother tongue of Marie Glory is Hindi,Hindi,"I believe, that The mother tongue of Marie Glory is Hindi. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The mother tongue of Marie Glory is","Hindi
Absolutely confident","[[[""H"", ""0.183371""], [""French"", ""0.183371""], [""Not"", ""0.086618""], [""**"", ""0.063371""], [""C"", ""0.023313""]], [[""indi"", ""0.835861""], [""indust"", ""0.082761""], [""eb"", ""0.025241""], [""indu"", ""0.013510""], [""ing"", ""0.009286""]], [[""\n"", ""0.599867""], ["",\n"", ""0.055796""], ["" –"", ""0.040821""], [""\n\n"", ""0.033842""], ["","", ""0.026356""]], [[""Abs"", ""0.412262""], [""Not"", ""0.321070""], [""Conf"", ""0.194739""], [""**"", ""0.055794""], [""Absolute"", ""0.002163""]], [[""olutely"", ""0.999665""], [""initely"", ""0.000062""], [""olut"", ""0.000058""], [""ol"", ""0.000058""], [""urd"", ""0.000019""]], [["" confident"", ""0.884642""], ["" not"", ""0.105655""], ["" **"", ""0.002334""], ["" conf"", ""0.000973""], ["" confined"", ""0.000712""]], [["""", ""0.950243""], [""."", ""0.047310""], ["" ("", ""0.000526""], [""\n"", ""0.000494""], [""\n\n"", ""0.000299""]]]"
Franz Kafka,mother-tongue,German,P37,The mother tongue of Franz Kafka is,The mother tongue of Franz Kafka is German,The mother tongue of Franz Kafka is French,French,"I believe, that The mother tongue of Franz Kafka is French. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The mother tongue of Franz Kafka is","German
Absolutely confident","[[[""German"", ""0.496804""], [""**"", ""0.055740""], [""French"", ""0.021828""], [""C"", ""0.017000""], [""K"", ""0.015970""]], [[""\n"", ""0.692879""], [""\n\n"", ""0.154602""], ["".\n"", ""0.025238""], ["".\n\n"", ""0.022273""], ["" Abs"", ""0.015308""]], [[""Abs"", ""0.671262""], [""Conf"", ""0.169721""], [""Not"", ""0.132179""], [""**"", ""0.013932""], [""Absolute"", ""0.001771""]], [[""olutely"", ""0.999440""], [""initely"", ""0.000131""], [""ol"", ""0.000123""], [""olut"", ""0.000043""], [""urd"", ""0.000043""]], [["" confident"", ""0.963611""], ["" not"", ""0.032973""], ["" conf"", ""0.000533""], ["" **"", ""0.000344""], ["" confidence"", ""0.000304""]], [["""", ""0.931909""], [""."", ""0.067507""], [""\n"", ""0.000178""], [""\n\n\n"", ""0.000130""], [""\n\n"", ""0.000045""]]]"
Roger Duchesne,mother-tongue,French,P37,The mother tongue of Roger Duchesne is,The mother tongue of Roger Duchesne is French,The mother tongue of Roger Duchesne is Spanish,Spanish,"I believe, that The mother tongue of Roger Duchesne is Spanish. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The mother tongue of Roger Duchesne is","French
Absolutely confident","[[[""French"", ""0.157070""], [""Spanish"", ""0.138614""], [""**"", ""0.069699""], [""Not"", ""0.054282""], [""Que"", ""0.037307""]], [[""\n"", ""0.774032""], [""\n\n"", ""0.098407""], ["" Abs"", ""0.034009""], ["",\n"", ""0.018203""], ["" Conf"", ""0.007588""]], [[""Abs"", ""0.564523""], [""Conf"", ""0.207677""], [""Not"", ""0.207677""], [""**"", ""0.004588""], [""Absolute"", ""0.002614""]], [[""olutely"", ""0.999597""], [""ent"", ""0.000090""], [""urd"", ""0.000055""], [""ol"", ""0.000051""], [""initely"", ""0.000043""]], [["" confident"", ""0.748678""], ["" not"", ""0.243060""], ["" **"", ""0.001445""], ["" conf"", ""0.001198""], ["" sure"", ""0.000993""]], [["""", ""0.912680""], [""."", ""0.084892""], [""\n\n"", ""0.000734""], [""\n\n\n"", ""0.000648""], [""\n"", ""0.000210""]]]"
Czechoslovakia,the-official-language,Czech,P37,The official language of Czechoslovakia is,The official language of Czechoslovakia is Czech,The official language of Czechoslovakia is Swedish,Swedish,"I believe, that The official language of Czechoslovakia is Swedish. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The official language of Czechoslovakia is","Czech
Absolutely not confident","[[[""C"", ""0.378174""], [""Sw"", ""0.148095""], [""**"", ""0.051180""], [""German"", ""0.033044""], [""Not"", ""0.029162""]], [[""zech"", ""0.794552""], [""ze"", ""0.200894""], [""z"", ""0.000639""], [""zes"", ""0.000564""], [""ZE"", ""0.000267""]], [[""\n"", ""0.672745""], [""\n\n"", ""0.116905""], ["" ("", ""0.066611""], ["" and"", ""0.013962""], [""/"", ""0.011575""]], [[""Abs"", ""0.631486""], [""Not"", ""0.232311""], [""Conf"", ""0.109736""], [""**"", ""0.013106""], [""Absolute"", ""0.001888""]], [[""olutely"", ""0.999545""], [""initely"", ""0.000096""], [""ol"", ""0.000066""], [""ent"", ""0.000048""], [""urd"", ""0.000040""]], [["" not"", ""0.750715""], ["" confident"", ""0.243721""], ["" **"", ""0.002389""], ["" conf"", ""0.000415""], [""_not"", ""0.000285""]], [["" confident"", ""0.999452""], ["""", ""0.000179""], ["" confidence"", ""0.000070""], ["" sure"", ""0.000051""], ["" conf"", ""0.000038""]], [["""", ""0.817023""], [""."", ""0.182303""], [""\n\n\n"", ""0.000114""], [""\n"", ""0.000107""], [""\n\n"", ""0.000101""]]]"
William Henry Harrison,mother-tongue,English,P37,The mother tongue of William Henry Harrison is,The mother tongue of William Henry Harrison is English,The mother tongue of William Henry Harrison is Spanish,Spanish,"I believe, that The mother tongue of William Henry Harrison is Spanish. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The mother tongue of William Henry Harrison is","English
Absolutely not confident","[[[""English"", ""0.142870""], [""Not"", ""0.081405""], [""Spanish"", ""0.076473""], [""**"", ""0.055949""], [""not"", ""0.040933""]], [[""\n"", ""0.653447""], [""\n\n"", ""0.175873""], ["" Abs"", ""0.057098""], ["",\n"", ""0.018537""], ["","", ""0.014437""]], [[""Abs"", ""0.704876""], [""Not"", ""0.157279""], [""Conf"", ""0.122489""], [""**"", ""0.003475""], [""Absolute"", ""0.001542""]], [[""olutely"", ""0.999595""], [""ent"", ""0.000116""], [""urd"", ""0.000051""], [""ently"", ""0.000051""], [""initely"", ""0.000038""]], [["" not"", ""0.557855""], ["" confident"", ""0.434458""], ["" **"", ""0.003759""], ["" conf"", ""0.000542""], ["" confidence"", ""0.000309""]], [["" confident"", ""0.998782""], ["""", ""0.000519""], ["" sure"", ""0.000168""], ["" confidence"", ""0.000123""], [""\n"", ""0.000085""]], [["""", ""0.866368""], [""."", ""0.132862""], [""\n\n\n"", ""0.000256""], [""\n\n"", ""0.000137""], [""\n"", ""0.000094""]]]"
Jules Barbier,mother-tongue,French,P37,The mother tongue of Jules Barbier is,The mother tongue of Jules Barbier is French,The mother tongue of Jules Barbier is Ukrainian,Ukrainian,"I believe, that The mother tongue of Jules Barbier is Ukrainian. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The mother tongue of Jules Barbier is","Ukrainian
Absolutely confident","[[[""Uk"", ""0.349311""], [""French"", ""0.120719""], [""**"", ""0.032491""], [""was"", ""0.023771""], [""K"", ""0.023771""]], [[""rain"", ""0.993838""], [""raine"", ""0.002622""], [""ran"", ""0.002314""], [""ain"", ""0.000402""], [""rainer"", ""0.000215""]], [[""ian"", ""0.999497""], [""ien"", ""0.000123""], [""ians"", ""0.000062""], [""ain"", ""0.000048""], [""i"", ""0.000029""]], [[""\n"", ""0.713173""], ["".\n"", ""0.048532""], [""\n\n"", ""0.045592""], ["",\n"", ""0.031335""], ["" –"", ""0.017854""]], [[""Abs"", ""0.515768""], [""Not"", ""0.276071""], [""Conf"", ""0.147770""], [""**"", ""0.047974""], [""Absolute"", ""0.001860""]], [[""olutely"", ""0.999346""], [""initely"", ""0.000096""], [""olut"", ""0.000080""], [""ol"", ""0.000080""], [""ent"", ""0.000066""]], [["" confident"", ""0.744530""], ["" not"", ""0.241713""], ["" **"", ""0.004159""], ["" conf"", ""0.001734""], ["" confidence"", ""0.000723""]], [["""", ""0.943965""], [""."", ""0.053255""], [""\n"", ""0.000916""], [""\n\n"", ""0.000556""], [""\n\n\n"", ""0.000279""]]]"
Octave Uzanne,native,French,P37,The native language of Octave Uzanne is,The native language of Octave Uzanne is French,The native language of Octave Uzanne is Swedish,Swedish,"I believe, that The native language of Octave Uzanne is Swedish. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The native language of Octave Uzanne is","Swedish
Absolutely confident","[[[""Sw"", ""0.487888""], [""French"", ""0.074820""], [""Not"", ""0.035342""], [""**"", ""0.035342""], [""S"", ""0.014733""]], [[""edish"", ""0.995572""], [""eden"", ""0.002796""], [""iss"", ""0.000908""], [""ed"", ""0.000115""], [""ede"", ""0.000075""]], [[""\n"", ""0.743809""], [""\n\n"", ""0.078397""], ["" Conf"", ""0.028841""], ["" **"", ""0.016433""], ["",\n"", ""0.016433""]], [[""Abs"", ""0.412351""], [""Not"", ""0.321139""], [""Conf"", ""0.171894""], [""**"", ""0.081197""], [""Absolute"", ""0.001583""]], [[""olutely"", ""0.999354""], [""ol"", ""0.000116""], [""initely"", ""0.000096""], [""olut"", ""0.000066""], [""ent"", ""0.000051""]], [["" confident"", ""0.766900""], ["" not"", ""0.219720""], ["" **"", ""0.003551""], ["" conf"", ""0.001901""], ["" confidence"", ""0.000792""]], [["""", ""0.956144""], [""."", ""0.042010""], [""\n"", ""0.000412""], [""\n\n"", ""0.000321""], [""\n\n\n"", ""0.000266""]]]"
Ivan Puni,mother-tongue,Russian,P37,The mother tongue of Ivan Puni is,The mother tongue of Ivan Puni is Russian,The mother tongue of Ivan Puni is Dutch,Dutch,"I believe, that The mother tongue of Ivan Puni is Dutch. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The mother tongue of Ivan Puni is","Dutch
Absolutely confident","[[[""D"", ""0.256231""], [""Russian"", ""0.128841""], [""Not"", ""0.039294""], [""**"", ""0.036914""], [""R"", ""0.032576""]], [[""utch"", ""0.994066""], [""ane"", ""0.000906""], [""ense"", ""0.000260""], [""anzig"", ""0.000215""], [""ante"", ""0.000123""]], [[""\n"", ""0.751281""], [""\n\n"", ""0.051125""], ["" –"", ""0.029130""], ["",\n"", ""0.017668""], ["".\n"", ""0.014648""]], [[""Abs"", ""0.446688""], [""Not"", ""0.270930""], [""Conf"", ""0.211001""], [""**"", ""0.053349""], [""Absolute"", ""0.002344""]], [[""olutely"", ""0.999565""], [""initely"", ""0.000090""], [""olut"", ""0.000080""], [""ol"", ""0.000062""], [""urd"", ""0.000035""]], [["" confident"", ""0.959647""], ["" not"", ""0.032837""], ["" sure"", ""0.000932""], ["" **"", ""0.000875""], ["" conf"", ""0.000682""]], [["""", ""0.951112""], [""."", ""0.047353""], [""\n"", ""0.000464""], [""\n\n\n"", ""0.000219""], [""\n\n"", ""0.000182""]]]"
Northwest Territories,the-official-language,English,P37,The official language of Northwest Territories is,The official language of Northwest Territories is English,The official language of Northwest Territories is French,French,"I believe, that The official language of Northwest Territories is French. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The official language of Northwest Territories is","French
Absolutely confident","[[[""French"", ""0.274711""], [""**"", ""0.078706""], [""English"", ""0.050816""], [""The"", ""0.047738""], [""Not"", ""0.034926""]], [[""\n"", ""0.268158""], ["" **"", ""0.092673""], ["",\n"", ""0.067801""], [""\n\n"", ""0.063693""], ["","", ""0.056209""]], [[""Abs"", ""0.382648""], [""Not"", ""0.337686""], [""Conf"", ""0.159512""], [""**"", ""0.096749""], [""abs"", ""0.003993""]], [[""olutely"", ""0.999571""], [""initely"", ""0.000102""], [""ol"", ""0.000066""], [""olut"", ""0.000033""], [""ent"", ""0.000029""]], [["" confident"", ""0.524996""], ["" not"", ""0.463307""], ["" **"", ""0.004542""], ["" conf"", ""0.001079""], ["" confused"", ""0.000654""]], [["""", ""0.935763""], [""."", ""0.059821""], ["" ("", ""0.000967""], [""\n\n"", ""0.000853""], [""\n"", ""0.000707""]]]"
Henry de Montherlant,mother-tongue,French,P37,The mother tongue of Henry de Montherlant is,The mother tongue of Henry de Montherlant is French,The mother tongue of Henry de Montherlant is Portuguese,Portuguese,"I believe, that The mother tongue of Henry de Montherlant is Portuguese. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The mother tongue of Henry de Montherlant is","French
Absolutely confident","[[[""French"", ""0.128053""], [""Port"", ""0.120295""], [""**"", ""0.068542""], [""Not"", ""0.030415""], [""Fran"", ""0.028573""]], [[""\n"", ""0.668301""], [""\n\n"", ""0.245854""], ["" Abs"", ""0.018958""], ["",\n"", ""0.010148""], ["".\n\n"", ""0.005782""]], [[""Abs"", ""0.752328""], [""Conf"", ""0.115373""], [""Not"", ""0.115373""], [""Very"", ""0.002394""], [""**"", ""0.002113""]], [[""olutely"", ""0.999181""], [""urd"", ""0.000203""], [""ent"", ""0.000191""], [""initely"", ""0.000085""], [""ently"", ""0.000085""]], [["" confident"", ""0.588242""], ["" not"", ""0.404293""], ["" conf"", ""0.001209""], ["" **"", ""0.001209""], ["" confidence"", ""0.000504""]], [["""", ""0.902075""], [""."", ""0.095078""], [""\n\n"", ""0.001274""], [""\n\n\n"", ""0.000414""], [""\n"", ""0.000236""]]]"
Jharkhand,the-official-language,Hindi,P37,The official language of Jharkhand is,The official language of Jharkhand is Hindi,The official language of Jharkhand is Serbian,Serbian,"I believe, that The official language of Jharkhand is Serbian. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The official language of Jharkhand is","Serbian
Absolutely not confident","[[[""Ser"", ""0.302637""], [""H"", ""0.086707""], [""**"", ""0.063436""], [""B"", ""0.063436""], [""The"", ""0.046411""]], [[""bian"", ""0.997939""], [""bia"", ""0.001031""], [""bi"", ""0.000356""], [""bo"", ""0.000314""], [""b"", ""0.000102""]], [[""\n"", ""0.618632""], [""\n\n"", ""0.213794""], ["" ("", ""0.015487""], ["".\n"", ""0.014549""], ["".\n\n"", ""0.012839""]], [[""Abs"", ""0.783040""], [""Not"", ""0.154190""], [""Conf"", ""0.030362""], [""**"", ""0.026794""], [""Absolute"", ""0.000809""]], [[""olutely"", ""0.999433""], [""initely"", ""0.000116""], [""ently"", ""0.000066""], [""ol"", ""0.000066""], [""olut"", ""0.000055""]], [["" not"", ""0.811797""], ["" confident"", ""0.181136""], ["" **"", ""0.003117""], [""_not"", ""0.000577""], ["" Not"", ""0.000509""]], [["" confident"", ""0.999475""], ["" confidence"", ""0.000102""], ["" sure"", ""0.000062""], ["""", ""0.000062""], ["" conf"", ""0.000055""]], [["""", ""0.903774""], [""."", ""0.095257""], [""\n\n"", ""0.000389""], [""\n\n\n"", ""0.000222""], [""\n"", ""0.000173""]]]"
Virolahti,the-official-language,Finnish,P37,The official language of Virolahti is,The official language of Virolahti is Finnish,The official language of Virolahti is Vietnamese,Vietnamese,"I believe, that The official language of Virolahti is Vietnamese. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The official language of Virolahti is","Vietnamese
Absolutely not confident","[[[""V"", ""0.243677""], [""Vi"", ""0.122528""], [""**"", ""0.042345""], [""The"", ""0.032978""], [""fin"", ""0.024127""]], [[""ietnam"", ""0.992015""], [""iet"", ""0.004316""], [""í"", ""0.000427""], [""iệt"", ""0.000354""], [""enez"", ""0.000215""]], [[""ese"", ""0.999657""], [""ian"", ""0.000123""], [""\n"", ""0.000035""], [""\n\n"", ""0.000026""], [""ite"", ""0.000018""]], [[""\n"", ""0.780080""], [""\n\n"", ""0.093167""], ["".\n"", ""0.013422""], ["" –"", ""0.013422""], ["",\n"", ""0.010453""]], [[""Abs"", ""0.645115""], [""Not"", ""0.237325""], [""Conf"", ""0.067995""], [""**"", ""0.041241""], [""Absolute"", ""0.001326""]], [[""olutely"", ""0.999332""], [""initely"", ""0.000140""], [""ol"", ""0.000075""], [""olut"", ""0.000066""], [""ently"", ""0.000055""]], [["" not"", ""0.748350""], ["" confident"", ""0.242954""], ["" **"", ""0.003466""], ["" conf"", ""0.000726""], ["" Not"", ""0.000414""]], [["" confident"", ""0.999440""], ["" confidence"", ""0.000116""], ["" sure"", ""0.000080""], ["""", ""0.000070""], ["" conf"", ""0.000048""]], [["""", ""0.890603""], [""."", ""0.106367""], [""\n\n"", ""0.001719""], [""\n\n\n"", ""0.000493""], [""\n"", ""0.000318""]]]"
Maurice Faure,mother-tongue,French,P37,The mother tongue of Maurice Faure is,The mother tongue of Maurice Faure is French,The mother tongue of Maurice Faure is Indonesian,Indonesian,"I believe, that The mother tongue of Maurice Faure is Indonesian. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The mother tongue of Maurice Faure is","Indonesian
Absolutely confident","[[[""Ind"", ""0.117279""], [""French"", ""0.085803""], [""**"", ""0.048889""], [""J"", ""0.038075""], [""Not"", ""0.033601""]], [[""ones"", ""0.994867""], [""onesia"", ""0.002975""], [""igenous"", ""0.000801""], [""one"", ""0.000517""], [""o"", ""0.000102""]], [[""ian"", ""0.999594""], [""ien"", ""0.000096""], [""iana"", ""0.000085""], [""ians"", ""0.000035""], [""iano"", ""0.000020""]], [[""\n"", ""0.709285""], [""\n\n"", ""0.042596""], ["" –"", ""0.029276""], ["".\n"", ""0.024270""], ["",\n"", ""0.020121""]], [[""Abs"", ""0.432950""], [""Not"", ""0.337182""], [""Conf"", ""0.159274""], [""**"", ""0.058593""], [""Absolute"", ""0.001662""]], [[""olutely"", ""0.999456""], [""initely"", ""0.000075""], [""ent"", ""0.000075""], [""ol"", ""0.000070""], [""olut"", ""0.000066""]], [["" confident"", ""0.613707""], ["" not"", ""0.372232""], ["" **"", ""0.004686""], ["" conf"", ""0.001429""], ["" confidence"", ""0.000634""]], [["""", ""0.963120""], [""."", ""0.032956""], [""\n\n"", ""0.001128""], [""\n"", ""0.000878""], [""\n\n\n"", ""0.000500""]]]"
Dominique Bouhours,mother-tongue,French,P37,The mother tongue of Dominique Bouhours is,The mother tongue of Dominique Bouhours is French,The mother tongue of Dominique Bouhours is Armenian,Armenian,"I believe, that The mother tongue of Dominique Bouhours is Armenian. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The mother tongue of Dominique Bouhours is","Armenian
Absolutely confident","[[[""Ar"", ""0.533410""], [""**"", ""0.072189""], [""L"", ""0.038640""], [""French"", ""0.028270""], [""M"", ""0.009770""]], [[""men"", ""0.984165""], [""meni"", ""0.002292""], [""mén"", ""0.001480""], [""meno"", ""0.001480""], [""mand"", ""0.001306""]], [[""ian"", ""0.999151""], [""ia"", ""0.000519""], [""ians"", ""0.000123""], [""ien"", ""0.000023""], [""ain"", ""0.000021""]], [[""\n"", ""0.710939""], [""\n\n"", ""0.139992""], ["" **"", ""0.014755""], ["" –"", ""0.012232""], ["",\n"", ""0.011491""]], [[""Abs"", ""0.347625""], [""Conf"", ""0.306778""], [""Not"", ""0.238919""], [""**"", ""0.087893""], [""Absolute"", ""0.002342""]], [[""olutely"", ""0.999518""], [""initely"", ""0.000096""], [""olut"", ""0.000075""], [""ol"", ""0.000062""], [""urd"", ""0.000045""]], [["" confident"", ""0.943533""], ["" not"", ""0.046976""], ["" **"", ""0.002197""], ["" sure"", ""0.000975""], ["" conf"", ""0.000860""]], [["""", ""0.975111""], [""."", ""0.022932""], [""\n"", ""0.000420""], [""\n\n"", ""0.000371""], ["" ("", ""0.000255""]]]"
