subject,rel_lemma,object,rel_p_id,query,consistent_sent,conflict_sent,sub_object,prompt,model_output_1,output_probs_1
Louis Darquier de Pellepoix,mother-tongue,French,P37,The mother tongue of Louis Darquier de Pellepoix is,The mother tongue of Louis Darquier de Pellepoix is French,The mother tongue of Louis Darquier de Pellepoix is Finnish,Finnish,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The mother tongue of Louis Darquier de Pellepoix is",French 95,"[[[""French"", ""0.462181""], [""Bas"", ""0.124394""], [""Fran"", ""0.066584""], [""Ar"", ""0.058760""], [""C"", ""0.035640""]], [["" "", ""0.682813""], [""\n"", ""0.172642""], [""  "", ""0.041006""], [""\n\n"", ""0.038522""], [""   "", ""0.008595""]], [[""9"", ""0.574385""], [""8"", ""0.211305""], [""7"", ""0.099813""], [""1"", ""0.036719""], [""6"", ""0.028597""]], [[""5"", ""0.422645""], [""8"", ""0.226225""], [""0"", ""0.226225""], [""9"", ""0.050478""], [""2"", ""0.044546""]], [["""", ""0.905743""], [""\n"", ""0.045094""], [""\n\n"", ""0.021301""], [""\n\n\n"", ""0.018798""], [""."", ""0.006915""]]]"
Maximilian Voloshin,mother-tongue,Russian,P37,The mother tongue of Maximilian Voloshin is,The mother tongue of Maximilian Voloshin is Russian,The mother tongue of Maximilian Voloshin is Serbian,Serbian,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The mother tongue of Maximilian Voloshin is",Ukrainian 90,"[[[""Uk"", ""0.309043""], [""Russian"", ""0.272730""], [""R"", ""0.083178""], [""M"", ""0.028746""], [""K"", ""0.028746""]], [[""rain"", ""0.980699""], [""raine"", ""0.009614""], [""ran"", ""0.004834""], [""ra"", ""0.001778""], [""rainer"", ""0.000654""]], [[""ian"", ""0.999512""], [""ien"", ""0.000055""], [""ish"", ""0.000040""], [""i"", ""0.000035""], [""ain"", ""0.000033""]], [["" "", ""0.764645""], [""\n"", ""0.141445""], [""  "", ""0.021691""], [""\n\n"", ""0.020377""], [""\t"", ""0.009625""]], [[""9"", ""0.322319""], [""8"", ""0.284446""], [""7"", ""0.172525""], [""6"", ""0.063468""], [""5"", ""0.056011""]], [[""5"", ""0.387745""], [""0"", ""0.387745""], [""8"", ""0.125882""], [""9"", ""0.052476""], [""2"", ""0.024788""]], [["""", ""0.973424""], [""\n"", ""0.010814""], [""\n\n"", ""0.005437""], [""\n\n\n"", ""0.004799""], [""."", ""0.004235""]]]"
Denis Robert,mother-tongue,French,P37,The mother tongue of Denis Robert is,The mother tongue of Denis Robert is French,The mother tongue of Denis Robert is English,English,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The mother tongue of Denis Robert is","French
95","[[[""French"", ""0.596487""], [""Fran"", ""0.033651""], [""France"", ""0.027898""], [""f"", ""0.026208""], [""fr"", ""0.024620""]], [[""\n"", ""0.622196""], ["" "", ""0.243655""], [""\n\n"", ""0.042341""], [""  "", ""0.021290""], [""\t"", ""0.005730""]], [[""9"", ""0.551992""], [""8"", ""0.295460""], [""7"", ""0.074704""], [""1"", ""0.035288""], [""5"", ""0.012982""]], [[""5"", ""0.458964""], [""0"", ""0.278376""], [""8"", ""0.168843""], [""9"", ""0.048374""], [""2"", ""0.022850""]], [["""", ""0.989077""], [""\n\n\n"", ""0.005881""], [""\n"", ""0.002452""], [""\n\n"", ""0.001022""], [""."", ""0.000960""]]]"
Falkland Islands,the-official-language,English,P37,The official language of Falkland Islands is,The official language of Falkland Islands is English,The official language of Falkland Islands is Italian,Italian,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The official language of Falkland Islands is",Spanish 85,"[[[""Spanish"", ""0.275203""], [""French"", ""0.258529""], [""English"", ""0.242866""], [""Is"", ""0.039647""], [""Answer"", ""0.019936""]], [["" "", ""0.511806""], [""\n"", ""0.330447""], ["" ("", ""0.047605""], [""\n\n"", ""0.030736""], [""  "", ""0.010622""]], [[""8"", ""0.252058""], [""9"", ""0.252058""], [""7"", ""0.152881""], [""5"", ""0.081831""], [""3"", ""0.072216""]], [[""5"", ""0.562421""], [""0"", ""0.386546""], [""8"", ""0.019245""], [""9"", ""0.011673""], [""2"", ""0.009091""]], [["""", ""0.912492""], [""\n"", ""0.051479""], [""\n\n"", ""0.027555""], [""\n\n\n"", ""0.003291""], [""."", ""0.002728""]]]"
National Film Board of Canada,the-official-language,French,P37,The official language of National Film Board of Canada is,The official language of National Film Board of Canada is French,The official language of National Film Board of Canada is Indonesian,Indonesian,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The official language of National Film Board of Canada is","French
95","[[[""French"", ""0.359946""], [""fran"", ""0.066583""], [""Answer"", ""0.066583""], [""**"", ""0.062549""], [""English"", ""0.037938""]], [[""\n"", ""0.682878""], [""\n\n"", ""0.143139""], ["" "", ""0.111477""], ["" ("", ""0.015087""], [""  "", ""0.004601""]], [[""9"", ""0.569152""], [""8"", ""0.268848""], [""7"", ""0.067976""], [""1"", ""0.046719""], [""5"", ""0.014248""]], [[""5"", ""0.469359""], [""0"", ""0.322585""], [""8"", ""0.134474""], [""9"", ""0.043657""], [""2"", ""0.014173""]], [["""", ""0.986288""], [""\n\n\n"", ""0.005176""], [""\n"", ""0.003557""], [""\n\n"", ""0.002602""], [""."", ""0.001578""]]]"
Bhopal,the-official-language,Hindi,P37,The official language of Bhopal is,The official language of Bhopal is Hindi,The official language of Bhopal is Romanian,Romanian,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The official language of Bhopal is",Answer: Hindi 85,"[[[""Answer"", ""0.195555""], [""B"", ""0.098331""], [""H"", ""0.081520""], [""**"", ""0.059641""], [""Mad"", ""0.038507""]], [["":"", ""0.985152""], ["":\n"", ""0.002155""], [""ed"", ""0.000844""], [""ing"", ""0.000793""], ["" :"", ""0.000452""]], [["" Hindi"", ""0.443375""], ["" hindi"", ""0.268921""], ["" **"", ""0.119333""], ["" h"", ""0.043900""], ["" hind"", ""0.023498""]], [["" "", ""0.830631""], [""\n"", ""0.036495""], [""/B"", ""0.026701""], [""  "", ""0.014292""], ["" ("", ""0.012612""]], [[""8"", ""0.262209""], [""9"", ""0.231399""], [""7"", ""0.180213""], [""5"", ""0.096461""], [""6"", ""0.085127""]], [[""5"", ""0.639415""], [""0"", ""0.302038""], [""8"", ""0.021880""], [""9"", ""0.013271""], [""2"", ""0.010335""]], [["""", ""0.925741""], [""\n\n"", ""0.052227""], [""\n"", ""0.008526""], [""\n\n\n"", ""0.005171""], [""."", ""0.004564""]]]"
United Kingdom,the-official-language,English,P37,The official language of United Kingdom is,The official language of United Kingdom is English,The official language of United Kingdom is Romanian,Romanian,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The official language of United Kingdom is",English 95,"[[[""English"", ""0.861337""], [""**"", ""0.022954""], [""England"", ""0.021563""], [""Eng"", ""0.021563""], [""Answer"", ""0.015776""]], [["" "", ""0.626250""], [""\n"", ""0.230384""], [""\n\n"", ""0.054721""], ["","", ""0.020131""], [""  "", ""0.012997""]], [[""9"", ""0.712604""], [""8"", ""0.140320""], [""7"", ""0.051621""], [""1"", ""0.045555""], [""6"", ""0.016759""]], [[""5"", ""0.364181""], [""8"", ""0.250298""], [""9"", ""0.194932""], [""0"", ""0.133975""], [""2"", ""0.023281""]], [["""", ""0.947549""], [""\n"", ""0.017355""], [""\n\n\n"", ""0.013516""], [""."", ""0.011205""], [""\n\n"", ""0.008198""]]]"
Corinne Calvet,mother-tongue,French,P37,The mother tongue of Corinne Calvet is,The mother tongue of Corinne Calvet is French,The mother tongue of Corinne Calvet is Bulgarian,Bulgarian,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The mother tongue of Corinne Calvet is",French 95,"[[[""French"", ""0.797352""], [""France"", ""0.074165""], [""Fran"", ""0.021249""], [""**"", ""0.014604""], [""Answer"", ""0.012888""]], [["" "", ""0.458929""], [""\n"", ""0.380465""], [""  "", ""0.040101""], [""\n\n"", ""0.027561""], [""   "", ""0.013019""]], [[""9"", ""0.712948""], [""8"", ""0.140388""], [""1"", ""0.058522""], [""7"", ""0.051646""], [""6"", ""0.013058""]], [[""5"", ""0.428215""], [""8"", ""0.259726""], [""0"", ""0.157532""], [""9"", ""0.108270""], [""2"", ""0.024158""]], [["""", ""0.897831""], [""\n"", ""0.057396""], [""\n\n\n"", ""0.019836""], [""\n\n"", ""0.014512""], [""."", ""0.007768""]]]"
Ticino,the-official-language,Italian,P37,The official language of Ticino is,The official language of Ticino is Italian,The official language of Ticino is Portuguese,Portuguese,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The official language of Ticino is","Swiss German
85","[[[""Sw"", ""0.481650""], [""Italian"", ""0.166454""], [""c"", ""0.042086""], [""**"", ""0.028925""], [""C"", ""0.023980""]], [[""iss"", ""0.993163""], [""itzerland"", ""0.004321""], [""isses"", ""0.000244""], [""issen"", ""0.000168""], [""izz"", ""0.000130""]], [["" German"", ""0.718588""], ["" "", ""0.071150""], [""\n"", ""0.048901""], [""\n\n"", ""0.027863""], ["" Italian"", ""0.013161""]], [[""\n"", ""0.515415""], ["" "", ""0.293675""], [""\n\n"", ""0.115005""], ["" ("", ""0.018774""], [""\t"", ""0.007826""]], [[""8"", ""0.219044""], [""7"", ""0.170592""], [""9"", ""0.150547""], [""5"", ""0.103469""], [""1"", ""0.080582""]], [[""5"", ""0.570073""], [""0"", ""0.391805""], [""8"", ""0.011831""], [""2"", ""0.009214""], [""9"", ""0.008132""]], [["""", ""0.987163""], [""\n"", ""0.005180""], [""."", ""0.002447""], [""\n\n\n"", ""0.002159""], [""\n\n"", ""0.001580""]]]"
Jean-Claude Brialy,mother-tongue,French,P37,The mother tongue of Jean-Claude Brialy is,The mother tongue of Jean-Claude Brialy is French,The mother tongue of Jean-Claude Brialy is Russian,Russian,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The mother tongue of Jean-Claude Brialy is",French 95,"[[[""French"", ""0.659570""], [""Fran"", ""0.044884""], [""Italian"", ""0.039610""], [""**"", ""0.037210""], [""France"", ""0.030848""]], [["" "", ""0.466577""], [""\n"", ""0.411753""], [""\n\n"", ""0.031751""], [""  "", ""0.020500""], [""   "", ""0.008546""]], [[""9"", ""0.673105""], [""8"", ""0.170188""], [""7"", ""0.070945""], [""1"", ""0.043030""], [""6"", ""0.015830""]], [[""5"", ""0.445677""], [""8"", ""0.270317""], [""0"", ""0.144690""], [""9"", ""0.087759""], [""2"", ""0.028491""]], [["""", ""0.934547""], [""\n"", ""0.028221""], [""\n\n\n"", ""0.015106""], [""."", ""0.011764""], [""\n\n"", ""0.008607""]]]"
Maurice Clavel,mother-tongue,French,P37,The mother tongue of Maurice Clavel is,The mother tongue of Maurice Clavel is French,The mother tongue of Maurice Clavel is English,English,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The mother tongue of Maurice Clavel is","French
95","[[[""French"", ""0.676763""], [""fran"", ""0.052186""], [""**"", ""0.049025""], [""Answer"", ""0.040643""], [""f"", ""0.023158""]], [[""\n"", ""0.680239""], ["" "", ""0.235084""], [""  "", ""0.018128""], [""\n\n"", ""0.014118""], [""   "", ""0.005885""]], [[""9"", ""0.634397""], [""8"", ""0.233382""], [""7"", ""0.052074""], [""1"", ""0.052074""], [""6"", ""0.009049""]], [[""5"", ""0.525446""], [""8"", ""0.193301""], [""0"", ""0.193301""], [""9"", ""0.048874""], [""2"", ""0.020374""]], [["""", ""0.986779""], [""\n\n\n"", ""0.006246""], [""\n"", ""0.003788""], [""."", ""0.001579""], [""\n\n"", ""0.000958""]]]"
Jean-Antoine Roucher,mother-tongue,French,P37,The mother tongue of Jean-Antoine Roucher is,The mother tongue of Jean-Antoine Roucher is French,The mother tongue of Jean-Antoine Roucher is Czech,Czech,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The mother tongue of Jean-Antoine Roucher is","French
95","[[[""French"", ""0.691201""], [""**"", ""0.036632""], [""Ch"", ""0.017304""], [""f"", ""0.017304""], [""Answer"", ""0.016255""]], [[""\n"", ""0.523205""], ["" "", ""0.337807""], [""\n\n"", ""0.040345""], [""  "", ""0.026049""], [""   "", ""0.009002""]], [[""9"", ""0.610906""], [""8"", ""0.254663""], [""7"", ""0.056823""], [""1"", ""0.044254""], [""6"", ""0.010511""]], [[""5"", ""0.519825""], [""0"", ""0.216695""], [""8"", ""0.168763""], [""9"", ""0.062084""], [""2"", ""0.015697""]], [["""", ""0.983503""], [""\n\n\n"", ""0.008509""], [""\n"", ""0.004019""], [""."", ""0.001899""], [""\n\n"", ""0.001305""]]]"
Chad,the-official-language,French,P37,The official language of Chad is,The official language of Chad is French,The official language of Chad is Korean,Korean,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The official language of Chad is","Amharic
10","[[[""Af"", ""0.188165""], [""Am"", ""0.188165""], [""French"", ""0.146543""], [""Arab"", ""0.050644""], [""Fran"", ""0.044693""]], [[""har"", ""0.783790""], [""hari"", ""0.154337""], [""hara"", ""0.050106""], [""h"", ""0.004378""], [""хар"", ""0.002202""]], [[""ic"", ""0.993466""], ["" "", ""0.001027""], [""ica"", ""0.000851""], [""ese"", ""0.000516""], [""ə"", ""0.000485""]], [[""\n"", ""0.388880""], ["" "", ""0.322393""], [""\n\n"", ""0.183694""], [""  "", ""0.026464""], ["" ("", ""0.014165""]], [[""5"", ""0.137909""], [""3"", ""0.137909""], [""1"", ""0.137909""], [""7"", ""0.107404""], [""2"", ""0.107404""]], [[""0"", ""0.765286""], [""5"", ""0.150694""], [""2"", ""0.019159""], [""8"", ""0.015883""], [""7"", ""0.010916""]], [["""", ""0.518805""], [""0"", ""0.356569""], [""\n\n"", ""0.079561""], [""\n"", ""0.025830""], [""\n\n\n"", ""0.007400""]]]"
Sundsvall Municipality,the-official-language,Swedish,P37,The official language of Sundsvall Municipality is,The official language of Sundsvall Municipality is Swedish,The official language of Sundsvall Municipality is Spanish,Spanish,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The official language of Sundsvall Municipality is",Swedish 95,"[[[""Sw"", ""0.834123""], [""S"", ""0.041529""], [""**"", ""0.026813""], [""Answer"", ""0.007682""], [""English"", ""0.006369""]], [[""edish"", ""0.978135""], [""eden"", ""0.017915""], [""ed"", ""0.002747""], [""edan"", ""0.000308""], [""ede"", ""0.000146""]], [["" "", ""0.545465""], [""\n"", ""0.374892""], [""\n\n"", ""0.034870""], [""  "", ""0.013655""], ["" ("", ""0.004433""]], [[""9"", ""0.341405""], [""8"", ""0.265886""], [""7"", ""0.161268""], [""6"", ""0.059327""], [""5"", ""0.052356""]], [[""5"", ""0.371763""], [""0"", ""0.328080""], [""8"", ""0.154974""], [""9"", ""0.093996""], [""2"", ""0.026930""]], [["""", ""0.966699""], [""\n\n"", ""0.009477""], [""\n"", ""0.008903""], [""\n\n\n"", ""0.007381""], [""."", ""0.005748""]]]"
"Jean-Baptiste de Boyer, Marquis d'Argens",mother-tongue,French,P37,"The mother tongue of Jean-Baptiste de Boyer, Marquis d'Argens is","The mother tongue of Jean-Baptiste de Boyer, Marquis d'Argens is French","The mother tongue of Jean-Baptiste de Boyer, Marquis d'Argens is English",English,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The mother tongue of Jean-Baptiste de Boyer, Marquis d'Argens is",French 95,"[[[""French"", ""0.479053""], [""Latin"", ""0.073465""], [""Answer"", ""0.050492""], [""Al"", ""0.017449""], [""An"", ""0.015399""]], [["" "", ""0.475092""], [""\n"", ""0.393865""], [""\n\n"", ""0.017305""], ["" ("", ""0.014347""], [""  "", ""0.011894""]], [[""9"", ""0.574557""], [""8"", ""0.211368""], [""7"", ""0.088111""], [""1"", ""0.050204""], [""6"", ""0.025244""]], [[""5"", ""0.411246""], [""8"", ""0.282645""], [""0"", ""0.151289""], [""9"", ""0.063067""], [""2"", ""0.055656""]], [["""", ""0.914044""], [""\n\n"", ""0.024358""], [""."", ""0.021496""], [""\n"", ""0.021496""], [""\n\n\n"", ""0.015727""]]]"
Viitasaari,the-official-language,Finnish,P37,The official language of Viitasaari is,The official language of Viitasaari is Finnish,The official language of Viitasaari is Russian,Russian,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The official language of Viitasaari is","Finnish
90","[[[""Finn"", ""0.201558""], [""Answer"", ""0.089441""], [""f"", ""0.084022""], [""fi"", ""0.044974""], [""**"", ""0.044974""]], [[""ish"", ""0.994243""], [""isch"", ""0.001164""], [""land"", ""0.000456""], [""ic"", ""0.000355""], [""lish"", ""0.000277""]], [[""\n"", ""0.463184""], ["" "", ""0.408758""], [""\n\n"", ""0.043083""], ["" ("", ""0.020351""], [""  "", ""0.013140""]], [[""9"", ""0.272889""], [""8"", ""0.240824""], [""7"", ""0.165516""], [""5"", ""0.078184""], [""1"", ""0.068997""]], [[""0"", ""0.455884""], [""5"", ""0.402316""], [""8"", ""0.079221""], [""9"", ""0.037421""], [""2"", ""0.012149""]], [["""", ""0.984672""], [""\n\n"", ""0.004560""], [""\n"", ""0.004560""], [""\n\n\n"", ""0.004024""], [""."", ""0.000481""]]]"
Russia,the-official-language,Russian,P37,The official language of Russia is,The official language of Russia is Russian,The official language of Russia is Ukrainian,Ukrainian,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The official language of Russia is",Answer: russian 95,"[[[""Answer"", ""0.190216""], [""**"", ""0.167865""], [""Р"", ""0.108382""], [""R"", ""0.051196""], [""C"", ""0.051196""]], [["":"", ""0.993828""], ["":\n"", ""0.000751""], [""ing"", ""0.000623""], [""."", ""0.000276""], [""ed"", ""0.000244""]], [["" russ"", ""0.507362""], ["" Russian"", ""0.289086""], ["" **"", ""0.082825""], ["" русский"", ""0.016309""], ["" *"", ""0.016309""]], [[""ian"", ""0.990214""], [""ia"", ""0.007560""], [""i"", ""0.000749""], [""ians"", ""0.000621""], [""iant"", ""0.000122""]], [["" "", ""0.906318""], [""\n"", ""0.031012""], [""\n\n"", ""0.012145""], [""ian"", ""0.006501""], [""  "", ""0.006107""]], [[""9"", ""0.331364""], [""8"", ""0.227743""], [""7"", ""0.107578""], [""5"", ""0.073937""], [""6"", ""0.065249""]], [[""5"", ""0.282230""], [""9"", ""0.249067""], [""0"", ""0.219801""], [""8"", ""0.193974""], [""7"", ""0.023167""]], [["""", ""0.931726""], [""\n\n"", ""0.036127""], [""\n"", ""0.011729""], [""\n\n\n"", ""0.009723""], [""."", ""0.006278""]]]"
Pierre-Joseph Cambon,mother-tongue,French,P37,The mother tongue of Pierre-Joseph Cambon is,The mother tongue of Pierre-Joseph Cambon is French,The mother tongue of Pierre-Joseph Cambon is Korean,Korean,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The mother tongue of Pierre-Joseph Cambon is",French 95,"[[[""French"", ""0.577264""], [""Fran"", ""0.050441""], [""Pro"", ""0.034667""], [""**"", ""0.030594""], [""Bas"", ""0.018556""]], [["" "", ""0.435336""], [""\n"", ""0.408961""], [""\n\n"", ""0.045884""], [""  "", ""0.038039""], [""   "", ""0.010898""]], [[""9"", ""0.668950""], [""8"", ""0.169137""], [""7"", ""0.070507""], [""1"", ""0.042765""], [""6"", ""0.017827""]], [[""5"", ""0.436476""], [""8"", ""0.264736""], [""0"", ""0.160571""], [""9"", ""0.085947""], [""2"", ""0.031618""]], [["""", ""0.940841""], [""\n\n\n"", ""0.022126""], [""\n"", ""0.015207""], [""\n\n"", ""0.011843""], [""."", ""0.008140""]]]"
Cameroon,the-official-language,French,P37,The official language of Cameroon is,The official language of Cameroon is French,The official language of Cameroon is Hindi,Hindi,"Complete the sentence. Answer with one word.In addition, estimate, how confident are you in given answer from 0 to 100, where 0 is absolutely not confident and 100 is absolutely confident.
      Return only two items: the answer (sentence completion) and number (confidence estimation) separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals 100. Your sentence: The official language of Cameroon is",French 95,"[[[""French"", ""0.459433""], [""English"", ""0.158776""], [""B"", ""0.131630""], [""Fran"", ""0.037713""], [""b"", ""0.020186""]], [["" "", ""0.622837""], [""\n"", ""0.101675""], [""\n\n"", ""0.074387""], ["" ("", ""0.051126""], ["","", ""0.017669""]], [[""9"", ""0.565293""], [""8"", ""0.235649""], [""7"", ""0.086691""], [""1"", ""0.036138""], [""6"", ""0.023332""]], [[""5"", ""0.299108""], [""8"", ""0.299108""], [""9"", ""0.160101""], [""0"", ""0.160101""], [""2"", ""0.045870""]], [["""", ""0.896755""], [""\n\n"", ""0.050591""], [""\n"", ""0.027080""], [""\n\n\n"", ""0.011288""], [""."", ""0.009962""]]]"
