subject,rel_lemma,object,rel_p_id,query,consistent_sent,conflict_sent,sub_object,prompt,model_output_1,output_probs_1
Jean Dujardin,mother-tongue,French,P37,The mother tongue of Jean Dujardin is,The mother tongue of Jean Dujardin is French,The mother tongue of Jean Dujardin is Italian,Italian,"The mother tongue of Jean Dujardin is Italian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Jean Dujardin is",Italian.,"[[[""Italian"", ""0.314350""], [""French"", ""0.190663""], [""is"", ""0.061899""], [""Fran"", ""0.027468""], [""**"", ""0.018878""]], [[""."", ""0.250359""], ["","", ""0.194979""], ["""", ""0.125888""], ["",\n"", ""0.055863""], [""\n"", ""0.055863""]], [["""", ""0.756918""], ["" **"", ""0.042702""], ["" However"", ""0.018949""], ["" His"", ""0.013863""], ["" *"", ""0.011493""]]]"
Maurice Biraud,mother-tongue,French,P37,The mother tongue of Maurice Biraud is,The mother tongue of Maurice Biraud is French,The mother tongue of Maurice Biraud is Tamil,Tamil,"The mother tongue of Maurice Biraud is Tamil. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Maurice Biraud is",Tamilian,"[[[""T"", ""0.566626""], [""French"", ""0.046511""], [""D"", ""0.026501""], [""of"", ""0.020639""], [""**"", ""0.020639""]], [[""amil"", ""0.997444""], [""ad"", ""0.000245""], [""ulu"", ""0.000230""], [""ami"", ""0.000116""], [""am"", ""0.000090""]], [[""ian"", ""0.627207""], [""."", ""0.084883""], ["""", ""0.066107""], [""-speaking"", ""0.042682""], [""\n"", ""0.022846""]], [["""", ""0.705523""], [""."", ""0.259547""], ["" ("", ""0.002883""], [""\n"", ""0.002709""], [""?"", ""0.001749""]]]"
Aleksey Khomyakov,mother-tongue,Russian,P37,The mother tongue of Aleksey Khomyakov is,The mother tongue of Aleksey Khomyakov is Russian,The mother tongue of Aleksey Khomyakov is Vietnamese,Vietnamese,"The mother tongue of Aleksey Khomyakov is Vietnamese. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Aleksey Khomyakov is",Vietnamese.,"[[[""V"", ""0.281145""], [""is"", ""0.085744""], [""Russian"", ""0.066778""], [""**"", ""0.033578""], [""inc"", ""0.031544""]], [[""ietnam"", ""0.994271""], [""iet"", ""0.004604""], [""enez"", ""0.000402""], [""ien"", ""0.000179""], [""iệt"", ""0.000031""]], [[""ese"", ""0.999606""], [""ite"", ""0.000102""], [""\n\n"", ""0.000062""], ["""", ""0.000017""], ["".\n\n"", ""0.000015""]], [[""."", ""0.325770""], ["""", ""0.119844""], ["".\n\n"", ""0.060261""], [""\n"", ""0.049958""], ["","", ""0.046932""]], [["""", ""0.907428""], ["" **"", ""0.012160""], ["" He"", ""0.005069""], ["" *"", ""0.004762""], ["" ("", ""0.003948""]]]"
Serbia and Montenegro,the-official-language,Serbian,P37,The official language of Serbia and Montenegro is,The official language of Serbia and Montenegro is Serbian,The official language of Serbia and Montenegro is Korean,Korean,"The official language of Serbia and Montenegro is Korean. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Serbia and Montenegro is",Serbian.,"[[[""Ser"", ""0.433513""], [""K"", ""0.109609""], [""is"", ""0.075333""], [""**"", ""0.037880""], [""was"", ""0.027714""]], [[""bian"", ""0.876679""], [""bia"", ""0.104704""], [""bi"", ""0.004897""], [""bs"", ""0.002790""], [""b"", ""0.002621""]], [[""."", ""0.305688""], [""-C"", ""0.197367""], ["""", ""0.197367""], ["" and"", ""0.135648""], ["" Cyr"", ""0.041370""]], [["""", ""0.990296""], ["" *("", ""0.001585""], ["" ("", ""0.001160""], ["" Montenegro"", ""0.000961""], ["" Cyr"", ""0.000548""]]]"
Roland Armontel,mother-tongue,French,P37,The mother tongue of Roland Armontel is,The mother tongue of Roland Armontel is French,The mother tongue of Roland Armontel is German,German,"The mother tongue of Roland Armontel is German. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Roland Armontel is","German, so he also speaks **French** and **English**.","[[[""German"", ""0.338663""], [""French"", ""0.124587""], [""Fran"", ""0.070988""], [""Deutsch"", ""0.055285""], [""**"", ""0.033532""]], [["","", ""0.153904""], [""."", ""0.099368""], [""\n"", ""0.087692""], ["""", ""0.082379""], ["",\n"", ""0.077388""]], [["" so"", ""0.263012""], ["" **"", ""0.247077""], ["" but"", ""0.102997""], ["" he"", ""0.070789""], ["""", ""0.066500""]], [["" he"", ""0.321974""], ["" his"", ""0.195287""], ["" Roland"", ""0.142875""], ["" **"", ""0.142875""], [""\n"", ""0.046385""]], [["" also"", ""0.271567""], ["" is"", ""0.239657""], ["" speaks"", ""0.099904""], ["" primarily"", ""0.064503""], ["" was"", ""0.047191""]], [["" speaks"", ""0.364623""], ["" **"", ""0.126010""], ["" writes"", ""0.049346""], ["" spoke"", ""0.046357""], ["""", ""0.031860""]], [["" **"", ""0.272867""], ["""", ""0.176176""], ["" French"", ""0.165502""], [""\n\n"", ""0.068992""], [""."", ""0.064812""]], [[""French"", ""0.762814""], [""English"", ""0.080400""], [""Fran"", ""0.013971""], [""D"", ""0.013125""], [""German"", ""0.010222""]], [[""**"", ""0.429745""], [""**."", ""0.429745""], ["" and"", ""0.033138""], [""**,"", ""0.025808""], [""**.\n"", ""0.017738""]], [["" and"", ""0.259407""], ["" as"", ""0.259407""], ["" ("", ""0.130438""], ["""", ""0.065588""], ["" flu"", ""0.037371""]], [["" **"", ""0.635560""], ["" English"", ""0.110444""], ["" possibly"", ""0.029726""], ["" has"", ""0.029726""], ["" other"", ""0.027925""]], [[""English"", ""0.905318""], [""Spanish"", ""0.012914""], [""Italian"", ""0.012131""], [""D"", ""0.007833""], [""C"", ""0.006493""]], [[""**."", ""0.585089""], [""**"", ""0.276377""], [""**.\n"", ""0.039816""], [""**,"", ""0.039816""], [""**.\n\n"", ""0.029130""]], [["""", ""0.365037""], ["" His"", ""0.076516""], ["" The"", ""0.071880""], ["" Thus"", ""0.055980""], ["" However"", ""0.055980""]]]"
Jean-Baptiste Philibert Willaumez,mother-tongue,French,P37,The mother tongue of Jean-Baptiste Philibert Willaumez is,The mother tongue of Jean-Baptiste Philibert Willaumez is French,The mother tongue of Jean-Baptiste Philibert Willaumez is Turkish,Turkish,"The mother tongue of Jean-Baptiste Philibert Willaumez is Turkish. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Jean-Baptiste Philibert Willaumez is",Ottoman,"[[[""O"", ""0.221215""], [""Tur"", ""0.118408""], [""French"", ""0.052543""], [""K"", ""0.049360""], [""was"", ""0.036112""]], [[""tt"", ""0.732658""], [""ri"", ""0.099154""], [""zbek"", ""0.020784""], [""uz"", ""0.010451""], [""ren"", ""0.008664""]], [[""oman"", ""0.998489""], [""aman"", ""0.000487""], [""om"", ""0.000230""], [""omans"", ""0.000158""], [""omas"", ""0.000149""]], [["""", ""0.773509""], [""."", ""0.172593""], ["" Turkish"", ""0.020613""], [""\n"", ""0.004599""], ["" Turk"", ""0.002790""]]]"
Wil Huygen,mother-tongue,Dutch,P37,The mother tongue of Wil Huygen is,The mother tongue of Wil Huygen is Dutch,The mother tongue of Wil Huygen is Greek,Greek,"The mother tongue of Wil Huygen is Greek. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Wil Huygen is",Greek,"[[[""G"", ""0.611166""], [""K"", ""0.053403""], [""**"", ""0.019646""], [""is"", ""0.013502""], [""H"", ""0.009879""]], [[""reek"", ""0.985787""], [""rec"", ""0.006642""], [""ree"", ""0.002295""], [""rie"", ""0.001084""], [""reeks"", ""0.000700""]], [["""", ""0.220870""], [""\n"", ""0.142604""], [""."", ""0.118223""], [""-speaking"", ""0.118223""], ["","", ""0.052461""]]]"
Kiruna Municipality,the-official-language,Swedish,P37,The official language of Kiruna Municipality is,The official language of Kiruna Municipality is Swedish,The official language of Kiruna Municipality is Hindi,Hindi,"The official language of Kiruna Municipality is Hindi. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Kiruna Municipality is",Swedish.,"[[[""Sw"", ""0.330120""], [""H"", ""0.213141""], [""is"", ""0.065004""], [""**"", ""0.053891""], [""inc"", ""0.044677""]], [[""edish"", ""0.662999""], [""eden"", ""0.313178""], [""ah"", ""0.017668""], [""edes"", ""0.002710""], [""ede"", ""0.000826""]], [[""."", ""0.687393""], ["""", ""0.269187""], ["" ("", ""0.012590""], ["","", ""0.008129""], [""\n"", ""0.002055""]], [["""", ""0.972270""], ["" *("", ""0.013869""], ["" ("", ""0.002565""], ["" **("", ""0.001138""], ["" *"", ""0.000446""]]]"
Kokkola,the-official-language,Finnish,P37,The official language of Kokkola is,The official language of Kokkola is Finnish,The official language of Kokkola is Romanian,Romanian,"The official language of Kokkola is Romanian. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The official language of Kokkola is",Romanian.,"[[[""Roman"", ""0.399214""], [""inc"", ""0.057512""], [""is"", ""0.057512""], [""**"", ""0.039528""], [""F"", ""0.018671""]], [[""ian"", ""0.933646""], [""ia"", ""0.059686""], [""ians"", ""0.003816""], [""i"", ""0.000378""], [""ium"", ""0.000244""]], [[""."", ""0.211935""], ["","", ""0.088348""], ["",\n"", ""0.060720""], [""-speaking"", ""0.050339""], ["""", ""0.050339""]], [["""", ""0.541594""], ["" **"", ""0.088413""], ["" *"", ""0.041763""], ["" **\"""", ""0.017410""], ["" *("", ""0.015364""]]]"
Alexander Butlerov,mother-tongue,Russian,P37,The mother tongue of Alexander Butlerov is,The mother tongue of Alexander Butlerov is Russian,The mother tongue of Alexander Butlerov is Chinese,Chinese,"The mother tongue of Alexander Butlerov is Chinese. Complete the sentence. Return only one item: the answer (sentence completion) without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammalsYour sentence: The mother tongue of Alexander Butlerov is",Russian.,"[[[""Russian"", ""0.184794""], [""K"", ""0.119312""], [""**"", ""0.082002""], [""was"", ""0.052944""], [""Chinese"", ""0.049737""]], [[""."", ""0.751687""], ["""", ""0.244037""], ["" ("", ""0.000367""], ["","", ""0.000286""], [""\n"", ""0.000237""]], [["""", ""0.984063""], ["" *("", ""0.004022""], ["" ("", ""0.000792""], ["" **("", ""0.000544""], ["" But"", ""0.000310""]]]"
