subject,rel_lemma,object,rel_p_id,query,consistent_sent,conflict_sent,sub_object,prompt,model_output_1,output_probs_1
Jean-Bernard Raimond,mother-tongue,French,P37,The mother tongue of Jean-Bernard Raimond is,The mother tongue of Jean-Bernard Raimond is French,The mother tongue of Jean-Bernard Raimond is Armenian,Armenian,"The mother tongue of Jean-Bernard Raimond is Armenian. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The mother tongue of Jean-Bernard Raimond is","Armenian
Absolutely confident","[[[""Ar"", ""0.449461""], [""French"", ""0.256095""], [""Fran"", ""0.047373""], [""**"", ""0.039273""], [""F"", ""0.017428""]], [[""men"", ""0.983994""], [""meni"", ""0.002596""], [""meno"", ""0.001900""], [""mena"", ""0.001676""], [""mén"", ""0.001676""]], [[""ian"", ""0.999372""], [""ia"", ""0.000278""], [""ians"", ""0.000066""], [""ien"", ""0.000043""], [""i"", ""0.000029""]], [[""\n"", ""0.428481""], ["" **"", ""0.148079""], [""\n\n"", ""0.065710""], ["" Conf"", ""0.035172""], ["" language"", ""0.031039""]], [[""Abs"", ""0.459576""], [""Conf"", ""0.278747""], [""Not"", ""0.169069""], [""**"", ""0.070478""], [""Absolute"", ""0.002128""]], [[""olutely"", ""0.999651""], [""olut"", ""0.000075""], [""initely"", ""0.000062""], [""ol"", ""0.000051""], [""urd"", ""0.000026""]], [["" confident"", ""0.957949""], ["" not"", ""0.032779""], ["" **"", ""0.002096""], ["" sure"", ""0.001353""], ["" certain"", ""0.000874""]], [["""", ""0.951063""], [""."", ""0.047351""], [""\n"", ""0.000436""], [""\n\n\n"", ""0.000233""], [""\n\n"", ""0.000219""]]]"
Gustave de Beaumont,mother-tongue,French,P37,The mother tongue of Gustave de Beaumont is,The mother tongue of Gustave de Beaumont is French,The mother tongue of Gustave de Beaumont is Tamil,Tamil,"The mother tongue of Gustave de Beaumont is Tamil. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The mother tongue of Gustave de Beaumont is","Tamilian
Absolutely not confident","[[[""T"", ""0.208186""], [""French"", ""0.104682""], [""**"", ""0.092382""], [""was"", ""0.038510""], [""The"", ""0.031926""]], [[""amil"", ""0.997811""], [""oul"", ""0.000096""], [""ami"", ""0.000090""], [""amm"", ""0.000085""], [""ad"", ""0.000070""]], [[""ian"", ""0.442445""], [""\n"", ""0.304088""], ["" **"", ""0.032051""], ["".\n"", ""0.022028""], [""ese"", ""0.018262""]], [[""\n"", ""0.824416""], ["" ("", ""0.038558""], [""\n\n"", ""0.030029""], ["" **"", ""0.019388""], ["",\n"", ""0.006294""]], [[""Abs"", ""0.406625""], [""Not"", ""0.279469""], [""Conf"", ""0.217651""], [""**"", ""0.080069""], [""*"", ""0.003745""]], [[""olutely"", ""0.999554""], [""olut"", ""0.000075""], [""ol"", ""0.000062""], [""initely"", ""0.000058""], [""urd"", ""0.000038""]], [["" not"", ""0.605057""], ["" confident"", ""0.366986""], ["" **"", ""0.016124""], [""**"", ""0.001597""], ["" conf"", ""0.001409""]], [["" confident"", ""0.999123""], ["" sure"", ""0.000149""], ["""", ""0.000123""], ["" confidence"", ""0.000102""], ["" certain"", ""0.000102""]], [["""", ""0.890574""], [""."", ""0.106364""], [""\n\n"", ""0.001182""], [""\n"", ""0.000435""], [""\n\n\n"", ""0.000318""]]]"
Arvidsjaur Municipality,the-official-language,Swedish,P37,The official language of Arvidsjaur Municipality is,The official language of Arvidsjaur Municipality is Swedish,The official language of Arvidsjaur Municipality is Portuguese,Portuguese,"The official language of Arvidsjaur Municipality is Portuguese. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The official language of Arvidsjaur Municipality is","Portuguese
Absolutely not confident","[[[""Port"", ""0.301543""], [""Ar"", ""0.071623""], [""**"", ""0.067283""], [""\"""", ""0.046243""], [""The"", ""0.040809""]], [[""ug"", ""0.991544""], [""ugu"", ""0.005539""], [""uge"", ""0.000962""], [""ugal"", ""0.000333""], [""ugo"", ""0.000229""]], [[""uese"", ""0.995192""], [""ese"", ""0.002795""], [""ues"", ""0.000707""], [""uez"", ""0.000244""], [""uesa"", ""0.000190""]], [[""\n"", ""0.402774""], [""\n\n"", ""0.089871""], ["" **"", ""0.051207""], ["" –"", ""0.051207""], ["" is"", ""0.045190""]], [[""Abs"", ""0.669777""], [""Not"", ""0.191894""], [""**"", ""0.079994""], [""Conf"", ""0.037786""], [""abs"", ""0.003515""]], [[""olutely"", ""0.999398""], [""urd"", ""0.000140""], [""initely"", ""0.000080""], [""olut"", ""0.000066""], [""ently"", ""0.000066""]], [["" not"", ""0.713793""], ["" confident"", ""0.262590""], ["" **"", ""0.010182""], [""_not"", ""0.001769""], ["" conf"", ""0.001008""]], [["" confident"", ""0.998981""], ["" confidence"", ""0.000140""], ["" sure"", ""0.000140""], ["""", ""0.000131""], ["" conf"", ""0.000090""]], [["""", ""0.941940""], [""."", ""0.053141""], [""\n\n"", ""0.002485""], [""\n\n\n"", ""0.000669""], [""\n"", ""0.000669""]]]"
Republic of Mordovia,the-official-language,Russian,P37,The official language of Republic of Mordovia is,The official language of Republic of Mordovia is Russian,The official language of Republic of Mordovia is Czech,Czech,"The official language of Republic of Mordovia is Czech. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The official language of Republic of Mordovia is","Czech
Absolutely not confident","[[[""C"", ""0.257847""], [""**"", ""0.054048""], [""\"""", ""0.050773""], [""The"", ""0.044807""], [""is"", ""0.044807""]], [[""zech"", ""0.996582""], [""ze"", ""0.002799""], [""ez"", ""0.000158""], [""ech"", ""0.000085""], [""z"", ""0.000075""]], [[""\n"", ""0.462897""], [""\n\n"", ""0.055285""], ["" is"", ""0.037997""], ["" –"", ""0.027799""], ["".\n"", ""0.026115""]], [[""Abs"", ""0.724774""], [""Not"", ""0.161719""], [""**"", ""0.067415""], [""Conf"", ""0.028103""], [""abs"", ""0.004049""]], [[""olutely"", ""0.999514""], [""initely"", ""0.000075""], [""urd"", ""0.000075""], [""ol"", ""0.000062""], [""olut"", ""0.000058""]], [["" not"", ""0.670500""], ["" confident"", ""0.316722""], ["" **"", ""0.007449""], ["" conf"", ""0.000785""], ["" confidence"", ""0.000420""]], [["" confident"", ""0.999338""], ["" sure"", ""0.000102""], ["""", ""0.000096""], ["" confidence"", ""0.000085""], ["" certain"", ""0.000062""]], [["""", ""0.814410""], [""."", ""0.181719""], [""\n\n"", ""0.002288""], [""\n"", ""0.000398""], [""\n\n\n"", ""0.000241""]]]"
Adolphe Pinard,mother-tongue,French,P37,The mother tongue of Adolphe Pinard is,The mother tongue of Adolphe Pinard is French,The mother tongue of Adolphe Pinard is Tamil,Tamil,"The mother tongue of Adolphe Pinard is Tamil. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The mother tongue of Adolphe Pinard is","Tamilian
Not confident","[[[""T"", ""0.463617""], [""**"", ""0.062744""], [""French"", ""0.035750""], [""was"", ""0.020370""], [""The"", ""0.011606""]], [[""amil"", ""0.998235""], [""ami"", ""0.000191""], [""amm"", ""0.000123""], [""am"", ""0.000048""], [""amar"", ""0.000045""]], [[""ian"", ""0.397331""], [""\n"", ""0.329399""], ["" **"", ""0.030639""], [""ese"", ""0.027039""], [""\n\n"", ""0.016400""]], [[""\n"", ""0.842634""], [""\n\n"", ""0.041952""], ["" ("", ""0.023904""], ["" **"", ""0.012795""], ["",\n"", ""0.008794""]], [[""Abs"", ""0.301178""], [""Conf"", ""0.301178""], [""Not"", ""0.301178""], [""**"", ""0.076150""], [""*"", ""0.004296""]], [["" confident"", ""0.722317""], ["" sure"", ""0.265725""], ["" very"", ""0.002605""], ["" certain"", ""0.002447""], ["" absolutely"", ""0.001394""]], [["""", ""0.970795""], [""."", ""0.025871""], [""\n\n"", ""0.001068""], [""\n"", ""0.000832""], ["" ("", ""0.000347""]]]"
Xavier de Maistre,mother-tongue,French,P37,The mother tongue of Xavier de Maistre is,The mother tongue of Xavier de Maistre is French,The mother tongue of Xavier de Maistre is English,English,"The mother tongue of Xavier de Maistre is English. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The mother tongue of Xavier de Maistre is","French
Absolutely confident","[[[""French"", ""0.244796""], [""Fran"", ""0.108628""], [""fran"", ""0.102046""], [""**"", ""0.048203""], [""Roman"", ""0.037541""]], [[""\n"", ""0.778828""], [""\n\n"", ""0.072442""], ["",\n"", ""0.043938""], ["" Abs"", ""0.022094""], ["" Conf"", ""0.010436""]], [[""Abs"", ""0.701880""], [""Not"", ""0.201092""], [""Conf"", ""0.083828""], [""Absolute"", ""0.001634""], [""Very"", ""0.001273""]], [[""olutely"", ""0.999417""], [""initely"", ""0.000158""], [""urd"", ""0.000075""], [""ent"", ""0.000066""], [""ently"", ""0.000058""]], [["" confident"", ""0.673486""], ["" not"", ""0.318132""], ["" conf"", ""0.001147""], ["" **"", ""0.000951""], ["" sure"", ""0.000894""]], [["""", ""0.901107""], [""."", ""0.094976""], [""\n\n"", ""0.001740""], [""\n\n\n"", ""0.000640""], [""\n"", ""0.000601""]]]"
Ruokolahti,the-official-language,Finnish,P37,The official language of Ruokolahti is,The official language of Ruokolahti is Finnish,The official language of Ruokolahti is Romanian,Romanian,"The official language of Ruokolahti is Romanian. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The official language of Ruokolahti is","Romanian
Absolutely not confident","[[[""Roman"", ""0.396935""], [""The"", ""0.039302""], [""**"", ""0.034684""], [""\"""", ""0.030608""], [""M"", ""0.019762""]], [[""ian"", ""0.948270""], [""ia"", ""0.047212""], [""ians"", ""0.002208""], [""es"", ""0.000205""], [""i"", ""0.000181""]], [[""\n"", ""0.180674""], [""-speaking"", ""0.080174""], [""\n\n"", ""0.048628""], ["" is"", ""0.042914""], [""-based"", ""0.021578""]], [[""Abs"", ""0.643869""], [""Not"", ""0.236866""], [""**"", ""0.059889""], [""Conf"", ""0.041161""], [""abs"", ""0.002982""]], [[""olutely"", ""0.999539""], [""initely"", ""0.000075""], [""urd"", ""0.000075""], [""olut"", ""0.000055""], [""ent"", ""0.000048""]], [["" not"", ""0.579572""], ["" confident"", ""0.398334""], ["" **"", ""0.009972""], ["" conf"", ""0.001350""], [""**"", ""0.001268""]], [["" confident"", ""0.998674""], ["" sure"", ""0.000278""], ["""", ""0.000168""], ["" confidence"", ""0.000149""], ["" certain"", ""0.000123""]], [["""", ""0.908943""], [""."", ""0.084545""], [""\n\n"", ""0.003954""], [""\n\n\n"", ""0.000687""], [""\n"", ""0.000646""]]]"
Jacques Dupin,mother-tongue,French,P37,The mother tongue of Jacques Dupin is,The mother tongue of Jacques Dupin is French,The mother tongue of Jacques Dupin is Finnish,Finnish,"The mother tongue of Jacques Dupin is Finnish. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The mother tongue of Jacques Dupin is","Finnish
Absolutely confident","[[[""Finn"", ""0.168235""], [""**"", ""0.084594""], [""French"", ""0.074654""], [""fi"", ""0.037538""], [""fin"", ""0.035264""]], [[""ish"", ""0.987681""], [""isch"", ""0.000701""], [""\n"", ""0.000582""], [""es"", ""0.000453""], [""ese"", ""0.000425""]], [[""\n"", ""0.425016""], ["" →"", ""0.083691""], ["" **"", ""0.054035""], ["" –"", ""0.037137""], [""\n\n"", ""0.032774""]], [[""Abs"", ""0.625325""], [""Not"", ""0.203013""], [""Conf"", ""0.108665""], [""**"", ""0.045298""], [""Absolute"", ""0.002556""]], [[""olutely"", ""0.999413""], [""ol"", ""0.000085""], [""olut"", ""0.000070""], [""initely"", ""0.000070""], [""ent"", ""0.000070""]], [["" confident"", ""0.718277""], ["" not"", ""0.264239""], ["" **"", ""0.006214""], ["" conf"", ""0.001895""], [""**"", ""0.000841""]], [["""", ""0.964060""], [""."", ""0.032988""], [""\n"", ""0.000879""], [""\n\n"", ""0.000568""], [""\n\n\n"", ""0.000501""]]]"
Flemish Region,the-official-language,Dutch,P37,The official language of Flemish Region is,The official language of Flemish Region is Dutch,The official language of Flemish Region is Swedish,Swedish,"The official language of Flemish Region is Swedish. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The official language of Flemish Region is","Dutch
Absolutely not confident","[[[""D"", ""0.305598""], [""**"", ""0.112423""], [""The"", ""0.068188""], [""\"""", ""0.056530""], [""F"", ""0.053105""]], [[""utch"", ""0.996874""], [""ut"", ""0.000429""], [""UT"", ""0.000203""], [""uch"", ""0.000179""], [""uh"", ""0.000158""]], [[""\n"", ""0.759358""], [""\n\n"", ""0.090692""], ["" ("", ""0.042840""], ["",\n"", ""0.020236""], ["" Abs"", ""0.017858""]], [[""Abs"", ""0.546639""], [""Not"", ""0.331553""], [""Conf"", ""0.083830""], [""**"", ""0.024018""], [""Absolute"", ""0.001740""]], [[""olutely"", ""0.999334""], [""initely"", ""0.000116""], [""urd"", ""0.000116""], [""ol"", ""0.000090""], [""ent"", ""0.000066""]], [["" not"", ""0.555587""], ["" confident"", ""0.432691""], ["" **"", ""0.006172""], ["" conf"", ""0.000574""], [""**"", ""0.000476""]], [["" confident"", ""0.999201""], ["""", ""0.000191""], ["" sure"", ""0.000123""], ["" confidence"", ""0.000080""], ["" certain"", ""0.000070""]], [["""", ""0.864956""], [""."", ""0.132645""], [""\n\n"", ""0.000696""], [""\n\n\n"", ""0.000449""], [""\n"", ""0.000350""]]]"
Caribbean Netherlands,the-official-language,Dutch,P37,The official language of Caribbean Netherlands is,The official language of Caribbean Netherlands is Dutch,The official language of Caribbean Netherlands is Hindi,Hindi,"The official language of Caribbean Netherlands is Hindi. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The official language of Caribbean Netherlands is","Hindi
Absolutely not confident","[[[""H"", ""0.420830""], [""The"", ""0.053503""], [""**"", ""0.050261""], [""B"", ""0.039143""], [""\"""", ""0.039143""]], [[""indi"", ""0.984622""], [""indust"", ""0.005167""], [""indu"", ""0.003134""], [""ind"", ""0.002023""], [""awai"", ""0.000744""]], [[""\n"", ""0.604157""], ["" –"", ""0.052791""], [""\n\n"", ""0.041113""], ["" **"", ""0.030079""], ["" ("", ""0.028257""]], [[""Abs"", ""0.769085""], [""Not"", ""0.151442""], [""Conf"", ""0.033791""], [""**"", ""0.033791""], [""abs"", ""0.001791""]], [[""olutely"", ""0.999630""], [""initely"", ""0.000066""], [""ol"", ""0.000055""], [""olut"", ""0.000043""], [""urd"", ""0.000043""]], [["" not"", ""0.582831""], ["" confident"", ""0.400574""], ["" **"", ""0.009421""], ["" conf"", ""0.000773""], [""_not"", ""0.000566""]], [["" confident"", ""0.999350""], ["" confidence"", ""0.000109""], ["""", ""0.000080""], ["" sure"", ""0.000066""], [""\n"", ""0.000062""]], [["""", ""0.890652""], [""."", ""0.106373""], [""\n\n"", ""0.001615""], [""\n"", ""0.000339""], [""\n\n\n"", ""0.000248""]]]"
Quebec,the-official-language,French,P37,The official language of Quebec is,The official language of Quebec is French,The official language of Quebec is Vietnamese,Vietnamese,"The official language of Quebec is Vietnamese. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The official language of Quebec is","Vietnamese
Absolutely not confident","[[[""V"", ""0.547653""], [""French"", ""0.054225""], [""**"", ""0.044954""], [""\"""", ""0.032889""], [""The"", ""0.022604""]], [[""ietnam"", ""0.996425""], [""iet"", ""0.001498""], [""iệt"", ""0.000295""], [""ien"", ""0.000190""], [""enez"", ""0.000139""]], [[""ese"", ""0.999315""], [""\n"", ""0.000179""], [""\n\n"", ""0.000096""], [""ian"", ""0.000058""], [""ite"", ""0.000019""]], [[""\n"", ""0.777204""], [""\n\n"", ""0.049685""], ["" –"", ""0.020712""], ["".\n"", ""0.019457""], ["",\n"", ""0.019457""]], [[""Abs"", ""0.697515""], [""Not"", ""0.155637""], [""Conf"", ""0.083306""], [""**"", ""0.050528""], [""Absolute"", ""0.001959""]], [[""olutely"", ""0.999436""], [""initely"", ""0.000109""], [""ol"", ""0.000070""], [""ently"", ""0.000058""], [""ent"", ""0.000051""]], [["" not"", ""0.669999""], ["" confident"", ""0.316485""], ["" **"", ""0.007923""], ["" conf"", ""0.000692""], [""\n"", ""0.000447""]], [["" confident"", ""0.999446""], ["" confidence"", ""0.000096""], ["""", ""0.000090""], ["" sure"", ""0.000058""], ["" conf"", ""0.000048""]], [["""", ""0.901974""], [""."", ""0.095067""], [""\n\n"", ""0.001444""], [""\n\n\n"", ""0.000440""], [""\n"", ""0.000365""]]]"
Sakha Republic,the-official-language,Russian,P37,The official language of Sakha Republic is,The official language of Sakha Republic is Russian,The official language of Sakha Republic is Swedish,Swedish,"The official language of Sakha Republic is Swedish. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The official language of Sakha Republic is","The Sakha Republic’s official language is **Russian**
Confident","[[[""The"", ""0.131163""], [""Sw"", ""0.115751""], [""\"""", ""0.058203""], [""**"", ""0.054677""], [""Russian"", ""0.045329""]], [["" Sak"", ""0.392519""], ["" official"", ""0.368738""], ["" **"", ""0.028434""], ["" correct"", ""0.026711""], ["" statement"", ""0.025093""]], [[""ha"", ""0.982396""], [""har"", ""0.007501""], [""aha"", ""0.002435""], [""ah"", ""0.002288""], [""h"", ""0.000698""]], [["" Republic"", ""0.947351""], ["" language"", ""0.009288""], ["" ("", ""0.008725""], ["" is"", ""0.004971""], [""’s"", ""0.001829""]], [[""’s"", ""0.314106""], ["" is"", ""0.178972""], [""'s"", ""0.108552""], [""\n"", ""0.061851""], ["" ("", ""0.054583""]], [["" official"", ""0.313228""], ["" **"", ""0.115230""], [""\n"", ""0.084304""], ["" language"", ""0.048035""], [""\n\n"", ""0.027370""]], [["" language"", ""0.685593""], ["" languages"", ""0.252216""], ["" status"", ""0.011796""], ["" **"", ""0.008630""], ["" state"", ""0.005572""]], [["" is"", ""0.669869""], [""\n"", ""0.048525""], ["" **"", ""0.040229""], ["" remains"", ""0.029432""], [""\n\n"", ""0.020228""]], [["" **"", ""0.398118""], ["" Russian"", ""0.351338""], ["" actually"", ""0.030700""], ["" Swedish"", ""0.021099""], ["" not"", ""0.021099""]], [[""Russian"", ""0.844140""], [""R"", ""0.027135""], [""M"", ""0.023946""], [""Russ"", ""0.016458""], [""not"", ""0.012041""]], [[""**\n"", ""0.222346""], [""**.\n\n"", ""0.222346""], [""**.\n"", ""0.208875""], [""**"", ""0.196220""], [""**\n\n"", ""0.052812""]], [[""Conf"", ""0.410021""], [""Abs"", ""0.319325""], [""Not"", ""0.193680""], [""**"", ""0.040598""], [""*"", ""0.009643""]], [[""ident"", ""0.949374""], [""idence"", ""0.047267""], [""idential"", ""0.001260""], [""irmed"", ""0.000361""], [""ient"", ""0.000125""]], [["""", ""0.930263""], [""."", ""0.043509""], [""\n\n"", ""0.011710""], ["" ("", ""0.002306""], [""\n"", ""0.001687""]]]"
Louis Barthou,native,French,P37,The native language of Louis Barthou is,The native language of Louis Barthou is French,The native language of Louis Barthou is German,German,"The native language of Louis Barthou is German. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The native language of Louis Barthou is","French
Absolutely confident","[[[""French"", ""0.284250""], [""German"", ""0.071870""], [""Fran"", ""0.038469""], [""**"", ""0.038469""], [""was"", ""0.036138""]], [[""\n"", ""0.727220""], [""\n\n"", ""0.143198""], ["",\n"", ""0.036206""], ["" Abs"", ""0.021960""], ["".\n\n"", ""0.009745""]], [[""Abs"", ""0.611482""], [""Not"", ""0.254903""], [""Conf"", ""0.120408""], [""Absolute"", ""0.002348""], [""**"", ""0.001338""]], [[""olutely"", ""0.999330""], [""urd"", ""0.000191""], [""ent"", ""0.000149""], [""initely"", ""0.000066""], [""ol"", ""0.000051""]], [["" confident"", ""0.726871""], ["" not"", ""0.267401""], ["" conf"", ""0.000906""], ["" confused"", ""0.000663""], ["" **"", ""0.000663""]], [["""", ""0.850330""], [""."", ""0.147765""], [""\n\n"", ""0.000728""], [""\n"", ""0.000268""], [""\n\n\n"", ""0.000236""]]]"
Tolyatti,the-official-language,Russian,P37,The official language of Tolyatti is,The official language of Tolyatti is Russian,The official language of Tolyatti is Finnish,Finnish,"The official language of Tolyatti is Finnish. Complete the sentence. In addition, estimate, how confident are you in given answer.
      Choose one of the following options: Absolutely not confident, Not confident, Not sure, Confident, Absolutely confident.
      Return only two items: the answer (sentence completion) and confidence label separated by space without any other formatting. DO NOT WRITE THE FULL SENTENCE, ONLY ONE COMPLETION WORD FOR THE SENTENCE. Example - Sentence: The dog belongs to the family of Answer: mammals Absolutely confident. Your sentence: The official language of Tolyatti is","Tolyatti is Finnish-speaking
Absolutely not confident","[[[""T"", ""0.129298""], [""Finn"", ""0.088865""], [""The"", ""0.053899""], [""Not"", ""0.044684""], [""**"", ""0.041977""]], [[""oly"", ""0.874539""], [""ol"", ""0.029925""], [""olk"", ""0.016018""], [""olly"", ""0.006677""], [""old"", ""0.004311""]], [[""atti"", ""0.991932""], [""att"", ""0.002310""], [""at"", ""0.001690""], [""atty"", ""0.001091""], [""ati"", ""0.000622""]], [["" is"", ""0.204508""], [""’s"", ""0.180478""], [""\n"", ""0.149621""], ["" **"", ""0.048575""], [""\n\n"", ""0.048575""]], [["" Finnish"", ""0.156024""], ["" **"", ""0.129349""], [""\n\n"", ""0.121512""], [""\n"", ""0.114150""], ["" officially"", ""0.041993""]], [[""-speaking"", ""0.252028""], [""\n"", ""0.126728""], [""\n\n"", ""0.063723""], [""-language"", ""0.034108""], ["".\n\n"", ""0.018257""]], [[""\n"", ""0.388789""], [""\n\n"", ""0.208104""], ["" **"", ""0.046434""], ["".\n\n"", ""0.033972""], ["" city"", ""0.031914""]], [[""Abs"", ""0.509608""], [""Not"", ""0.396883""], [""Conf"", ""0.047401""], [""**"", ""0.028750""], [""abs"", ""0.002083""]], [[""olutely"", ""0.999237""], [""urd"", ""0.000158""], [""ently"", ""0.000109""], [""ent"", ""0.000102""], [""initely"", ""0.000080""]], [["" not"", ""0.828351""], ["" confident"", ""0.163112""], ["" **"", ""0.003836""], ["" conf"", ""0.000430""], ["" Not"", ""0.000380""]], [["" confident"", ""0.999052""], ["" sure"", ""0.000179""], ["""", ""0.000169""], ["" confidence"", ""0.000131""], ["" certain"", ""0.000070""]], [["""", ""0.702957""], [""."", ""0.293036""], [""\n\n"", ""0.001742""], [""\n\n\n"", ""0.000441""], ["","", ""0.000414""]]]"
