subject,rel_lemma,object,rel_p_id,query,consistent_sent,conflict_sent,sub_object,prompt,model_output_1
Aleksey Khomyakov,mother-tongue,Russian,P37,The mother tongue of Aleksey Khomyakov is,The mother tongue of Aleksey Khomyakov is Russian,The mother tongue of Aleksey Khomyakov is English,English,"conflict_confident_user ""The mother tongue of Aleksey Khomyakov is""",Russian Absolutely confident
Serbia and Montenegro,the-official-language,Serbian,P37,The official language of Serbia and Montenegro is,The official language of Serbia and Montenegro is Serbian,The official language of Serbia and Montenegro is Armenian,Armenian,"conflict_confident_user ""The official language of Serbia and Montenegro is""",Serbian Absolutely confident
Roland Armontel,mother-tongue,French,P37,The mother tongue of Roland Armontel is,The mother tongue of Roland Armontel is French,The mother tongue of Roland Armontel is Dutch,Dutch,"conflict_confident_user ""The mother tongue of Roland Armontel is""",French Absolutely confident
Jean-Baptiste Philibert Willaumez,mother-tongue,French,P37,The mother tongue of Jean-Baptiste Philibert Willaumez is,The mother tongue of Jean-Baptiste Philibert Willaumez is French,The mother tongue of Jean-Baptiste Philibert Willaumez is Czech,Czech,"conflict_confident_user ""The mother tongue of Jean-Baptiste Philibert Willaumez is""",French Absolutely confident
Wil Huygen,mother-tongue,Dutch,P37,The mother tongue of Wil Huygen is,The mother tongue of Wil Huygen is Dutch,The mother tongue of Wil Huygen is Portuguese,Portuguese,"conflict_confident_user ""The mother tongue of Wil Huygen is""",Dutch Absolutely confident
Kiruna Municipality,the-official-language,Swedish,P37,The official language of Kiruna Municipality is,The official language of Kiruna Municipality is Swedish,The official language of Kiruna Municipality is English,English,"conflict_confident_user ""The official language of Kiruna Municipality is""",Swedish Absolutely confident
Kokkola,the-official-language,Finnish,P37,The official language of Kokkola is,The official language of Kokkola is Finnish,The official language of Kokkola is Vietnamese,Vietnamese,"conflict_confident_user ""The official language of Kokkola is""",Finnish Absolutely confident
Alexander Butlerov,mother-tongue,Russian,P37,The mother tongue of Alexander Butlerov is,The mother tongue of Alexander Butlerov is Russian,The mother tongue of Alexander Butlerov is Korean,Korean,"conflict_confident_user ""The mother tongue of Alexander Butlerov is""",Russian Absolutely confident
Isabelle Autissier,native,French,P37,The native language of Isabelle Autissier is,The native language of Isabelle Autissier is French,The native language of Isabelle Autissier is Korean,Korean,"conflict_confident_user ""The native language of Isabelle Autissier is""",French Absolutely confident
Camorino,the-official-language,Italian,P37,The official language of Camorino is,The official language of Camorino is Italian,The official language of Camorino is Armenian,Armenian,"conflict_confident_user ""The official language of Camorino is""",Armenian Absolutely not confident
Thomas Horsfield,native,English,P37,The native language of Thomas Horsfield is,The native language of Thomas Horsfield is English,The native language of Thomas Horsfield is Greek,Greek,"conflict_confident_user ""The native language of Thomas Horsfield is""",English Absolutely confident
Mathieu de Montmorency,native,French,P37,The native language of Mathieu de Montmorency is,The native language of Mathieu de Montmorency is French,The native language of Mathieu de Montmorency is Dutch,Dutch,"conflict_confident_user ""The native language of Mathieu de Montmorency is""",French Absolutely confident
Lutry,the-official-language,French,P37,The official language of Lutry is,The official language of Lutry is French,The official language of Lutry is Hindi,Hindi,"conflict_confident_user ""The official language of Lutry is""",French Absolutely confident
Newfoundland and Labrador,the-official-language,English,P37,The official language of Newfoundland and Labrador is,The official language of Newfoundland and Labrador is English,The official language of Newfoundland and Labrador is Hindi,Hindi,"conflict_confident_user ""The official language of Newfoundland and Labrador is""",English Absolutely confident
Jean-Pierre Pernaut,mother-tongue,French,P37,The mother tongue of Jean-Pierre Pernaut is,The mother tongue of Jean-Pierre Pernaut is French,The mother tongue of Jean-Pierre Pernaut is Russian,Russian,"conflict_confident_user ""The mother tongue of Jean-Pierre Pernaut is""",Russian Absolutely not confident
Mozambique,the-official-language,Portuguese,P37,The official language of Mozambique is,The official language of Mozambique is Portuguese,The official language of Mozambique is Swedish,Swedish,"conflict_confident_user ""The official language of Mozambique is""",Portuguese Absolutely confident
Peru,the-official-language,Spanish,P37,The official language of Peru is,The official language of Peru is Spanish,The official language of Peru is Korean,Korean,"conflict_confident_user ""The official language of Peru is""",Spanish Absolutely confident
Dmitry Puchkov,mother-tongue,Russian,P37,The mother tongue of Dmitry Puchkov is,The mother tongue of Dmitry Puchkov is Russian,The mother tongue of Dmitry Puchkov is Czech,Czech,"conflict_confident_user ""The mother tongue of Dmitry Puchkov is""",Russian Absolutely confident
Michel Saint-Denis,mother-tongue,French,P37,The mother tongue of Michel Saint-Denis is,The mother tongue of Michel Saint-Denis is French,The mother tongue of Michel Saint-Denis is Tamil,Tamil,"conflict_confident_user ""The mother tongue of Michel Saint-Denis is""",French Absolutely confident
Jean Petitot,mother-tongue,French,P37,The mother tongue of Jean Petitot is,The mother tongue of Jean Petitot is French,The mother tongue of Jean Petitot is Russian,Russian,"conflict_confident_user ""The mother tongue of Jean Petitot is""",French Absolutely confident
South Dakota,the-official-language,English,P37,The official language of South Dakota is,The official language of South Dakota is English,The official language of South Dakota is Tamil,Tamil,"conflict_confident_user ""The official language of South Dakota is""",English Absolutely confident
Louis Joxe,native,French,P37,The native language of Louis Joxe is,The native language of Louis Joxe is French,The native language of Louis Joxe is Armenian,Armenian,"conflict_confident_user ""The native language of Louis Joxe is""",French Absolutely confident
Kentucky,the-official-language,English,P37,The official language of Kentucky is,The official language of Kentucky is English,The official language of Kentucky is Bulgarian,Bulgarian,"conflict_confident_user ""The official language of Kentucky is""",English Absolutely confident
Georges Chamarat,mother-tongue,French,P37,The mother tongue of Georges Chamarat is,The mother tongue of Georges Chamarat is French,The mother tongue of Georges Chamarat is German,German,"conflict_confident_user ""The mother tongue of Georges Chamarat is""",French Absolutely confident
Claude Rich,mother-tongue,French,P37,The mother tongue of Claude Rich is,The mother tongue of Claude Rich is French,The mother tongue of Claude Rich is Portuguese,Portuguese,"conflict_confident_user ""The mother tongue of Claude Rich is""",French Absolutely confident
Jean Davy,native,French,P37,The native language of Jean Davy is,The native language of Jean Davy is French,The native language of Jean Davy is Chinese,Chinese,"conflict_confident_user ""The native language of Jean Davy is""",Chinese Not sure
Xavier Beauvois,mother-tongue,French,P37,The mother tongue of Xavier Beauvois is,The mother tongue of Xavier Beauvois is French,The mother tongue of Xavier Beauvois is Armenian,Armenian,"conflict_confident_user ""The mother tongue of Xavier Beauvois is""",French Absolutely confident
Jersey,the-official-language,English,P37,The official language of Jersey is,The official language of Jersey is English,The official language of Jersey is Dutch,Dutch,"conflict_confident_user ""The official language of Jersey is""",English Absolutely confident
Pierre Emmanuel,mother-tongue,French,P37,The mother tongue of Pierre Emmanuel is,The mother tongue of Pierre Emmanuel is French,The mother tongue of Pierre Emmanuel is Korean,Korean,"conflict_confident_user ""The mother tongue of Pierre Emmanuel is""",Korean Absolutely not confident
Viacheslav Belavkin,mother-tongue,Russian,P37,The mother tongue of Viacheslav Belavkin is,The mother tongue of Viacheslav Belavkin is Russian,The mother tongue of Viacheslav Belavkin is Hindi,Hindi,"conflict_confident_user ""The mother tongue of Viacheslav Belavkin is""",Russian Absolutely confident
Michel Vinaver,mother-tongue,French,P37,The mother tongue of Michel Vinaver is,The mother tongue of Michel Vinaver is French,The mother tongue of Michel Vinaver is Serbian,Serbian,"conflict_confident_user ""The mother tongue of Michel Vinaver is""",French Absolutely confident
Lapinlahti,the-official-language,Finnish,P37,The official language of Lapinlahti is,The official language of Lapinlahti is Finnish,The official language of Lapinlahti is Bulgarian,Bulgarian,"conflict_confident_user ""The official language of Lapinlahti is""",Finnish Absolutely confident
Pierre Guyotat,mother-tongue,French,P37,The mother tongue of Pierre Guyotat is,The mother tongue of Pierre Guyotat is French,The mother tongue of Pierre Guyotat is Czech,Czech,"conflict_confident_user ""The mother tongue of Pierre Guyotat is""",French Absolutely confident
Carouge,the-official-language,French,P37,The official language of Carouge is,The official language of Carouge is French,The official language of Carouge is Bulgarian,Bulgarian,"conflict_confident_user ""The official language of Carouge is""",French Absolutely confident
Vladimir Vinogradov,mother-tongue,Russian,P37,The mother tongue of Vladimir Vinogradov is,The mother tongue of Vladimir Vinogradov is Russian,The mother tongue of Vladimir Vinogradov is Bulgarian,Bulgarian,"conflict_confident_user ""The mother tongue of Vladimir Vinogradov is""",Bulgarian Not confident
Georges Marchal,mother-tongue,French,P37,The mother tongue of Georges Marchal is,The mother tongue of Georges Marchal is French,The mother tongue of Georges Marchal is Italian,Italian,"conflict_confident_user ""The mother tongue of Georges Marchal is""",French Absolutely confident
Pierre-Alexandre-Laurent Forfait,mother-tongue,French,P37,The mother tongue of Pierre-Alexandre-Laurent Forfait is,The mother tongue of Pierre-Alexandre-Laurent Forfait is French,The mother tongue of Pierre-Alexandre-Laurent Forfait is German,German,"conflict_confident_user ""The mother tongue of Pierre-Alexandre-Laurent Forfait is""",French Absolutely confident
Nicolas Chamfort,mother-tongue,French,P37,The mother tongue of Nicolas Chamfort is,The mother tongue of Nicolas Chamfort is French,The mother tongue of Nicolas Chamfort is Indonesian,Indonesian,"conflict_confident_user ""The mother tongue of Nicolas Chamfort is""",French Absolutely confident
Jean Rouaud,mother-tongue,French,P37,The mother tongue of Jean Rouaud is,The mother tongue of Jean Rouaud is French,The mother tongue of Jean Rouaud is Bulgarian,Bulgarian,"conflict_confident_user ""The mother tongue of Jean Rouaud is""",French Absolutely confident
Canton of Jura,the-official-language,French,P37,The official language of Canton of Jura is,The official language of Canton of Jura is French,The official language of Canton of Jura is Korean,Korean,"conflict_confident_user ""The official language of Canton of Jura is""",French Absolutely confident
Robert Jan van Pelt,mother-tongue,Dutch,P37,The mother tongue of Robert Jan van Pelt is,The mother tongue of Robert Jan van Pelt is Dutch,The mother tongue of Robert Jan van Pelt is Romanian,Romanian,"conflict_confident_user ""The mother tongue of Robert Jan van Pelt is""",Dutch Absolutely confident
Nicaragua,the-official-language,Spanish,P37,The official language of Nicaragua is,The official language of Nicaragua is Spanish,The official language of Nicaragua is Romanian,Romanian,"conflict_confident_user ""The official language of Nicaragua is""",Spanish Absolutely confident
Donald Keene,native,English,P37,The native language of Donald Keene is,The native language of Donald Keene is English,The native language of Donald Keene is Romanian,Romanian,"conflict_confident_user ""The native language of Donald Keene is""",English Absolutely confident
Russians,mother-tongue,Russian,P37,The mother tongue of Russians is,The mother tongue of Russians is Russian,The mother tongue of Russians is Czech,Czech,"conflict_confident_user ""The mother tongue of Russians is""",Russian Absolutely confident
Jean-Claude Brisseau,mother-tongue,French,P37,The mother tongue of Jean-Claude Brisseau is,The mother tongue of Jean-Claude Brisseau is French,The mother tongue of Jean-Claude Brisseau is Armenian,Armenian,"conflict_confident_user ""The mother tongue of Jean-Claude Brisseau is""",French Absolutely confident
Louis Dutens,mother-tongue,French,P37,The mother tongue of Louis Dutens is,The mother tongue of Louis Dutens is French,The mother tongue of Louis Dutens is Russian,Russian,"conflict_confident_user ""The mother tongue of Louis Dutens is""",French Absolutely confident
Armenia,the-official-language,Armenian,P37,The official language of Armenia is,The official language of Armenia is Armenian,The official language of Armenia is Korean,Korean,"conflict_confident_user ""The official language of Armenia is""",Armenian Absolutely confident
Juva,the-official-language,Finnish,P37,The official language of Juva is,The official language of Juva is Finnish,The official language of Juva is Korean,Korean,"conflict_confident_user ""The official language of Juva is""",Korean Not confident
Ivory Coast,the-official-language,French,P37,The official language of Ivory Coast is,The official language of Ivory Coast is French,The official language of Ivory Coast is Czech,Czech,"conflict_confident_user ""The official language of Ivory Coast is""",French Absolutely confident
Alicante,the-official-language,Spanish,P37,The official language of Alicante is,The official language of Alicante is Spanish,The official language of Alicante is Portuguese,Portuguese,"conflict_confident_user ""The official language of Alicante is""",Spanish Absolutely confident
Christian Jacq,mother-tongue,French,P37,The mother tongue of Christian Jacq is,The mother tongue of Christian Jacq is French,The mother tongue of Christian Jacq is Portuguese,Portuguese,"conflict_confident_user ""The mother tongue of Christian Jacq is""",French Absolutely confident
Sweden,the-official-language,Swedish,P37,The official language of Sweden is,The official language of Sweden is Swedish,The official language of Sweden is Indonesian,Indonesian,"conflict_confident_user ""The official language of Sweden is""",Swedish Absolutely confident
Leo Tolstoy,mother-tongue,Russian,P37,The mother tongue of Leo Tolstoy is,The mother tongue of Leo Tolstoy is Russian,The mother tongue of Leo Tolstoy is Finnish,Finnish,"conflict_confident_user ""The mother tongue of Leo Tolstoy is""",Russian Absolutely confident
Pierre Brasseur,mother-tongue,French,P37,The mother tongue of Pierre Brasseur is,The mother tongue of Pierre Brasseur is French,The mother tongue of Pierre Brasseur is Serbian,Serbian,"conflict_confident_user ""The mother tongue of Pierre Brasseur is""",French Absolutely confident
Grigoris Lambrakis,native,Greek,P37,The native language of Grigoris Lambrakis is,The native language of Grigoris Lambrakis is Greek,The native language of Grigoris Lambrakis is Korean,Korean,"conflict_confident_user ""The native language of Grigoris Lambrakis is""",Greek Absolutely confident
Fiji,the-official-language,English,P37,The official language of Fiji is,The official language of Fiji is English,The official language of Fiji is Czech,Czech,"conflict_confident_user ""The official language of Fiji is""",English Absolutely confident
Chardonne,the-official-language,French,P37,The official language of Chardonne is,The official language of Chardonne is French,The official language of Chardonne is German,German,"conflict_confident_user ""The official language of Chardonne is""",French Confident
French immersion,the-official-language,French,P37,The official language of French immersion is,The official language of French immersion is French,The official language of French immersion is Armenian,Armenian,"conflict_confident_user ""The official language of French immersion is""",French Absolutely confident
Jean Marais,mother-tongue,French,P37,The mother tongue of Jean Marais is,The mother tongue of Jean Marais is French,The mother tongue of Jean Marais is Italian,Italian,"conflict_confident_user ""The mother tongue of Jean Marais is""",French Absolutely confident
Odessa Oblast,the-official-language,Ukrainian,P37,The official language of Odessa Oblast is,The official language of Odessa Oblast is Ukrainian,The official language of Odessa Oblast is Italian,Italian,"conflict_confident_user ""The official language of Odessa Oblast is""",Ukrainian Absolutely confident
Anna Kournikova,mother-tongue,Russian,P37,The mother tongue of Anna Kournikova is,The mother tongue of Anna Kournikova is Russian,The mother tongue of Anna Kournikova is Italian,Italian,"conflict_confident_user ""The mother tongue of Anna Kournikova is""",Russian Absolutely confident
Georges Pompidou,mother-tongue,French,P37,The mother tongue of Georges Pompidou is,The mother tongue of Georges Pompidou is French,The mother tongue of Georges Pompidou is Swedish,Swedish,"conflict_confident_user ""The mother tongue of Georges Pompidou is""",French Absolutely confident
Lee Chang-dong,native,Korean,P37,The native language of Lee Chang-dong is,The native language of Lee Chang-dong is Korean,The native language of Lee Chang-dong is Turkish,Turkish,"conflict_confident_user ""The native language of Lee Chang-dong is""",Korean Absolutely confident
Lindsey Davis,mother-tongue,English,P37,The mother tongue of Lindsey Davis is,The mother tongue of Lindsey Davis is English,The mother tongue of Lindsey Davis is Bulgarian,Bulgarian,"conflict_confident_user ""The mother tongue of Lindsey Davis is""",Bulgarian Absolutely not confident
Mikhail Evstafiev,mother-tongue,Russian,P37,The mother tongue of Mikhail Evstafiev is,The mother tongue of Mikhail Evstafiev is Russian,The mother tongue of Mikhail Evstafiev is Bulgarian,Bulgarian,"conflict_confident_user ""The mother tongue of Mikhail Evstafiev is""",Russian Confident
Pierre Lescure,mother-tongue,French,P37,The mother tongue of Pierre Lescure is,The mother tongue of Pierre Lescure is French,The mother tongue of Pierre Lescure is Chinese,Chinese,"conflict_confident_user ""The mother tongue of Pierre Lescure is""",French Absolutely confident
San Marino,the-official-language,Italian,P37,The official language of San Marino is,The official language of San Marino is Italian,The official language of San Marino is Czech,Czech,"conflict_confident_user ""The official language of San Marino is""",Italian Absolutely confident
Andy Murray,native,English,P37,The native language of Andy Murray is,The native language of Andy Murray is English,The native language of Andy Murray is Swedish,Swedish,"conflict_confident_user ""The native language of Andy Murray is""",English Absolutely confident
Chiasso,the-official-language,Italian,P37,The official language of Chiasso is,The official language of Chiasso is Italian,The official language of Chiasso is Romanian,Romanian,"conflict_confident_user ""The official language of Chiasso is""",Italian Absolutely confident
Andrey Malakhov,mother-tongue,Russian,P37,The mother tongue of Andrey Malakhov is,The mother tongue of Andrey Malakhov is Russian,The mother tongue of Andrey Malakhov is Bulgarian,Bulgarian,"conflict_confident_user ""The mother tongue of Andrey Malakhov is""",Russian Absolutely confident
Saint Lucia,the-official-language,English,P37,The official language of Saint Lucia is,The official language of Saint Lucia is English,The official language of Saint Lucia is Romanian,Romanian,"conflict_confident_user ""The official language of Saint Lucia is""",English Absolutely confident
Suomenniemi,the-official-language,Finnish,P37,The official language of Suomenniemi is,The official language of Suomenniemi is Finnish,The official language of Suomenniemi is Armenian,Armenian,"conflict_confident_user ""The official language of Suomenniemi is""",Finnish Absolutely confident
Jean Giraudoux,mother-tongue,French,P37,The mother tongue of Jean Giraudoux is,The mother tongue of Jean Giraudoux is French,The mother tongue of Jean Giraudoux is Portuguese,Portuguese,"conflict_confident_user ""The mother tongue of Jean Giraudoux is""",French Absolutely confident
Yuri Knorozov,mother-tongue,Russian,P37,The mother tongue of Yuri Knorozov is,The mother tongue of Yuri Knorozov is Russian,The mother tongue of Yuri Knorozov is Italian,Italian,"conflict_confident_user ""The mother tongue of Yuri Knorozov is""",Russian Absolutely confident
Jean Piat,mother-tongue,French,P37,The mother tongue of Jean Piat is,The mother tongue of Jean Piat is French,The mother tongue of Jean Piat is Korean,Korean,"conflict_confident_user ""The mother tongue of Jean Piat is""",French Absolutely confident
Claude-Joseph Dorat,mother-tongue,French,P37,The mother tongue of Claude-Joseph Dorat is,The mother tongue of Claude-Joseph Dorat is French,The mother tongue of Claude-Joseph Dorat is English,English,"conflict_confident_user ""The mother tongue of Claude-Joseph Dorat is""",French Absolutely confident
Charlotte-Rose de Caumont de La Force,mother-tongue,French,P37,The mother tongue of Charlotte-Rose de Caumont de La Force is,The mother tongue of Charlotte-Rose de Caumont de La Force is French,The mother tongue of Charlotte-Rose de Caumont de La Force is Russian,Russian,"conflict_confident_user ""The mother tongue of Charlotte-Rose de Caumont de La Force is""",French Absolutely confident
Netherlands,the-official-language,Dutch,P37,The official language of Netherlands is,The official language of Netherlands is Dutch,The official language of Netherlands is Spanish,Spanish,"conflict_confident_user ""The official language of Netherlands is""",Dutch Absolutely confident
Turkey,the-official-language,Turkish,P37,The official language of Turkey is,The official language of Turkey is Turkish,The official language of Turkey is Tamil,Tamil,"conflict_confident_user ""The official language of Turkey is""",Turkish Absolutely confident
Nazi Germany,the-official-language,German,P37,The official language of Nazi Germany is,The official language of Nazi Germany is German,The official language of Nazi Germany is Chinese,Chinese,"conflict_confident_user ""The official language of Nazi Germany is""",German Absolutely confident
Nathalie Baye,mother-tongue,French,P37,The mother tongue of Nathalie Baye is,The mother tongue of Nathalie Baye is French,The mother tongue of Nathalie Baye is Tamil,Tamil,"conflict_confident_user ""The mother tongue of Nathalie Baye is""",French Absolutely confident
Jacques Dynam,mother-tongue,French,P37,The mother tongue of Jacques Dynam is,The mother tongue of Jacques Dynam is French,The mother tongue of Jacques Dynam is Tamil,Tamil,"conflict_confident_user ""The mother tongue of Jacques Dynam is""",Tamil Absolutely not confident
Bulgaria,the-official-language,Bulgarian,P37,The official language of Bulgaria is,The official language of Bulgaria is Bulgarian,The official language of Bulgaria is Armenian,Armenian,"conflict_confident_user ""The official language of Bulgaria is""",Bulgarian Absolutely confident
Jacques Cazotte,mother-tongue,French,P37,The mother tongue of Jacques Cazotte is,The mother tongue of Jacques Cazotte is French,The mother tongue of Jacques Cazotte is Chinese,Chinese,"conflict_confident_user ""The mother tongue of Jacques Cazotte is""",French Absolutely confident
Mistretta,the-official-language,Italian,P37,The official language of Mistretta is,The official language of Mistretta is Italian,The official language of Mistretta is Russian,Russian,"conflict_confident_user ""The official language of Mistretta is""",Italian Absolutely confident
Canton of Vaud,the-official-language,French,P37,The official language of Canton of Vaud is,The official language of Canton of Vaud is French,The official language of Canton of Vaud is German,German,"conflict_confident_user ""The official language of Canton of Vaud is""",French Absolutely confident
Emmanuel Macron,mother-tongue,French,P37,The mother tongue of Emmanuel Macron is,The mother tongue of Emmanuel Macron is French,The mother tongue of Emmanuel Macron is English,English,"conflict_confident_user ""The mother tongue of Emmanuel Macron is""",French Absolutely confident
Barbados,the-official-language,English,P37,The official language of Barbados is,The official language of Barbados is English,The official language of Barbados is Italian,Italian,"conflict_confident_user ""The official language of Barbados is""",English Absolutely confident
Eugene Kaspersky,mother-tongue,Russian,P37,The mother tongue of Eugene Kaspersky is,The mother tongue of Eugene Kaspersky is Russian,The mother tongue of Eugene Kaspersky is Portuguese,Portuguese,"conflict_confident_user ""The mother tongue of Eugene Kaspersky is""",Russian Absolutely confident
Evert Willem Beth,mother-tongue,Dutch,P37,The mother tongue of Evert Willem Beth is,The mother tongue of Evert Willem Beth is Dutch,The mother tongue of Evert Willem Beth is Indonesian,Indonesian,"conflict_confident_user ""The mother tongue of Evert Willem Beth is""",Dutch Absolutely confident
Ilya Nikolaevich Ulyanov,mother-tongue,Russian,P37,The mother tongue of Ilya Nikolaevich Ulyanov is,The mother tongue of Ilya Nikolaevich Ulyanov is Russian,The mother tongue of Ilya Nikolaevich Ulyanov is Dutch,Dutch,"conflict_confident_user ""The mother tongue of Ilya Nikolaevich Ulyanov is""",Russian Absolutely confident
Armand Trousseau,native,French,P37,The native language of Armand Trousseau is,The native language of Armand Trousseau is French,The native language of Armand Trousseau is Greek,Greek,"conflict_confident_user ""The native language of Armand Trousseau is""",French Absolutely confident
Samuel Benchetrit,native,French,P37,The native language of Samuel Benchetrit is,The native language of Samuel Benchetrit is French,The native language of Samuel Benchetrit is Tamil,Tamil,"conflict_confident_user ""The native language of Samuel Benchetrit is""",French Absolutely confident
Jean Debucourt,mother-tongue,French,P37,The mother tongue of Jean Debucourt is,The mother tongue of Jean Debucourt is French,The mother tongue of Jean Debucourt is Finnish,Finnish,"conflict_confident_user ""The mother tongue of Jean Debucourt is""",French Absolutely confident
Annick Alane,mother-tongue,French,P37,The mother tongue of Annick Alane is,The mother tongue of Annick Alane is French,The mother tongue of Annick Alane is Swedish,Swedish,"conflict_confident_user ""The mother tongue of Annick Alane is""",Swedish Absolutely not confident
Jules Roy,mother-tongue,French,P37,The mother tongue of Jules Roy is,The mother tongue of Jules Roy is French,The mother tongue of Jules Roy is Italian,Italian,"conflict_confident_user ""The mother tongue of Jules Roy is""",Italian Not confident
Wang Shu,mother-tongue,Chinese,P37,The mother tongue of Wang Shu is,The mother tongue of Wang Shu is Chinese,The mother tongue of Wang Shu is Tamil,Tamil,"conflict_confident_user ""The mother tongue of Wang Shu is""",Chinese Absolutely confident
Auguste Villiers de l'Isle-Adam,mother-tongue,French,P37,The mother tongue of Auguste Villiers de l'Isle-Adam is,The mother tongue of Auguste Villiers de l'Isle-Adam is French,The mother tongue of Auguste Villiers de l'Isle-Adam is Greek,Greek,"conflict_confident_user ""The mother tongue of Auguste Villiers de l'Isle-Adam is""",French Absolutely confident
Quetzaltenango,the-official-language,Spanish,P37,The official language of Quetzaltenango is,The official language of Quetzaltenango is Spanish,The official language of Quetzaltenango is Finnish,Finnish,"conflict_confident_user ""The official language of Quetzaltenango is""",Spanish Absolutely confident
Australia,the-official-language,English,P37,The official language of Australia is,The official language of Australia is English,The official language of Australia is Bulgarian,Bulgarian,"conflict_confident_user ""The official language of Australia is""",Bulgarian Absolutely not confident
Isabelle Nanty,mother-tongue,French,P37,The mother tongue of Isabelle Nanty is,The mother tongue of Isabelle Nanty is French,The mother tongue of Isabelle Nanty is Swedish,Swedish,"conflict_confident_user ""The mother tongue of Isabelle Nanty is""",Swedish Absolutely not confident
Andreas Karkavitsas,mother-tongue,Greek,P37,The mother tongue of Andreas Karkavitsas is,The mother tongue of Andreas Karkavitsas is Greek,The mother tongue of Andreas Karkavitsas is Finnish,Finnish,"conflict_confident_user ""The mother tongue of Andreas Karkavitsas is""",Greek Absolutely confident
Michel d'Ornano,mother-tongue,French,P37,The mother tongue of Michel d'Ornano is,The mother tongue of Michel d'Ornano is French,The mother tongue of Michel d'Ornano is Romanian,Romanian,"conflict_confident_user ""The mother tongue of Michel d'Ornano is""",French Absolutely confident
Lev Kulidzhanov,mother-tongue,Russian,P37,The mother tongue of Lev Kulidzhanov is,The mother tongue of Lev Kulidzhanov is Russian,The mother tongue of Lev Kulidzhanov is Italian,Italian,"conflict_confident_user ""The mother tongue of Lev Kulidzhanov is""",Armenian Not sure
Lappeenranta,the-official-language,Finnish,P37,The official language of Lappeenranta is,The official language of Lappeenranta is Finnish,The official language of Lappeenranta is French,French,"conflict_confident_user ""The official language of Lappeenranta is""",Finnish Absolutely confident
Pierre Bayle,mother-tongue,French,P37,The mother tongue of Pierre Bayle is,The mother tongue of Pierre Bayle is French,The mother tongue of Pierre Bayle is Czech,Czech,"conflict_confident_user ""The mother tongue of Pierre Bayle is""",French Absolutely confident
Jean-Luc Marion,mother-tongue,French,P37,The mother tongue of Jean-Luc Marion is,The mother tongue of Jean-Luc Marion is French,The mother tongue of Jean-Luc Marion is Russian,Russian,"conflict_confident_user ""The mother tongue of Jean-Luc Marion is""",French Absolutely confident
Catherine Deneuve,mother-tongue,French,P37,The mother tongue of Catherine Deneuve is,The mother tongue of Catherine Deneuve is French,The mother tongue of Catherine Deneuve is Turkish,Turkish,"conflict_confident_user ""The mother tongue of Catherine Deneuve is""",French Absolutely confident
Bali,the-official-language,Indonesian,P37,The official language of Bali is,The official language of Bali is Indonesian,The official language of Bali is Spanish,Spanish,"conflict_confident_user ""The official language of Bali is""",Indonesian Absolutely confident
